Year,Season,Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,FantasyPts
2017,REG,2,Josh Hill,TE,3,NO,CAR,1,1,100,3,0,3,3,3,0,0,0,0,0,1.30
2017,REG,3,Michael Hoomanawanui,TE,3,NO,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,4,Trey Edmunds,TE,3,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Evan Engram,TE,3,NYG,PHI,7,5,71,45,0,14,6,9,0,0,0,0,0,9.50
2017,REG,2,Rhett Ellison,TE,3,NYG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,3,Jerell Adams,TE,3,NYG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Austin Seferian-Jenkins,TE,3,NYJ,MIA,6,5,83,31,0,13,5,6,0,0,0,0,0,8.10
2017,REG,2,Will Tye,TE,3,NYJ,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Jared Cook,TE,3,OAK,WAS,6,4,67,43,1,21,7,11,0,0,0,0,0,14.30
2017,REG,2,Clive Walford,TE,3,OAK,WAS,1,1,100,-1,0,-1,-1,-1,0,0,0,0,0,0.90
2017,REG,3,Lee Smith,TE,3,OAK,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Zach Ertz,TE,3,PHI,NYG,10,8,80,55,1,12,6,7,0,0,0,1,1,18.50
2017,REG,2,Trey Burton,TE,3,PHI,NYG,3,2,67,7,0,8,2,4,0,0,0,0,0,2.70
2017,REG,3,Brent Celek,TE,3,PHI,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Jesse James,TE,3,PIT,CHI,4,2,50,19,0,14,5,10,0,0,0,0,0,3.90
2017,REG,2,Vance McDonald,TE,3,PIT,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,3,Xavier Grimble,TE,3,PIT,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Luke Willson,TE,3,SEA,TEN,4,3,75,53,1,27,13,18,0,0,0,0,0,14.30
2017,REG,2,Jimmy Graham,TE,3,SEA,TEN,11,7,64,72,0,26,7,10,0,0,0,0,0,14.20
2017,REG,3,Nick Vannett,TE,3,SEA,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Garrett Celek,TE,3,SF,LAR,2,1,50,1,1,1,1,1,0,0,0,0,0,7.10
2017,REG,2,George Kittle,TE,3,SF,LAR,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80
2017,REG,3,Logan Paulsen,TE,3,SF,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Cameron Brate,TE,3,TB,MIN,4,4,100,33,1,18,8,8,0,0,0,0,0,13.30
2017,REG,2,OJ Howard,TE,3,TB,MIN,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20
2017,REG,3,Luke Stocker,TE,3,TB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Jonnu Smith,TE,3,TEN,SEA,2,1,50,24,1,24,12,24,0,0,0,0,0,9.40
2017,REG,2,Delanie Walker,TE,3,TEN,SEA,6,4,67,31,0,11,5,8,0,0,0,0,0,7.10
2017,REG,3,Phillip Supernaw,TE,3,TEN,SEA,1,1,100,3,0,3,3,3,0,0,0,0,0,1.30
2017,REG,1,Vernon Davis,TE,3,WAS,OAK,5,5,100,58,1,26,12,12,0,0,0,0,0,16.80
2017,REG,2,Niles Paul,TE,3,WAS,OAK,1,1,100,-3,0,-3,-3,-3,0,0,0,0,0,0.70
2017,REG,3,Jeremy Sprinkle,TE,3,WAS,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
