Year,Season,Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,FantasyPts
2017,REG,1,Pierre Garcon,WR,3,SF,LAR,10,7,70,142,0,59,14,20,0,0,0,0,0,24.20
2017,REG,2,Trent Taylor,WR,3,SF,LAR,4,3,75,32,1,18,8,11,0,0,0,0,0,12.20
2017,REG,3,Marquise Goodwin,WR,3,SF,LAR,5,2,40,62,0,50,12,31,0,0,0,0,0,8.20
2017,REG,4,Aldrick Robinson,WR,3,SF,LAR,4,2,50,23,0,17,6,12,0,0,0,0,0,4.30
2017,REG,5,Victor Bolden Jr.,WR,3,SF,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,DeSean Jackson,WR,3,TB,MIN,7,4,57,84,1,32,12,21,0,0,0,0,0,18.40
2017,REG,2,Mike Evans,WR,3,TB,MIN,12,7,58,67,0,17,6,10,0,0,0,0,0,13.70
2017,REG,3,Adam Humphries,WR,3,TB,MIN,10,6,60,68,0,17,7,11,0,0,0,0,0,12.80
2017,REG,4,Chris Godwin,WR,3,TB,MIN,3,3,100,44,0,18,15,15,0,0,0,0,0,7.40
2017,REG,5,Bernard Reedy,WR,3,TB,MIN,1,1,100,6,0,6,6,6,1,3,0,0,0,1.90
2017,REG,1,Rishard Matthews,WR,3,TEN,SEA,10,6,60,87,1,55,9,15,0,0,0,0,0,20.70
2017,REG,2,Eric Decker,WR,3,TEN,SEA,5,4,80,49,0,17,10,12,0,0,0,0,0,8.90
2017,REG,3,Taywan Taylor,WR,3,TEN,SEA,3,2,67,16,0,11,5,8,1,-1,0,0,0,3.50
2017,REG,4,Eric Weems,WR,3,TEN,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Josh Doctson,WR,3,WAS,OAK,2,1,50,52,1,52,26,52,0,0,0,0,0,12.20
2017,REG,2,Jamison Crowder,WR,3,WAS,OAK,6,6,100,52,0,30,9,9,0,0,0,1,1,10.20
2017,REG,3,Ryan Grant,WR,3,WAS,OAK,4,3,75,31,0,14,8,10,0,0,0,0,0,6.10
2017,REG,4,Terrelle Pryor,WR,3,WAS,OAK,4,2,50,19,0,12,5,10,0,0,0,0,0,3.90
2017,REG,5,Brian Quick,WR,3,WAS,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,6,Quinton Dunbar,WR,3,WAS,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
