url,htmlfile,textfile,linksfile,navfile,bodyfile,wordcount
https://www.google.com/,/developer/nfl/dfs-stats/nfl_research/static/projects/history/https_www_google_com_--html.txt,/developer/nfl/dfs-stats/nfl_research/static/projects/history/https_www_google_com_--fantasydata.txt,,,,
