Year,Season,Rk,Player,Pos,Week,Team,Opp,Att,Yds,YdsPerAtt,TD,Targets,Rec,Yds,TD,Fum,Lost,FantasyPts
2015,REG,3,Chris Polk,RB,4,HOU,ATL,3,27,9,1,4,3,23,0,0,0,12.50
2015,REG,4,Jonathan Grimes,RB,2,HOU,CAR,2,7,4,0,7,6,40,0,0,0,7.70
2015,REG,5,Jonathan Grimes,RB,3,HOU,TB,6,19,3,0,4,4,19,0,0,0,5.80
2015,REG,6,Chris Polk,RB,2,HOU,CAR,14,38,3,0,8,2,9,0,0,0,5.70
2015,REG,7,Alfred Blue,RB,1,HOU,KC,9,42,5,0,2,1,7,0,0,0,5.40
2015,REG,8,Alfred Blue,RB,5,HOU,IND,6,22,4,0,1,1,11,0,0,0,3.80
2015,REG,9,Chris Polk,RB,1,HOU,KC,5,22,4,0,1,1,9,0,0,0,3.60
2015,REG,10,Jonathan Grimes,RB,1,HOU,KC,6,28,5,0,2,1,2,0,0,0,3.50
2015,REG,11,Chris Polk,RB,5,HOU,IND,1,5,5,0,3,2,17,0,0,0,3.20
2015,REG,12,Arian Foster,RB,4,HOU,ATL,8,10,1,0,5,3,25,0,1,1,3.00
2015,REG,13,Jay Prosch,RB,3,HOU,TB,3,24,8,0,1,0,0,0,0,0,2.40
2015,REG,14,Alfred Blue,RB,4,HOU,ATL,6,17,3,0,0,0,0,0,0,0,1.70
2015,REG,15,Alfred Blue,RB,2,HOU,CAR,5,6,1,0,1,1,4,0,0,0,1.50
2015,REG,16,Chris Polk,RB,3,HOU,TB,5,5,1,0,0,0,0,0,0,0,0.50
2015,REG,17,Jay Prosch,RB,2,HOU,CAR,1,4,4,0,0,0,0,0,0,0,0.40
2015,REG,18,Jay Prosch,RB,1,HOU,KC,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,19,Jay Prosch,RB,4,HOU,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,20,Jay Prosch,RB,5,HOU,IND,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Frank Gore,RB,3,IND,TEN,14,86,6,2,2,1,8,0,0,0,21.90
2015,REG,2,Frank Gore,RB,5,IND,HOU,22,98,5,1,0,0,0,0,0,0,15.80
2015,REG,3,Frank Gore,RB,4,IND,JAX,17,53,3,0,7,5,34,0,1,1,9.20
2015,REG,4,Josh Robinson,RB,2,IND,NYJ,5,12,2,0,5,5,27,0,0,0,6.40
2015,REG,5,Frank Gore,RB,2,IND,NYJ,15,57,4,0,1,1,4,0,1,1,4.60
2015,REG,6,Frank Gore,RB,1,IND,BUF,8,31,4,0,3,2,0,0,0,0,4.10
2015,REG,7,Tyler Varga,RB,1,IND,BUF,1,2,2,0,1,1,18,0,0,0,2.50
2015,REG,8,Josh Robinson,RB,5,IND,HOU,3,6,2,0,1,1,6,0,0,0,1.70
2015,REG,9,Josh Robinson,RB,1,IND,BUF,4,11,3,0,1,0,0,0,0,0,1.10
2015,REG,10,Zurlon Tipton,RB,5,IND,HOU,2,9,5,0,1,0,0,0,0,0,0.90
2015,REG,11,Josh Robinson,RB,3,IND,TEN,2,8,4,0,0,0,0,0,0,0,0.80
2015,REG,12,Tyler Varga,RB,2,IND,NYJ,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,13,Tyler Varga,RB,3,IND,TEN,0,0,0,0,1,0,0,0,0,0,0.00
2015,REG,14,Zurlon Tipton,RB,4,IND,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,Josh Robinson,RB,4,IND,JAX,3,2,1,0,0,0,0,0,1,1,-1.80
2015,REG,1,TJ Yeldon,RB,5,JAX,TB,11,32,3,0,6,5,31,1,0,0,14.80
2015,REG,2,TJ Yeldon,RB,4,JAX,IND,22,105,5,0,3,2,4,0,0,0,11.90
2015,REG,3,TJ Yeldon,RB,2,JAX,MIA,25,70,3,0,4,3,13,0,0,0,9.80
2015,REG,4,TJ Yeldon,RB,1,JAX,CAR,12,51,4,0,4,3,16,0,0,0,8.20
2015,REG,5,Denard Robinson,RB,1,JAX,CAR,5,19,4,0,2,2,26,0,0,0,5.50
2015,REG,6,TJ Yeldon,RB,3,JAX,NE,11,33,3,0,3,2,9,0,0,0,5.20
2015,REG,7,Corey Grant,RB,3,JAX,NE,2,6,3,0,2,1,8,0,0,0,1.90
2015,REG,8,Bernard Pierce,RB,3,JAX,NE,1,1,1,0,3,2,3,0,0,0,1.40
2015,REG,9,Toby Gerhart,RB,3,JAX,NE,3,10,3,0,0,0,0,0,0,0,1.00
2015,REG,10,Corey Grant,RB,1,JAX,CAR,0,0,0,0,1,1,5,0,0,0,1.00
2015,REG,11,Denard Robinson,RB,2,JAX,MIA,1,9,9,0,0,0,0,0,0,0,0.90
2015,REG,12,Bernard Pierce,RB,1,JAX,CAR,0,0,0,0,2,1,4,0,0,0,0.90
2015,REG,13,Bernard Pierce,RB,5,JAX,TB,2,6,3,0,0,0,0,0,0,0,0.60
2015,REG,14,Bernard Pierce,RB,2,JAX,MIA,3,4,1,0,0,0,0,0,0,0,0.40
2015,REG,15,Toby Gerhart,RB,5,JAX,TB,1,2,2,0,1,0,0,0,0,0,0.20
2015,REG,16,Corey Grant,RB,2,JAX,MIA,1,1,1,0,0,0,0,0,0,0,0.10
2015,REG,17,Bernard Pierce,RB,4,JAX,IND,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,18,Corey Grant,RB,4,JAX,IND,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,19,Toby Gerhart,RB,4,JAX,IND,1,-2,-2,0,0,0,0,0,0,0,-0.20
2015,REG,20,Corey Grant,RB,5,JAX,TB,2,-6,-3,0,0,0,0,0,1,1,-2.60
2015,REG,1,Jamaal Charles,RB,3,KC,GB,11,49,5,3,7,5,33,0,0,0,28.70
2015,REG,2,Jamaal Charles,RB,1,KC,HOU,16,57,4,0,8,5,46,1,1,0,18.80
2015,REG,3,Jamaal Charles,RB,4,KC,CIN,11,75,7,0,6,6,70,0,0,0,17.50
2015,REG,4,Jamaal Charles,RB,2,KC,DEN,21,125,6,1,5,4,2,0,2,2,16.70
2015,REG,5,Jamaal Charles,RB,5,KC,CHI,12,58,5,0,4,1,26,0,0,0,8.90
2015,REG,6,Knile Davis,RB,2,KC,DEN,3,9,3,1,1,0,0,0,0,0,6.90
2015,REG,7,Charcandrick West,RB,5,KC,CHI,7,31,4,0,2,1,5,0,0,0,4.10
2015,REG,8,Knile Davis,RB,1,KC,HOU,6,16,3,0,1,1,12,0,0,0,3.30
2015,REG,9,Charcandrick West,RB,4,KC,CIN,5,17,3,0,3,1,4,0,0,0,2.60
2015,REG,10,Anthony Sherman,RB,1,KC,HOU,0,0,0,0,1,1,0,0,0,0,0.50
2015,REG,11,Knile Davis,RB,5,KC,CHI,2,2,1,0,0,0,0,0,0,0,0.20
2015,REG,12,Charcandrick West,RB,1,KC,HOU,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,13,Charcandrick West,RB,2,KC,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,14,Anthony Sherman,RB,2,KC,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,Knile Davis,RB,3,KC,GB,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,16,Charcandrick West,RB,3,KC,GB,0,0,0,0,1,0,0,0,0,0,0.00
2015,REG,17,Anthony Sherman,RB,3,KC,GB,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,18,Knile Davis,RB,4,KC,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,19,Anthony Sherman,RB,4,KC,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,20,Anthony Sherman,RB,5,KC,CHI,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Danny Woodhead,RB,1,LAC,DET,13,43,3,2,6,3,19,0,0,0,19.70
2015,REG,2,Danny Woodhead,RB,4,LAC,CLE,8,54,7,0,4,4,84,0,0,0,15.80
2015,REG,3,Danny Woodhead,RB,2,LAC,CIN,7,36,5,0,6,6,68,0,0,0,13.40
2015,REG,4,Melvin Gordon,RB,5,LAC,PIT,15,42,3,0,9,7,52,0,1,1,10.90
2015,REG,5,Melvin Gordon,RB,2,LAC,CIN,16,88,6,0,1,1,10,0,0,0,10.30
2015,REG,6,Danny Woodhead,RB,5,LAC,PIT,4,10,3,0,7,5,66,0,0,0,10.10
2015,REG,7,Melvin Gordon,RB,1,LAC,DET,14,51,4,0,3,3,16,0,1,1,6.20
2015,REG,8,Danny Woodhead,RB,3,LAC,MIN,5,11,2,0,4,3,32,0,0,0,5.80
2015,REG,9,Melvin Gordon,RB,4,LAC,CLE,12,38,3,0,2,2,8,0,0,0,5.60
2015,REG,10,Melvin Gordon,RB,3,LAC,MIN,14,51,4,0,1,0,0,0,0,0,5.10
2015,REG,11,Branden Oliver,RB,3,LAC,MIN,8,26,3,0,1,0,0,0,1,0,2.60
2015,REG,12,Branden Oliver,RB,1,LAC,DET,2,4,2,0,1,1,17,0,0,0,2.60
2015,REG,13,Branden Oliver,RB,2,LAC,CIN,1,2,2,0,0,0,0,0,0,0,0.20
2015,REG,14,Branden Oliver,RB,4,LAC,CLE,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,Branden Oliver,RB,5,LAC,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Todd Gurley,RB,4,LAR,ARI,19,146,8,0,2,2,15,0,1,0,17.10
2015,REG,2,Todd Gurley,RB,5,LAR,GB,30,159,5,0,0,0,0,0,0,0,15.90
2015,REG,3,Benjamin Cunningham,RB,1,LAR,SEA,16,45,3,0,7,4,77,0,0,0,14.20
2015,REG,4,Benjamin Cunningham,RB,2,LAR,WAS,1,0,0,0,6,4,27,0,0,0,4.70
2015,REG,5,Tre Mason,RB,2,LAR,WAS,7,26,4,0,5,2,4,0,1,0,4.00
2015,REG,6,Benjamin Cunningham,RB,3,LAR,PIT,1,12,12,0,2,2,18,0,0,0,4.00
2015,REG,7,Benjamin Cunningham,RB,5,LAR,GB,0,0,0,0,2,2,28,0,0,0,3.80
2015,REG,8,Tre Mason,RB,3,LAR,PIT,9,16,2,0,1,1,15,0,0,0,3.60
2015,REG,9,Todd Gurley,RB,3,LAR,PIT,6,9,2,0,1,1,5,0,0,0,1.90
2015,REG,10,Benjamin Cunningham,RB,4,LAR,ARI,2,0,0,0,2,2,4,0,0,0,1.40
2015,REG,11,Tre Mason,RB,5,LAR,GB,2,8,4,0,0,0,0,0,0,0,0.80
2015,REG,12,Chase Reynolds,RB,1,LAR,SEA,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,13,Isaiah Pead,RB,2,LAR,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,14,Chase Reynolds,RB,5,LAR,GB,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,Tre Mason,RB,4,LAR,ARI,2,-1,-1,0,0,0,0,0,0,0,-0.10
2015,REG,16,Isaiah Pead,RB,1,LAR,SEA,2,3,2,0,0,0,0,0,1,1,-1.70
2015,REG,1,Damien Williams,RB,2,MIA,JAX,2,5,3,0,4,3,15,1,0,0,9.50
2015,REG,2,Lamar Miller,RB,1,MIA,WAS,13,53,4,0,1,1,22,0,0,0,8.00
2015,REG,3,Lamar Miller,RB,3,MIA,BUF,7,38,5,0,3,3,27,0,0,0,8.00
2015,REG,4,Lamar Miller,RB,2,MIA,JAX,10,14,1,0,6,5,28,0,0,0,6.70
2015,REG,5,Jonas Gray,RB,3,MIA,BUF,9,49,5,0,0,0,0,0,0,0,4.90
2015,REG,6,Lamar Miller,RB,4,MIA,NYJ,7,26,4,0,2,1,10,0,0,0,4.10
2015,REG,7,Damien Williams,RB,3,MIA,BUF,2,17,9,0,3,1,5,0,0,0,2.70
2015,REG,8,Damien Williams,RB,1,MIA,WAS,1,0,0,0,1,1,3,0,0,0,0.80
2015,REG,9,Damien Williams,RB,4,MIA,NYJ,0,0,0,0,1,1,1,0,0,0,0.60
2015,REG,10,LaMichael James,RB,1,MIA,WAS,0,0,0,0,0,0,0,0,1,0,0.00
2015,REG,11,Raheem Mostert,RB,2,MIA,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,12,Jonas Gray,RB,4,MIA,NYJ,1,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Adrian Peterson,RB,3,MIN,LAC,20,126,6,2,0,0,0,0,0,0,24.60
2015,REG,2,Adrian Peterson,RB,2,MIN,DET,29,134,5,0,2,2,58,0,2,1,18.20
2015,REG,3,Adrian Peterson,RB,4,MIN,DEN,16,81,5,1,6,4,13,0,0,0,17.40
2015,REG,4,Adrian Peterson,RB,1,MIN,SF,10,31,3,0,3,3,21,0,0,0,6.70
2015,REG,5,Zach Line,RB,2,MIN,DET,1,1,1,1,0,0,0,0,0,0,6.10
2015,REG,6,Zach Line,RB,3,MIN,LAC,1,1,1,1,0,0,0,0,0,0,6.10
2015,REG,7,Matt Asiata,RB,1,MIN,SF,1,4,4,0,2,2,28,0,0,0,4.20
2015,REG,8,Jerick McKinnon,RB,1,MIN,SF,3,20,7,0,2,2,8,0,0,0,3.80
2015,REG,9,Matt Asiata,RB,3,MIN,LAC,2,10,5,0,2,2,5,0,0,0,2.50
2015,REG,10,Jerick McKinnon,RB,3,MIN,LAC,6,18,3,0,1,0,0,0,0,0,1.80
2015,REG,11,Matt Asiata,RB,2,MIN,DET,2,8,4,0,0,0,0,0,0,0,0.80
2015,REG,12,Jerick McKinnon,RB,2,MIN,DET,3,6,2,0,0,0,0,0,0,0,0.60
2015,REG,13,Jerick McKinnon,RB,4,MIN,DEN,1,6,6,0,0,0,0,0,0,0,0.60
2015,REG,14,Matt Asiata,RB,4,MIN,DEN,1,3,3,0,0,0,0,0,0,0,0.30
2015,REG,15,Zach Line,RB,1,MIN,SF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,16,Zach Line,RB,4,MIN,DEN,0,0,0,0,1,0,0,0,0,0,0.00
2015,REG,1,LeGarrette Blount,RB,3,NE,JAX,18,78,4,3,1,1,14,0,0,0,27.70
2015,REG,2,Dion Lewis,RB,2,NE,BUF,7,40,6,1,9,6,98,0,1,1,20.80
2015,REG,3,Dion Lewis,RB,5,NE,DAL,6,34,6,0,11,8,59,1,0,0,19.30
2015,REG,4,Dion Lewis,RB,3,NE,JAX,8,37,5,1,5,5,30,0,0,0,15.20
2015,REG,5,Dion Lewis,RB,1,NE,PIT,15,69,5,0,5,4,51,0,1,0,14.00
2015,REG,6,LeGarrette Blount,RB,5,NE,DAL,13,74,6,0,0,0,0,0,0,0,7.40
2015,REG,7,James White,RB,3,NE,JAX,2,8,4,0,4,4,26,0,0,0,5.40
2015,REG,8,Brandon Bolden,RB,1,NE,PIT,5,1,0,0,2,1,12,0,0,0,1.80
2015,REG,9,Brandon Bolden,RB,2,NE,BUF,1,1,1,0,1,1,2,0,0,0,0.80
2015,REG,10,Travaris Cadet,RB,2,NE,BUF,0,0,0,0,1,1,2,0,0,0,0.70
2015,REG,11,LeGarrette Blount,RB,2,NE,BUF,2,4,2,0,0,0,0,0,0,0,0.40
2015,REG,12,James White,RB,1,NE,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,13,Brandon Bolden,RB,3,NE,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,14,Brandon Bolden,RB,5,NE,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,James White,RB,5,NE,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,CJ Spiller,RB,4,NO,DAL,2,10,5,0,5,5,99,1,0,0,19.40
2015,REG,2,Mark Ingram,RB,3,NO,CAR,14,50,4,1,5,5,49,0,0,0,18.40
2015,REG,3,Mark Ingram,RB,1,NO,ARI,9,24,3,0,9,8,98,0,0,0,16.20
2015,REG,4,Mark Ingram,RB,4,NO,DAL,17,77,5,0,7,6,51,0,0,0,15.80
2015,REG,5,Mark Ingram,RB,2,NO,TB,16,53,3,1,3,3,5,0,1,1,11.30
2015,REG,6,Khiry Robinson,RB,1,NO,ARI,8,19,2,0,6,5,51,0,0,0,9.50
2015,REG,7,Khiry Robinson,RB,4,NO,DAL,6,16,3,1,4,2,5,0,0,0,9.10
2015,REG,8,Khiry Robinson,RB,3,NO,CAR,7,12,2,1,2,2,8,0,0,0,9.00
2015,REG,9,Mark Ingram,RB,5,NO,PHI,12,57,5,0,3,2,17,0,0,0,8.40
2015,REG,10,Khiry Robinson,RB,2,NO,TB,5,48,10,0,1,1,9,0,0,0,6.20
2015,REG,11,Austin Johnson,RB,2,NO,TB,1,1,1,1,1,0,0,0,0,0,6.10
2015,REG,12,Marcus Murphy,RB,3,NO,CAR,0,0,0,0,0,0,0,0,0,0,6.00
2015,REG,13,Khiry Robinson,RB,5,NO,PHI,5,30,6,0,2,2,2,0,0,0,4.20
2015,REG,14,CJ Spiller,RB,3,NO,CAR,1,4,4,0,2,2,22,0,0,0,3.60
2015,REG,15,CJ Spiller,RB,2,NO,TB,3,7,2,0,1,1,19,0,0,0,3.10
2015,REG,16,Austin Johnson,RB,1,NO,ARI,1,4,4,0,3,2,5,0,0,0,1.90
2015,REG,17,CJ Spiller,RB,5,NO,PHI,3,10,3,0,4,3,-8,0,0,0,1.70
2015,REG,18,Austin Johnson,RB,3,NO,CAR,2,4,2,0,0,0,0,0,0,0,0.40
2015,REG,19,Marcus Murphy,RB,1,NO,ARI,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,20,Toben Opurum,RB,1,NO,ARI,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,21,Marcus Murphy,RB,2,NO,TB,0,0,0,0,0,0,0,0,1,0,0.00
2015,REG,22,Marcus Murphy,RB,4,NO,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,23,Austin Johnson,RB,4,NO,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,24,Marcus Murphy,RB,5,NO,PHI,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Shane Vereen,RB,5,NYG,SF,5,24,5,0,8,8,86,1,0,0,21.00
2015,REG,2,Rashad Jennings,RB,4,NYG,BUF,9,38,4,0,2,2,54,1,0,0,16.20
2015,REG,3,Shane Vereen,RB,2,NYG,ATL,6,19,3,0,8,8,76,0,0,0,13.50
2015,REG,4,Rashad Jennings,RB,1,NYG,DAL,13,52,4,1,1,0,0,0,0,0,11.20
2015,REG,5,Andre Williams,RB,3,NYG,WAS,14,29,2,1,0,0,0,0,0,0,8.90
2015,REG,6,Rashad Jennings,RB,5,NYG,SF,11,46,4,0,4,4,21,0,0,0,8.70
2015,REG,7,Shane Vereen,RB,1,NYG,DAL,3,14,5,0,5,4,45,0,1,0,7.90
2015,REG,8,Rashad Jennings,RB,3,NYG,WAS,11,32,3,0,3,3,25,0,0,0,7.20
2015,REG,9,Andre Williams,RB,4,NYG,BUF,11,35,3,0,1,0,0,0,0,0,5.50
2015,REG,10,Andre Williams,RB,2,NYG,ATL,6,43,7,0,0,0,0,0,0,0,4.30
2015,REG,11,Rashad Jennings,RB,2,NYG,ATL,9,12,1,0,2,2,12,0,0,0,3.40
2015,REG,12,Shane Vereen,RB,3,NYG,WAS,6,23,4,0,3,0,0,0,0,0,2.30
2015,REG,13,Shane Vereen,RB,4,NYG,BUF,5,21,4,0,0,0,0,0,0,0,2.10
2015,REG,14,Andre Williams,RB,1,NYG,DAL,6,14,2,0,0,0,0,0,0,0,1.40
2015,REG,15,Orleans Darkwa,RB,1,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,16,Nikita Whitlock,RB,1,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,17,Orleans Darkwa,RB,2,NYG,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,18,Nikita Whitlock,RB,2,NYG,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,19,Orleans Darkwa,RB,3,NYG,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,20,Nikita Whitlock,RB,3,NYG,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,21,Orleans Darkwa,RB,4,NYG,BUF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,22,Nikita Whitlock,RB,4,NYG,BUF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,23,Andre Williams,RB,5,NYG,SF,3,0,0,0,0,0,0,0,0,0,0.00
2015,REG,24,Nikita Whitlock,RB,5,NYG,SF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,25,Orleans Darkwa,RB,5,NYG,SF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Chris Ivory,RB,4,NYJ,MIA,29,166,6,1,2,0,0,0,0,0,22.60
2015,REG,2,Chris Ivory,RB,1,NYJ,CLE,20,91,5,2,1,1,9,0,0,0,22.50
2015,REG,3,Bilal Powell,RB,3,NYJ,PHI,10,31,3,0,8,7,44,0,0,0,11.00
2015,REG,4,Zac Stacy,RB,4,NYJ,MIA,5,7,1,1,3,2,18,0,0,0,9.50
2015,REG,5,Bilal Powell,RB,1,NYJ,CLE,12,62,5,0,4,2,16,0,0,0,8.80
2015,REG,6,Bilal Powell,RB,2,NYJ,IND,12,38,3,0,5,4,16,0,1,0,7.40
2015,REG,7,Chris Ivory,RB,2,NYJ,IND,14,57,4,0,2,2,3,0,0,0,7.00
2015,REG,8,Bilal Powell,RB,4,NYJ,MIA,0,0,0,0,1,1,12,0,0,0,1.70
2015,REG,9,Zac Stacy,RB,3,NYJ,PHI,2,3,2,0,2,2,-2,0,0,0,1.10
2015,REG,10,Tommy Bohanon,RB,1,NYJ,CLE,2,2,1,0,0,0,0,0,0,0,0.20
2015,REG,11,Tommy Bohanon,RB,2,NYJ,IND,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,12,Zac Stacy,RB,2,NYJ,IND,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,13,Tommy Bohanon,RB,3,NYJ,PHI,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,14,Tommy Bohanon,RB,4,NYJ,MIA,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,Latavius Murray,RB,3,OAK,CLE,26,139,5,1,1,1,10,0,0,0,21.40
2015,REG,2,Latavius Murray,RB,2,OAK,BAL,15,65,4,1,3,3,22,0,0,0,16.20
2015,REG,3,Marcel Reece,RB,1,OAK,CIN,0,0,0,0,4,3,26,2,0,0,16.10
2015,REG,4,Marcel Reece,RB,5,OAK,DEN,1,6,6,0,8,7,49,1,0,0,15.00
2015,REG,5,Latavius Murray,RB,1,OAK,CIN,11,44,4,0,7,7,36,0,0,0,11.50
2015,REG,6,Roy Helu,RB,4,OAK,CHI,5,22,4,0,2,2,13,1,0,0,10.50
2015,REG,7,Latavius Murray,RB,4,OAK,CHI,15,49,3,0,5,3,12,0,0,0,7.60
2015,REG,8,Latavius Murray,RB,5,OAK,DEN,13,39,3,0,4,3,18,0,0,0,7.20
2015,REG,9,Marcel Reece,RB,3,OAK,CLE,1,1,1,0,2,1,55,0,0,0,6.10
2015,REG,10,Jamize Olawale,RB,1,OAK,CIN,1,6,6,0,3,3,19,0,0,0,4.00
2015,REG,11,Roy Helu,RB,5,OAK,DEN,3,6,2,0,6,3,12,0,0,0,3.30
2015,REG,12,Marcel Reece,RB,4,OAK,CHI,0,0,0,0,2,2,16,0,0,0,2.60
2015,REG,13,Taiwan Jones,RB,1,OAK,CIN,3,5,2,0,1,1,13,0,0,0,2.30
2015,REG,14,Marcel Reece,RB,2,OAK,BAL,0,0,0,0,2,1,16,0,0,0,2.10
2015,REG,15,Taiwan Jones,RB,2,OAK,BAL,2,9,5,0,1,1,6,0,0,0,2.00
2015,REG,16,Roy Helu,RB,3,OAK,CLE,0,0,0,0,1,1,12,0,0,0,1.70
2015,REG,17,Taiwan Jones,RB,3,OAK,CLE,2,16,8,0,0,0,0,0,0,0,1.60
2015,REG,18,Jamize Olawale,RB,5,OAK,DEN,6,13,2,0,0,0,0,0,0,0,1.30
2015,REG,19,Roy Helu,RB,2,OAK,BAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,20,Jamize Olawale,RB,4,OAK,CHI,1,-1,-1,0,0,0,0,0,0,0,-0.10
2015,REG,1,DeMarco Murray,RB,5,PHI,NO,20,83,4,1,8,7,37,0,0,0,21.50
2015,REG,2,Ryan Mathews,RB,3,PHI,NYJ,24,108,5,0,4,2,20,1,1,1,17.80
2015,REG,3,Darren Sproles,RB,3,PHI,NYJ,11,17,2,1,6,4,19,0,0,0,17.60
2015,REG,4,Ryan Mathews,RB,5,PHI,NO,8,73,9,1,3,3,23,0,0,0,17.10
2015,REG,5,Darren Sproles,RB,1,PHI,ATL,5,50,10,0,9,7,76,0,1,0,16.10
2015,REG,6,DeMarco Murray,RB,1,PHI,ATL,8,9,1,1,5,4,11,1,0,0,16.00
2015,REG,7,Ryan Mathews,RB,1,PHI,ATL,3,4,1,1,4,3,24,0,0,0,10.30
2015,REG,8,DeMarco Murray,RB,2,PHI,DAL,13,2,0,0,5,5,53,0,0,0,8.00
2015,REG,9,DeMarco Murray,RB,4,PHI,WAS,8,36,5,0,2,2,12,0,0,0,5.80
2015,REG,10,Darren Sproles,RB,5,PHI,NO,5,27,5,0,2,1,10,0,0,0,4.20
2015,REG,11,Darren Sproles,RB,2,PHI,DAL,1,-4,-4,0,4,4,23,0,0,0,3.90
2015,REG,12,Darren Sproles,RB,4,PHI,WAS,4,17,4,0,3,0,0,0,0,0,1.70
2015,REG,13,Ryan Mathews,RB,2,PHI,DAL,1,0,0,0,0,0,0,0,0,0,0.00
2015,REG,14,Kenjon Barner,RB,3,PHI,NYJ,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,Ryan Mathews,RB,4,PHI,WAS,5,20,4,0,1,0,0,0,1,1,0.00
2015,REG,16,Kenjon Barner,RB,4,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,1,DeAngelo Williams,RB,2,PIT,SF,20,77,4,3,5,4,15,0,0,0,29.20
2015,REG,2,Le'Veon Bell,RB,4,PIT,BAL,22,129,6,1,7,7,21,0,0,0,24.50
2015,REG,3,Le'Veon Bell,RB,3,PIT,LAR,19,62,3,1,8,7,70,0,0,0,22.70
2015,REG,4,Le'Veon Bell,RB,5,PIT,LAC,21,111,5,1,5,4,16,0,0,0,20.70
2015,REG,5,DeAngelo Williams,RB,1,PIT,NE,21,127,6,0,1,1,5,0,0,0,13.70
2015,REG,6,Will Johnson,RB,1,PIT,NE,4,7,2,1,0,0,0,0,0,0,6.70
2015,REG,7,DeAngelo Williams,RB,5,PIT,LAC,5,20,4,0,0,0,0,0,0,0,2.00
2015,REG,8,Jordan Todman,RB,2,PIT,SF,1,11,11,0,0,0,0,0,0,0,1.10
2015,REG,9,DeAngelo Williams,RB,4,PIT,BAL,2,5,3,0,0,0,0,0,0,0,0.50
2015,REG,10,DeAngelo Williams,RB,3,PIT,LAR,1,2,2,0,0,0,0,0,0,0,0.20
2015,REG,11,Dri Archer,RB,1,PIT,NE,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,12,Roosevelt Nix,RB,1,PIT,NE,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,13,Jordan Todman,RB,1,PIT,NE,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,14,Roosevelt Nix,RB,2,PIT,SF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,15,Will Johnson,RB,2,PIT,SF,0,0,0,0,0,0,0,0,0,0,0.00
2015,REG,16,Dri Archer,RB,2,PIT,SF,0,0,0,0,0,0,0,0,0,0,0.00
