Year,Season,Rk,Player,Pos,Week,Team,Opp,Att,Yds,YdsPerAtt,TD,Targets,Rec,Yds,TD,Fum,Lost,FantasyPts
2016,REG,10,Andre Ellington,RB,13,ARI,WAS,5,5,1,0,2,1,10,0,0,0,2.00
2016,REG,11,Andre Ellington,RB,15,ARI,NO,0,0,0,0,1,1,9,0,0,0,1.40
2016,REG,12,Kerwynn Williams,RB,11,ARI,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,13,Stepfan Taylor,RB,11,ARI,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,14,Kerwynn Williams,RB,12,ARI,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Stepfan Taylor,RB,12,ARI,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Kerwynn Williams,RB,13,ARI,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Stepfan Taylor,RB,13,ARI,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Andre Ellington,RB,14,ARI,MIA,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Stepfan Taylor,RB,14,ARI,MIA,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Stepfan Taylor,RB,15,ARI,NO,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Devonta Freeman,RB,15,ATL,SF,20,139,7,3,2,2,16,0,1,1,32.50
2016,REG,2,Devonta Freeman,RB,13,ATL,KC,15,56,4,2,5,4,49,0,0,0,24.50
2016,REG,3,Devonta Freeman,RB,12,ATL,ARI,16,60,4,2,3,2,17,0,0,0,20.70
2016,REG,4,Tevin Coleman,RB,14,ATL,LAR,8,36,5,1,3,2,19,1,0,0,18.50
2016,REG,5,Tevin Coleman,RB,12,ATL,ARI,8,9,1,1,2,2,4,0,0,0,8.30
2016,REG,6,Tevin Coleman,RB,15,ATL,SF,14,58,4,0,2,2,8,0,1,0,7.60
2016,REG,7,Terron Ward,RB,15,ATL,SF,6,52,9,0,0,0,0,0,0,0,5.20
2016,REG,8,Tevin Coleman,RB,13,ATL,KC,12,49,4,0,2,0,0,0,0,0,4.90
2016,REG,9,Devonta Freeman,RB,14,ATL,LAR,6,6,1,0,3,2,12,0,0,0,2.80
2016,REG,10,Terron Ward,RB,14,ATL,LAR,10,24,2,0,0,0,0,0,0,0,2.40
2016,REG,11,Patrick DiMarco,RB,12,ATL,ARI,0,0,0,0,1,0,0,0,0,0,0.00
2016,REG,12,Patrick DiMarco,RB,13,ATL,KC,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,13,Patrick DiMarco,RB,14,ATL,LAR,0,0,0,0,1,0,0,0,0,0,0.00
2016,REG,14,Patrick DiMarco,RB,15,ATL,SF,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Terrance West,RB,13,BAL,MIA,10,50,5,1,3,3,18,1,0,0,20.30
2016,REG,2,Kenneth Dixon,RB,14,BAL,NE,11,39,4,0,11,8,42,1,0,0,18.10
2016,REG,3,Terrance West,RB,15,BAL,PHI,13,77,6,0,4,4,45,0,0,0,14.20
2016,REG,4,Terrance West,RB,11,BAL,DAL,8,42,5,1,2,1,11,0,0,0,11.80
2016,REG,5,Kenneth Dixon,RB,12,BAL,CIN,13,49,4,0,4,4,31,0,0,0,10.00
2016,REG,6,Kenneth Dixon,RB,13,BAL,MIA,6,56,9,0,4,4,21,0,0,0,9.70
2016,REG,7,Kenneth Dixon,RB,15,BAL,PHI,9,36,4,1,1,0,0,0,0,0,9.60
2016,REG,8,Terrance West,RB,12,BAL,CIN,13,48,4,0,4,3,16,0,0,0,7.90
2016,REG,9,Kyle Juszczyk,RB,14,BAL,NE,0,0,0,0,3,3,46,0,0,0,6.10
2016,REG,10,Kyle Juszczyk,RB,11,BAL,DAL,0,0,0,0,3,3,32,0,0,0,4.70
2016,REG,11,Terrance West,RB,14,BAL,NE,2,2,1,0,4,4,24,0,0,0,4.60
2016,REG,12,Kenneth Dixon,RB,11,BAL,DAL,6,40,7,0,1,0,0,0,0,0,4.00
2016,REG,13,Kyle Juszczyk,RB,12,BAL,CIN,0,0,0,0,5,3,18,0,0,0,3.30
2016,REG,14,Kyle Juszczyk,RB,15,BAL,PHI,0,0,0,0,4,3,15,0,0,0,3.00
2016,REG,15,Kyle Juszczyk,RB,13,BAL,MIA,0,0,0,0,1,1,6,0,0,0,1.10
2016,REG,16,Javorius Allen,RB,11,BAL,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Javorius Allen,RB,12,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,LeSean McCoy,RB,15,BUF,CLE,19,153,8,2,3,3,16,0,0,0,30.40
2016,REG,2,LeSean McCoy,RB,12,BUF,JAX,19,103,5,2,2,2,31,0,0,0,28.40
2016,REG,3,LeSean McCoy,RB,13,BUF,OAK,17,130,8,0,7,7,61,0,0,0,22.60
2016,REG,4,LeSean McCoy,RB,14,BUF,PIT,12,27,2,1,7,6,81,0,0,0,19.80
2016,REG,5,Mike Gillislee,RB,13,BUF,OAK,8,49,6,2,0,0,0,0,0,0,16.90
2016,REG,6,LeSean McCoy,RB,11,BUF,CIN,5,33,7,1,3,2,12,0,1,0,11.50
2016,REG,7,Mike Gillislee,RB,15,BUF,CLE,9,37,4,1,0,0,0,0,0,0,9.70
2016,REG,8,Mike Gillislee,RB,11,BUF,CIN,14,72,5,0,1,0,0,0,0,0,7.20
2016,REG,9,Mike Gillislee,RB,14,BUF,PIT,2,34,17,0,0,0,0,0,0,0,3.40
2016,REG,10,Jonathan Williams,RB,11,BUF,CIN,4,26,7,0,1,1,0,0,0,0,3.10
2016,REG,11,Reggie Bush,RB,11,BUF,CIN,0,0,0,0,2,2,21,0,0,0,3.10
2016,REG,12,Jerome Felton,RB,15,BUF,CLE,0,0,0,0,1,1,12,0,0,0,1.70
2016,REG,13,Jonathan Williams,RB,12,BUF,JAX,3,12,4,0,1,0,0,0,0,0,1.20
2016,REG,14,Jonathan Williams,RB,15,BUF,CLE,3,10,3,0,0,0,0,0,0,0,1.00
2016,REG,15,Reggie Bush,RB,14,BUF,PIT,1,4,4,0,0,0,0,0,0,0,0.40
2016,REG,16,Reggie Bush,RB,13,BUF,OAK,1,3,3,0,0,0,0,0,0,0,0.30
2016,REG,17,Jerome Felton,RB,11,BUF,CIN,1,2,2,0,0,0,0,0,0,0,0.20
2016,REG,18,Jerome Felton,RB,12,BUF,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Reggie Bush,RB,12,BUF,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Jerome Felton,RB,13,BUF,OAK,1,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Jonathan Williams,RB,13,BUF,OAK,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Jerome Felton,RB,14,BUF,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Jonathan Stewart,RB,12,CAR,OAK,17,96,6,2,1,0,0,0,0,0,21.60
2016,REG,2,Jonathan Stewart,RB,15,CAR,WAS,25,132,5,0,2,1,8,0,1,0,14.50
2016,REG,3,Jonathan Stewart,RB,14,CAR,LAC,24,66,3,1,2,0,0,0,0,0,12.60
2016,REG,4,Mike Tolbert,RB,15,CAR,WAS,2,13,7,0,3,3,28,1,0,0,11.60
2016,REG,5,Jonathan Stewart,RB,11,CAR,NO,18,31,2,1,4,1,8,0,0,0,10.40
2016,REG,6,Jonathan Stewart,RB,13,CAR,SEA,11,50,5,0,1,1,3,0,1,1,3.80
2016,REG,7,Fozzy Whittaker,RB,15,CAR,WAS,3,3,1,0,1,1,25,0,0,0,3.30
2016,REG,8,Mike Tolbert,RB,12,CAR,OAK,0,0,0,0,2,2,14,0,0,0,2.40
2016,REG,9,Mike Tolbert,RB,13,CAR,SEA,4,21,5,0,1,0,0,0,0,0,2.10
2016,REG,10,Mike Tolbert,RB,11,CAR,NO,2,-1,-1,0,2,1,17,0,0,0,2.10
2016,REG,11,Fozzy Whittaker,RB,14,CAR,LAC,3,15,5,0,1,0,0,0,0,0,1.50
2016,REG,12,Fozzy Whittaker,RB,12,CAR,OAK,4,14,4,0,2,0,0,0,0,0,1.40
2016,REG,13,Fozzy Whittaker,RB,13,CAR,SEA,1,3,3,0,0,0,0,0,0,0,0.30
2016,REG,14,Fozzy Whittaker,RB,11,CAR,NO,1,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Mike Tolbert,RB,14,CAR,LAC,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Jordan Howard,RB,13,CHI,SF,32,117,4,3,1,0,0,0,0,0,29.70
2016,REG,2,Jordan Howard,RB,15,CHI,GB,17,90,5,1,4,4,23,0,0,0,19.30
2016,REG,3,Jordan Howard,RB,12,CHI,TEN,18,84,5,0,5,3,43,0,0,0,14.20
2016,REG,4,Jordan Howard,RB,14,CHI,DET,13,86,7,0,5,2,24,0,0,0,12.00
2016,REG,5,Jeremy Langford,RB,11,CHI,NYG,6,8,1,1,3,3,30,0,0,0,11.30
2016,REG,6,Jordan Howard,RB,11,CHI,NYG,17,77,5,0,8,1,22,0,0,0,10.40
2016,REG,7,Jeremy Langford,RB,15,CHI,GB,1,4,4,0,1,1,18,0,0,0,2.70
2016,REG,8,Ka'Deem Carey,RB,12,CHI,TEN,1,6,6,0,1,1,12,0,0,0,2.30
2016,REG,9,Jeremy Langford,RB,14,CHI,DET,3,4,1,0,1,1,1,0,0,0,1.00
2016,REG,10,Ka'Deem Carey,RB,13,CHI,SF,2,8,4,0,1,0,0,0,0,0,0.80
2016,REG,11,Paul Lasike,RB,11,CHI,NYG,1,5,5,0,0,0,0,0,0,0,0.50
2016,REG,12,Jeremy Langford,RB,12,CHI,TEN,1,5,5,0,2,0,0,0,0,0,0.50
2016,REG,13,Jeremy Langford,RB,13,CHI,SF,1,2,2,0,0,0,0,0,0,0,0.20
2016,REG,14,Ka'Deem Carey,RB,14,CHI,DET,1,2,2,0,0,0,0,0,0,0,0.20
2016,REG,15,Ka'Deem Carey,RB,15,CHI,GB,1,1,1,0,0,0,0,0,0,0,0.10
2016,REG,16,Ka'Deem Carey,RB,11,CHI,NYG,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Paul Lasike,RB,12,CHI,TEN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Paul Lasike,RB,13,CHI,SF,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Paul Lasike,RB,14,CHI,DET,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Paul Lasike,RB,15,CHI,GB,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Jeremy Hill,RB,14,CIN,CLE,25,111,4,1,4,3,31,0,0,0,21.70
2016,REG,2,Jeremy Hill,RB,15,CIN,PIT,20,43,2,1,1,1,8,0,0,0,11.60
2016,REG,3,Jeremy Hill,RB,13,CIN,PHI,23,33,1,1,3,2,12,0,0,0,11.50
2016,REG,4,Jeremy Hill,RB,12,CIN,BAL,12,21,2,0,6,6,61,0,0,0,11.20
2016,REG,5,Giovani Bernard,RB,11,CIN,BUF,7,21,3,0,8,5,40,0,0,0,8.60
2016,REG,6,Jeremy Hill,RB,11,CIN,BUF,16,62,4,0,2,2,1,0,0,0,7.30
2016,REG,7,Rex Burkhead,RB,13,CIN,PHI,8,38,5,0,5,4,28,0,1,1,6.60
2016,REG,8,Rex Burkhead,RB,15,CIN,PIT,7,32,5,0,3,2,18,0,0,0,6.00
2016,REG,9,Rex Burkhead,RB,12,CIN,BAL,5,29,6,0,2,2,19,0,0,0,5.80
2016,REG,10,Rex Burkhead,RB,14,CIN,CLE,9,45,5,0,2,1,6,0,0,0,5.60
2016,REG,11,Rex Burkhead,RB,11,CIN,BUF,0,0,0,0,1,1,14,0,0,0,1.90
2016,REG,12,Cedric Peerman,RB,12,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,13,Cedric Peerman,RB,13,CIN,PHI,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,14,Cedric Peerman,RB,14,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Cedric Peerman,RB,15,CIN,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Isaiah Crowell,RB,14,CLE,CIN,10,113,11,0,2,1,5,0,0,0,12.30
2016,REG,2,Duke Johnson,RB,15,CLE,BUF,5,31,6,0,7,5,62,0,1,0,11.80
2016,REG,3,Isaiah Crowell,RB,12,CLE,NYG,16,44,3,0,7,6,47,0,1,1,10.10
2016,REG,4,Duke Johnson,RB,11,CLE,PIT,2,10,5,0,4,3,46,0,0,0,7.10
2016,REG,5,Duke Johnson,RB,12,CLE,NYG,5,14,3,0,5,3,26,0,0,0,5.50
2016,REG,6,Duke Johnson,RB,14,CLE,CIN,4,24,6,0,2,1,21,0,0,0,5.00
2016,REG,7,Isaiah Crowell,RB,11,CLE,PIT,8,10,1,0,5,5,13,0,0,0,4.80
2016,REG,8,Isaiah Crowell,RB,15,CLE,BUF,8,28,4,0,2,0,0,0,0,0,2.80
2016,REG,9,Dan Vitale,RB,15,CLE,BUF,0,0,0,0,1,1,17,0,0,0,2.20
2016,REG,10,Dan Vitale,RB,12,CLE,NYG,0,0,0,0,1,1,-4,0,0,0,0.10
2016,REG,11,George Atkinson,RB,11,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,12,Dan Vitale,RB,11,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,13,George Atkinson,RB,12,CLE,NYG,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,14,George Atkinson,RB,14,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Dan Vitale,RB,14,CLE,CIN,0,0,0,0,1,0,0,0,0,0,0.00
2016,REG,16,George Atkinson,RB,15,CLE,BUF,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Ezekiel Elliott,RB,15,DAL,TB,23,159,7,1,3,3,29,0,1,0,26.30
2016,REG,2,Ezekiel Elliott,RB,12,DAL,WAS,20,97,5,2,2,2,23,0,0,0,25.00
2016,REG,3,Ezekiel Elliott,RB,13,DAL,MIN,20,86,4,1,5,4,19,0,1,0,18.50
2016,REG,4,Ezekiel Elliott,RB,11,DAL,BAL,25,97,4,0,5,4,30,0,0,0,14.70
2016,REG,5,Ezekiel Elliott,RB,14,DAL,NYG,24,107,5,0,2,0,0,0,0,0,10.70
2016,REG,6,Lance Dunbar,RB,15,DAL,TB,0,0,0,0,2,2,20,0,0,0,3.00
2016,REG,7,Lance Dunbar,RB,14,DAL,NYG,0,0,0,0,5,3,12,0,0,0,2.70
2016,REG,8,Lance Dunbar,RB,11,DAL,BAL,1,2,2,0,3,2,14,0,0,0,2.60
2016,REG,9,Darren McFadden,RB,15,DAL,TB,3,10,3,0,1,1,-2,0,0,0,1.30
2016,REG,10,Alfred Morris,RB,12,DAL,WAS,1,12,12,0,0,0,0,0,0,0,1.20
2016,REG,11,Alfred Morris,RB,13,DAL,MIN,1,11,11,0,0,0,0,0,0,0,1.10
2016,REG,12,Lance Dunbar,RB,12,DAL,WAS,0,0,0,0,1,1,1,0,0,0,0.60
2016,REG,13,Alfred Morris,RB,11,DAL,BAL,2,3,2,0,0,0,0,0,0,0,0.30
2016,REG,14,Keith Smith,RB,11,DAL,BAL,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Keith Smith,RB,12,DAL,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Lance Dunbar,RB,13,DAL,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Keith Smith,RB,13,DAL,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Alfred Morris,RB,14,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Keith Smith,RB,14,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Keith Smith,RB,15,DAL,TB,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Devontae Booker,RB,12,DEN,KC,24,79,3,0,2,1,22,0,0,0,10.60
2016,REG,2,Devontae Booker,RB,13,DEN,JAX,18,35,2,1,1,1,2,0,0,0,10.20
2016,REG,3,Justin Forsett,RB,15,DEN,NE,10,37,4,0,5,4,16,0,0,0,7.30
2016,REG,4,Kapri Bibbs,RB,13,DEN,JAX,5,49,10,0,0,0,0,0,0,0,4.90
2016,REG,5,Devontae Booker,RB,15,DEN,NE,6,17,3,0,4,2,16,0,0,0,4.30
2016,REG,6,Justin Forsett,RB,14,DEN,TEN,6,17,3,0,3,3,18,0,1,1,3.00
2016,REG,7,Kapri Bibbs,RB,12,DEN,KC,9,22,2,0,0,0,0,0,0,0,2.20
2016,REG,8,Devontae Booker,RB,14,DEN,TEN,3,1,0,0,2,2,10,0,0,0,2.10
2016,REG,9,Juwan Thompson,RB,13,DEN,JAX,2,5,3,0,0,0,0,0,0,0,0.50
2016,REG,10,Andy Janovich,RB,12,DEN,KC,0,0,0,0,1,1,-1,0,0,0,0.40
2016,REG,11,Juwan Thompson,RB,12,DEN,KC,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,12,Juwan Thompson,RB,14,DEN,TEN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,13,Juwan Thompson,RB,15,DEN,NE,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Theo Riddick,RB,11,DET,JAX,4,13,3,0,10,8,70,0,0,0,12.30
2016,REG,2,Theo Riddick,RB,13,DET,NO,4,2,1,0,6,5,15,1,0,0,10.20
2016,REG,3,Theo Riddick,RB,12,DET,MIN,9,45,5,0,5,5,13,0,0,0,8.30
2016,REG,4,Dwayne Washington,RB,14,DET,CHI,16,64,4,0,2,1,10,0,0,0,7.90
2016,REG,5,Zach Zenner,RB,15,DET,NYG,3,12,4,0,5,4,52,0,1,1,6.40
2016,REG,6,Zach Zenner,RB,14,DET,CHI,7,36,5,0,2,2,9,0,0,0,5.50
2016,REG,7,Dwayne Washington,RB,13,DET,NO,7,21,3,0,2,2,19,0,0,0,5.00
2016,REG,8,Dwayne Washington,RB,15,DET,NYG,14,31,2,0,4,2,9,0,0,0,5.00
2016,REG,9,Zach Zenner,RB,13,DET,NO,9,40,4,0,0,0,0,0,0,0,4.00
2016,REG,10,Dwayne Washington,RB,11,DET,JAX,13,6,1,0,2,2,15,0,0,0,3.10
2016,REG,11,Dwayne Washington,RB,12,DET,MIN,5,19,4,0,0,0,0,0,0,0,1.90
2016,REG,12,Joique Bell,RB,14,DET,CHI,0,0,0,0,1,1,-2,0,0,0,0.30
2016,REG,13,Michael Burton,RB,11,DET,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,14,Zach Zenner,RB,11,DET,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Michael Burton,RB,12,DET,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Zach Zenner,RB,12,DET,MIN,1,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Michael Burton,RB,13,DET,NO,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Michael Burton,RB,14,DET,CHI,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Joique Bell,RB,15,DET,NYG,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Michael Burton,RB,15,DET,NYG,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Ty Montgomery,RB,15,GB,CHI,16,162,10,2,3,2,1,0,0,0,29.30
2016,REG,2,Ty Montgomery,RB,14,GB,SEA,9,41,5,1,4,3,45,0,0,0,16.10
2016,REG,3,James Starks,RB,11,GB,WAS,9,25,3,0,6,5,46,1,0,0,15.60
2016,REG,4,Christine Michael,RB,15,GB,CHI,4,45,11,1,0,0,0,0,0,0,10.50
2016,REG,5,James Starks,RB,12,GB,PHI,17,41,2,0,5,5,27,0,0,0,9.30
2016,REG,6,Aaron Ripkowski,RB,12,GB,PHI,3,1,0,1,2,2,15,0,0,0,8.60
2016,REG,7,Aaron Ripkowski,RB,13,GB,HOU,3,14,5,1,1,1,4,0,0,0,8.30
2016,REG,8,Ty Montgomery,RB,13,GB,HOU,6,40,7,0,3,2,16,0,0,0,6.60
2016,REG,9,Ty Montgomery,RB,11,GB,WAS,4,17,4,0,4,3,27,0,0,0,5.90
2016,REG,10,Christine Michael,RB,14,GB,SEA,10,36,4,0,0,0,0,0,0,0,3.60
2016,REG,11,Ty Montgomery,RB,12,GB,PHI,1,2,2,0,2,2,12,0,0,0,2.40
2016,REG,12,Christine Michael,RB,13,GB,HOU,9,19,2,0,0,0,0,0,0,0,1.90
2016,REG,13,Aaron Ripkowski,RB,11,GB,WAS,2,9,5,0,0,0,0,0,0,0,0.90
2016,REG,14,Christine Michael,RB,12,GB,PHI,1,4,4,0,0,0,0,0,0,0,0.40
2016,REG,15,James Starks,RB,14,GB,SEA,2,3,2,0,0,0,0,0,0,0,0.30
2016,REG,16,Aaron Ripkowski,RB,14,GB,SEA,3,2,1,0,1,0,0,0,0,0,0.20
2016,REG,17,James Starks,RB,13,GB,HOU,4,1,0,0,0,0,0,0,0,0,0.10
2016,REG,18,Joe Kerridge,RB,11,GB,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Joe Kerridge,RB,12,GB,PHI,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Joe Kerridge,RB,13,GB,HOU,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Joe Kerridge,RB,14,GB,SEA,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Aaron Ripkowski,RB,15,GB,CHI,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,23,Joe Kerridge,RB,15,GB,CHI,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Lamar Miller,RB,14,HOU,IND,21,107,5,1,1,1,15,0,0,0,18.70
2016,REG,2,Lamar Miller,RB,11,HOU,OAK,24,104,4,1,3,2,9,0,0,0,18.30
2016,REG,3,Lamar Miller,RB,15,HOU,JAX,22,63,3,1,2,2,26,0,0,0,15.90
2016,REG,4,Lamar Miller,RB,12,HOU,LAC,19,57,3,0,4,3,18,0,1,1,7.00
2016,REG,5,Jonathan Grimes,RB,13,HOU,GB,5,43,9,0,1,1,15,0,0,0,6.30
2016,REG,6,Alfred Blue,RB,14,HOU,IND,16,55,3,0,1,1,0,0,1,0,6.00
2016,REG,7,Alfred Blue,RB,13,HOU,GB,5,38,8,0,2,2,3,0,0,0,5.10
2016,REG,8,Jonathan Grimes,RB,15,HOU,JAX,1,3,3,0,3,2,12,0,0,0,2.50
2016,REG,9,Lamar Miller,RB,13,HOU,GB,14,22,2,0,1,1,-4,0,0,0,2.30
2016,REG,10,Akeem Hunt,RB,12,HOU,LAC,2,19,10,0,0,0,0,0,0,0,1.90
2016,REG,11,Akeem Hunt,RB,14,HOU,IND,1,19,19,0,0,0,0,0,0,0,1.90
2016,REG,12,Jonathan Grimes,RB,14,HOU,IND,1,6,6,0,2,1,6,0,0,0,1.70
2016,REG,13,Akeem Hunt,RB,15,HOU,JAX,3,15,5,0,0,0,0,0,2,0,1.50
2016,REG,14,Jonathan Grimes,RB,12,HOU,LAC,2,14,7,0,0,0,0,0,0,0,1.40
2016,REG,15,Alfred Blue,RB,15,HOU,JAX,1,1,1,0,1,1,4,0,0,0,1.00
2016,REG,16,Jay Prosch,RB,11,HOU,OAK,1,2,2,0,0,0,0,0,0,0,0.20
2016,REG,17,Jay Prosch,RB,12,HOU,LAC,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Jay Prosch,RB,13,HOU,GB,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Akeem Hunt,RB,13,HOU,GB,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Jay Prosch,RB,14,HOU,IND,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Jay Prosch,RB,15,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Akeem Hunt,RB,11,HOU,OAK,5,-2,0,0,0,0,0,0,0,0,-0.20
2016,REG,23,Tyler Ervin,RB,11,HOU,OAK,0,0,0,0,0,0,0,0,1,1,-2.00
2016,REG,1,Robert Turbin,RB,15,IND,MIN,7,32,5,2,2,2,22,0,0,0,18.40
2016,REG,2,Frank Gore,RB,14,IND,HOU,10,41,4,0,2,2,33,1,0,0,14.40
2016,REG,3,Frank Gore,RB,11,IND,TEN,18,50,3,0,4,4,71,0,0,0,14.10
2016,REG,4,Frank Gore,RB,15,IND,MIN,26,101,4,0,4,4,14,0,0,0,13.50
2016,REG,5,Frank Gore,RB,13,IND,NYJ,20,79,4,0,1,0,0,0,0,0,7.90
2016,REG,6,Robert Turbin,RB,13,IND,NYJ,6,16,3,1,0,0,0,0,0,0,7.60
2016,REG,7,Robert Turbin,RB,11,IND,TEN,2,4,2,1,0,0,0,0,0,0,6.40
2016,REG,8,Robert Turbin,RB,14,IND,HOU,3,10,3,0,7,4,33,0,0,0,6.30
2016,REG,9,Jordan Todman,RB,12,IND,PIT,3,37,12,0,0,0,0,0,0,0,3.70
2016,REG,10,Frank Gore,RB,12,IND,PIT,15,28,2,0,1,1,3,0,0,0,3.60
2016,REG,11,Robert Turbin,RB,12,IND,PIT,2,20,10,0,3,2,-2,0,0,0,2.80
2016,REG,12,Jordan Todman,RB,15,IND,MIN,4,19,5,0,0,0,0,0,0,0,1.90
2016,REG,13,Josh Ferguson,RB,13,IND,NYJ,5,11,2,0,0,0,0,0,0,0,1.10
2016,REG,14,Jordan Todman,RB,13,IND,NYJ,2,3,2,0,0,0,0,0,0,0,0.30
2016,REG,15,Josh Ferguson,RB,15,IND,MIN,2,1,1,0,0,0,0,0,0,0,0.10
2016,REG,16,Jordan Todman,RB,11,IND,TEN,0,0,0,0,1,0,0,0,0,0,0.00
2016,REG,17,Josh Ferguson,RB,11,IND,TEN,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Josh Ferguson,RB,12,IND,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Jordan Todman,RB,14,IND,HOU,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Josh Ferguson,RB,14,IND,HOU,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,TJ Yeldon,RB,14,JAX,MIN,17,59,4,0,9,7,31,0,0,0,12.50
2016,REG,2,Chris Ivory,RB,11,JAX,DET,17,39,2,0,6,6,75,0,1,1,12.40
2016,REG,3,Chris Ivory,RB,12,JAX,BUF,9,44,5,1,1,1,11,0,0,0,12.00
2016,REG,4,TJ Yeldon,RB,13,JAX,DEN,14,55,4,0,7,3,27,0,0,0,9.70
2016,REG,5,TJ Yeldon,RB,15,JAX,HOU,8,28,4,0,7,5,34,0,0,0,8.70
2016,REG,6,Denard Robinson,RB,13,JAX,DEN,17,53,3,0,1,1,11,0,0,0,6.90
2016,REG,7,Chris Ivory,RB,15,JAX,HOU,10,44,4,0,1,0,0,0,0,0,4.40
2016,REG,8,TJ Yeldon,RB,11,JAX,DET,4,16,4,0,3,2,16,0,0,0,4.20
2016,REG,9,Denard Robinson,RB,12,JAX,BUF,13,39,3,0,0,0,0,0,0,0,3.90
2016,REG,10,Denard Robinson,RB,11,JAX,DET,3,21,7,0,1,1,4,0,0,0,3.00
2016,REG,11,TJ Yeldon,RB,12,JAX,BUF,6,17,3,0,2,1,3,0,0,0,2.50
2016,REG,12,Corey Grant,RB,14,JAX,MIN,4,13,3,0,1,0,0,0,0,0,1.30
