Year,Season,Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,FantasyPts
2017,REG,2,Jimmy Graham,TE,1,SEA,GB,7,3,43,8,0,6,1,3,0,0,0,0,0,3.80
2017,REG,3,Nick Vannett,TE,1,SEA,GB,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00
2017,REG,4,Jimmy Graham,TE,2,SEA,SF,2,1,50,1,0,1,1,1,0,0,0,0,0,1.10
2017,REG,5,Luke Willson,TE,1,SEA,GB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,6,Nick Vannett,TE,2,SEA,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,George Kittle,TE,1,SF,CAR,6,5,83,27,0,13,5,5,0,0,0,0,0,7.70
2017,REG,2,George Kittle,TE,2,SF,SEA,2,2,100,13,0,14,7,7,0,0,0,0,0,3.30
2017,REG,3,Garrett Celek,TE,2,SF,SEA,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60
2017,REG,4,Logan Paulsen,TE,1,SF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,5,Garrett Celek,TE,1,SF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,6,Logan Paulsen,TE,2,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Cameron Brate,TE,2,TB,CHI,3,2,67,24,0,13,8,12,0,0,0,0,0,4.40
2017,REG,2,OJ Howard,TE,2,TB,CHI,3,1,33,17,0,17,6,17,0,0,0,0,0,2.70
2017,REG,3,Luke Stocker,TE,2,TB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Delanie Walker,TE,2,TEN,JAX,4,4,100,61,0,19,15,15,1,1,1,0,0,16.20
2017,REG,2,Delanie Walker,TE,1,TEN,OAK,9,7,78,76,0,23,8,11,0,0,0,0,0,14.60
2017,REG,3,Jonnu Smith,TE,2,TEN,JAX,3,2,67,30,1,32,10,15,0,0,0,0,0,11.00
2017,REG,4,Phillip Supernaw,TE,1,TEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,5,Jonnu Smith,TE,1,TEN,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,6,Phillip Supernaw,TE,2,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Jordan Reed,TE,2,WAS,LAR,6,6,100,48,0,16,8,8,0,0,0,1,0,10.80
2017,REG,2,Jordan Reed,TE,1,WAS,PHI,8,5,63,36,0,9,5,7,0,0,0,0,0,8.60
2017,REG,3,Vernon Davis,TE,2,WAS,LAR,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30
2017,REG,4,Vernon Davis,TE,1,WAS,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,5,Niles Paul,TE,1,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,6,Niles Paul,TE,2,WAS,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
