QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Jarvis Landry (9760201),Jarvis Landry,9760201,WR,6100,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,RB,Devonta Freeman (9759762),Devonta Freeman,9759762,RB,6000,DAL@ATL 11/12/2017 04:25PM ET,ATL,
,,,,,,,,,,WR,Brandin Cooks (9760173),Brandin Cooks,9760173,WR,6000,NE@DEN 11/12/2017 08:30PM ET,NE,
,,,,,,,,,,WR,DeVante Parker (9760203),DeVante Parker,9760203,WR,6000,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,QB,Carson Palmer (9759381),Carson Palmer,9759381,QB,5900,SEA@ARI 11/09/2017 08:25PM ET,ARI,
,,,,,,,,,,RB,Adrian Peterson (9759413),Adrian Peterson,9759413,RB,5900,SEA@ARI 11/09/2017 08:25PM ET,ARI,
,,,,,,,,,,WR,T.Y. Hilton (9759580),T.Y. Hilton,9759580,WR,5900,PIT@IND 11/12/2017 01:00PM ET,IND,
,,,,,,,,,,QB,Kirk Cousins (9759513),Kirk Cousins,9759513,QB,5900,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,QB,Marcus Mariota (9759851),Marcus Mariota,9759851,QB,5800,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Devin Funchess (9760235),Devin Funchess,9760235,WR,5800,MIA@CAR 11/13/2017 08:30PM ET,CAR,
,,,,,,,,,,TE,Jimmy Graham (9759425),Jimmy Graham,9759425,TE,5700,SEA@ARI 11/09/2017 08:25PM ET,SEA,
,,,,,,,,,,RB,Chris Thompson (9759636),Chris Thompson,9759636,RB,5700,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,WR,JuJu Smith-Schuster (9760103),JuJu Smith-Schuster,9760103,WR,5600,PIT@IND 11/12/2017 01:00PM ET,PIT,
,,,,,,,,,,QB,Sam Bradford (9759453),Sam Bradford,9759453,QB,5600,MIN@WAS 11/12/2017 01:00PM ET,MIN,
,,,,,,,,,,RB,Alfred Morris (9759471),Alfred Morris,9759471,RB,5500,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Sterling Shepard (9759906),Sterling Shepard,9759906,WR,5500,NYG@SF 11/12/2017 04:25PM ET,NYG,
,,,,,,,,,,WR,Chris Hogan (9760175),Chris Hogan,9760175,WR,5500,NE@DEN 11/12/2017 08:30PM ET,NE,
,,,,,,,,,,WR,Larry Fitzgerald (9759403),Larry Fitzgerald,9759403,WR,5400,SEA@ARI 11/09/2017 08:25PM ET,ARI,
,,,,,,,,,,WR,Keenan Allen (9759717),Keenan Allen,9759717,WR,5400,LAC@JAX 11/12/2017 01:00PM ET,LAC,
,,,,,,,,,,QB,Jameis Winston (9759908),Jameis Winston,9759908,QB,5400,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Ted Ginn Jr. (9759408),Ted Ginn Jr.,9759408,WR,5300,NO@BUF 11/12/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Jordy Nelson (9759394),Jordy Nelson,9759394,WR,5300,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,QB,Andy Dalton (9759441),Andy Dalton,9759441,QB,5300,CIN@TEN 11/12/2017 01:00PM ET,CIN,
,,,,,,,,,,QB,Derek Anderson (9760223),Derek Anderson,9760223,QB,5300,MIA@CAR 11/13/2017 08:30PM ET,CAR,
,,,,,,,,,,WR,Paul Richardson (9759736),Paul Richardson,9759736,WR,5200,SEA@ARI 11/09/2017 08:25PM ET,SEA,
,,,,,,,,,,TE,Jack Doyle (9759591),Jack Doyle,9759591,TE,5200,PIT@IND 11/12/2017 01:00PM ET,IND,
,,,,,,,,,,QB,Jacoby Brissett (9759838),Jacoby Brissett,9759838,QB,5200,PIT@IND 11/12/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Robby Anderson (9759858),Robby Anderson,9759858,WR,5200,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,RB,Lamar Miller (9759632),Lamar Miller,9759632,RB,5200,HOU@LAR 11/12/2017 04:05PM ET,HOU,
,,,,,,,,,,WR,Danny Amendola (9760177),Danny Amendola,9760177,WR,5200,NE@DEN 11/12/2017 08:30PM ET,NE,
,,,,,,,,,,WR,Kelvin Benjamin (9759808),Kelvin Benjamin,9759808,WR,5100,NO@BUF 11/12/2017 01:00PM ET,BUF,
,,,,,,,,,,TE,Jordan Reed (9759630),Jordan Reed,9759630,TE,5100,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,QB,Teddy Bridgewater (9759756),Teddy Bridgewater,9759756,QB,5100,MIN@WAS 11/12/2017 01:00PM ET,MIN,
,,,,,,,,,,RB,Darren McFadden (9759421),Darren McFadden,9759421,RB,5100,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Mohamed Sanu (9759593),Mohamed Sanu,9759593,WR,5100,DAL@ATL 11/12/2017 04:25PM ET,ATL,
,,,,,,,,,,QB,Eli Manning (9759402),Eli Manning,9759402,QB,5100,NYG@SF 11/12/2017 04:25PM ET,NYG,
,,,,,,,,,,WR,Emmanuel Sanders (9760140),Emmanuel Sanders,9760140,WR,5100,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,QB,Jay Cutler (9760192),Jay Cutler,9760192,QB,5100,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,QB,Brett Hundley (9759747),Brett Hundley,9759747,QB,5000,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,WR,Davante Adams (9759865),Davante Adams,9759865,WR,5000,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,TE,Delanie Walker (9759392),Delanie Walker,9759392,TE,5000,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,DeMarco Murray (9759451),DeMarco Murray,9759451,RB,5000,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Derrick Henry (9759986),Derrick Henry,9759986,RB,5000,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Robert Woods (9759707),Robert Woods,9759707,WR,5000,HOU@LAR 11/12/2017 04:05PM ET,LAR,
,,,,,,,,,,QB,Jimmy Garoppolo (9759698),Jimmy Garoppolo,9759698,QB,5000,NYG@SF 11/12/2017 04:25PM ET,SF,
,,,,,,,,,,WR,Tyler Lockett (9759804),Tyler Lockett,9759804,WR,4900,SEA@ARI 11/09/2017 08:25PM ET,SEA,
,,,,,,,,,,QB,Philip Rivers (9759405),Philip Rivers,9759405,QB,4900,LAC@JAX 11/12/2017 01:00PM ET,LAC,
,,,,,,,,,,QB,Ryan Fitzpatrick (9759379),Ryan Fitzpatrick,9759379,QB,4900,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,WR,DeSean Jackson (9759432),DeSean Jackson,9759432,WR,4900,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,RB,Joe Mixon (9760081),Joe Mixon,9760081,RB,4900,CIN@TEN 11/12/2017 01:00PM ET,CIN,
,,,,,,,,,,QB,Brian Hoyer (9760160),Brian Hoyer,9760160,QB,4900,NE@DEN 11/12/2017 08:30PM ET,NE,
,,,,,,,,,,QB,Drew Stanton (9759388),Drew Stanton,9759388,QB,4800,SEA@ARI 11/09/2017 08:25PM ET,ARI,
,,,,,,,,,,QB,Blaine Gabbert (9759555),Blaine Gabbert,9759555,QB,4800,SEA@ARI 11/09/2017 08:25PM ET,ARI,
,,,,,,,,,,WR,Corey Coleman (9759940),Corey Coleman,9759940,WR,4800,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,QB,Blake Bortles (9759742),Blake Bortles,9759742,QB,4800,LAC@JAX 11/12/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Austin Seferian-Jenkins (9759770),Austin Seferian-Jenkins,9759770,TE,4800,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,QB,Case Keenum (9759464),Case Keenum,9759464,QB,4800,MIN@WAS 11/12/2017 01:00PM ET,MIN,
,,,,,,,,,,WR,Sammy Watkins (9759791),Sammy Watkins,9759791,WR,4800,HOU@LAR 11/12/2017 04:05PM ET,LAR,
,,,,,,,,,,RB,Tevin Coleman (9759942),Tevin Coleman,9759942,RB,4800,DAL@ATL 11/12/2017 04:25PM ET,ATL,
,,,,,,,,,,QB,C.J. Beathard (9759913),C.J. Beathard,9759913,QB,4800,NYG@SF 11/12/2017 04:25PM ET,SF,
,,,,,,,,,,RB,Kenyan Drake (9760195),Kenyan Drake,9760195,RB,4800,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,RB,Doug Martin (9759469),Doug Martin,9759469,RB,4700,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,QB,AJ McCarron (9759629),AJ McCarron,9759629,QB,4700,CIN@TEN 11/12/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Rishard Matthews (9759719),Rishard Matthews,9759719,WR,4700,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,TE,Vernon Davis (9759386),Vernon Davis,9759386,TE,4700,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,QB,Colt McCoy (9759440),Colt McCoy,9759440,QB,4700,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,WR,Will Fuller V (9760049),Will Fuller V,9760049,WR,4700,HOU@LAR 11/12/2017 04:05PM ET,HOU,
,,,,,,,,,,QB,Matt Moore (9760193),Matt Moore,9760193,QB,4700,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,RB,Damien Williams (9760197),Damien Williams,9760197,RB,4700,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,QB,Austin Davis (9759503),Austin Davis,9759503,QB,4600,SEA@ARI 11/09/2017 08:25PM ET,SEA,
,,,,,,,,,,QB,Chase Daniel (9759431),Chase Daniel,9759431,QB,4600,NO@BUF 11/12/2017 01:00PM ET,NO,
,,,,,,,,,,QB,DeShone Kizer (9760109),DeShone Kizer,9760109,QB,4600,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,RB,Chris Ivory (9759460),Chris Ivory,9759460,RB,4600,LAC@JAX 11/12/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Kyle Rudolph (9759584),Kyle Rudolph,9759584,TE,4600,MIN@WAS 11/12/2017 01:00PM ET,MIN,
,,,,,,,,,,WR,Cooper Kupp (9759956),Cooper Kupp,9759956,WR,4600,HOU@LAR 11/12/2017 04:05PM ET,LAR,
,,,,,,,,,,QB,Joe Callahan (9759877),Joe Callahan,9759877,QB,4500,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,QB,Mitchell Trubisky (9759973),Mitchell Trubisky,9759973,QB,4500,GB@CHI 11/12/2017 01:00PM ET,CHI,
,,,,,,,,,,RB,Ameer Abdullah (9759750),Ameer Abdullah,9759750,RB,4500,CLE@DET 11/12/2017 01:00PM ET,DET,
,,,,,,,,,,QB,Cody Kessler (9759755),Cody Kessler,9759755,QB,4500,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,QB,Kevin Hogan (9759778),Kevin Hogan,9759778,QB,4500,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,QB,Landry Jones (9759522),Landry Jones,9759522,QB,4500,PIT@IND 11/12/2017 01:00PM ET,PIT,
,,,,,,,,,,RB,James Conner (9760018),James Conner,9760018,RB,4500,PIT@IND 11/12/2017 01:00PM ET,PIT,
,,,,,,,,,,QB,Cardale Jones (9759895),Cardale Jones,9759895,QB,4500,LAC@JAX 11/12/2017 01:00PM ET,LAC,
,,,,,,,,,,QB,Matt Cassel (9759376),Matt Cassel,9759376,QB,4500,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Jamison Crowder (9759785),Jamison Crowder,9759785,WR,4500,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,QB,T.J. Yates (9759443),T.J. Yates,9759443,QB,4500,HOU@LAR 11/12/2017 04:05PM ET,HOU,
,,,,,,,,,,QB,Matt McGloin (9759588),Matt McGloin,9759588,QB,4500,HOU@LAR 11/12/2017 04:05PM ET,HOU,
,,,,,,,,,,QB,Tom Savage (9759644),Tom Savage,9759644,QB,4500,HOU@LAR 11/12/2017 04:05PM ET,HOU,
,,,,,,,,,,QB,Cooper Rush (9759927),Cooper Rush,9759927,QB,4500,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,QB,Geno Smith (9759647),Geno Smith,9759647,QB,4500,NYG@SF 11/12/2017 04:25PM ET,NYG,
,,,,,,,,,,RB,Orleans Darkwa (9759672),Orleans Darkwa,9759672,RB,4500,NYG@SF 11/12/2017 04:25PM ET,NYG,
,,,,,,,,,,QB,Trevor Siemian (9760124),Trevor Siemian,9760124,QB,4500,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,QB,Paxton Lynch (9760127),Paxton Lynch,9760127,QB,4500,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,QB,Mike Glennon (9759564),Mike Glennon,9759564,QB,4400,GB@CHI 11/12/2017 01:00PM ET,CHI,
,,,,,,,,,,WR,Kenny Golladay (9759948),Kenny Golladay,9759948,WR,4400,CLE@DET 11/12/2017 01:00PM ET,DET,
,,,,,,,,,,RB,Matt Forte (9759415),Matt Forte,9759415,RB,4400,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,TE,Jason Witten (9759382),Jason Witten,9759382,TE,4400,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Terrance Williams (9759545),Terrance Williams,9759545,WR,4400,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,QB,Brock Osweiler (9760125),Brock Osweiler,9760125,QB,4400,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,TE,Greg Olsen (9760247),Greg Olsen,9760247,TE,4400,MIA@CAR 11/13/2017 08:30PM ET,CAR,
,,,,,,,,,,WR,Randall Cobb (9759573),Randall Cobb,9759573,WR,4300,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,RB,Ty Montgomery (9759779),Ty Montgomery,9759779,RB,4300,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,RB,Isaiah Crowell (9759836),Isaiah Crowell,9759836,RB,4300,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,QB,Chad Henne (9759410),Chad Henne,9759410,QB,4300,LAC@JAX 11/12/2017 01:00PM ET,JAX,
,,,,,,,,,,QB,Matt Schaub (9759407),Matt Schaub,9759407,QB,4300,DAL@ATL 11/12/2017 04:25PM ET,ATL,
,,,,,,,,,,TE,Charles Clay (9759499),Charles Clay,9759499,TE,4200,NO@BUF 11/12/2017 01:00PM ET,BUF,
,,,,,,,,,,QB,Jake Rudock (9759864),Jake Rudock,9759864,QB,4200,CLE@DET 11/12/2017 01:00PM ET,DET,
,,,,,,,,,,QB,Scott Tolzien (9759450),Scott Tolzien,9759450,QB,4200,PIT@IND 11/12/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Jermaine Kearse (9759541),Jermaine Kearse,9759541,WR,4200,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,QB,Sean Mannion (9759725),Sean Mannion,9759725,QB,4200,HOU@LAR 11/12/2017 04:05PM ET,LAR,
,,,,,,,,,,RB,Matt Breida (9760051),Matt Breida,9760051,RB,4200,NYG@SF 11/12/2017 04:25PM ET,SF,
,,,,,,,,,,RB,James White (9760161),James White,9760161,RB,4200,NE@DEN 11/12/2017 08:30PM ET,NE,
,,,,,,,,,,RB,Duke Johnson Jr. (9759909),Duke Johnson Jr.,9759909,RB,4100,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,WR,Marqise Lee (9759781),Marqise Lee,9759781,WR,4100,LAC@JAX 11/12/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Cameron Brate (9759682),Cameron Brate,9759682,TE,4100,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Josh Doctson (9759759),Josh Doctson,9759759,WR,4100,MIN@WAS 11/12/2017 01:00PM ET,WAS,
,,,,,,,,,,WR,John Brown (9759589),John Brown,9759589,WR,4000,SEA@ARI 11/09/2017 08:25PM ET,ARI,
,,,,,,,,,,QB,Joe Webb (9759427),Joe Webb,9759427,QB,4000,NO@BUF 11/12/2017 01:00PM ET,BUF,
,,,,,,,,,,QB,Taysom Hill (9759609),Taysom Hill,9759609,QB,4000,NO@BUF 11/12/2017 01:00PM ET,NO,
,,,,,,,,,,QB,Nathan Peterman (9759882),Nathan Peterman,9759882,QB,4000,NO@BUF 11/12/2017 01:00PM ET,BUF,
,,,,,,,,,,QB,Mark Sanchez (9759428),Mark Sanchez,9759428,QB,4000,GB@CHI 11/12/2017 01:00PM ET,CHI,
,,,,,,,,,,RB,Jamaal Williams (9759938),Jamaal Williams,9759938,RB,4000,GB@CHI 11/12/2017 01:00PM ET,GB,
,,,,,,,,,,WR,Josh Gordon (9759612),Josh Gordon,9759612,WR,4000,CLE@DET 11/12/2017 01:00PM ET,CLE,
,,,,,,,,,,RB,Theo Riddick (9759634),Theo Riddick,9759634,RB,4000,CLE@DET 11/12/2017 01:00PM ET,DET,
,,,,,,,,,,QB,Joshua Dobbs (9760009),Joshua Dobbs,9760009,QB,4000,PIT@IND 11/12/2017 01:00PM ET,PIT,
,,,,,,,,,,QB,Kellen Clemens (9759380),Kellen Clemens,9759380,QB,4000,LAC@JAX 11/12/2017 01:00PM ET,LAC,
,,,,,,,,,,RB,T.J. Yeldon (9759885),T.J. Yeldon,9759885,RB,4000,LAC@JAX 11/12/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Bilal Powell (9759509),Bilal Powell,9759509,RB,4000,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,RB,Jacquizz Rodgers (9759537),Jacquizz Rodgers,9759537,RB,4000,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,QB,Ryan Griffin (9759577),Ryan Griffin,9759577,QB,4000,NYJ@TB 11/12/2017 01:00PM ET,TB,
,,,,,,,,,,QB,Bryce Petty (9759614),Bryce Petty,9759614,QB,4000,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,QB,Christian Hackenberg (9760040),Christian Hackenberg,9760040,QB,4000,NYJ@TB 11/12/2017 01:00PM ET,NYJ,
,,,,,,,,,,QB,Brandon Weeden (9759479),Brandon Weeden,9759479,QB,4000,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,QB,Jeff Driskel (9759761),Jeff Driskel,9759761,QB,4000,CIN@TEN 11/12/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Corey Davis (9759984),Corey Davis,9759984,WR,4000,CIN@TEN 11/12/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Latavius Murray (9759578),Latavius Murray,9759578,RB,4000,MIN@WAS 11/12/2017 01:00PM ET,MIN,
,,,,,,,,,,QB,Kyle Sloter (9759918),Kyle Sloter,9759918,QB,4000,MIN@WAS 11/12/2017 01:00PM ET,MIN,
,,,,,,,,,,QB,Brandon Allen (9759797),Brandon Allen,9759797,QB,4000,HOU@LAR 11/12/2017 04:05PM ET,LAR,
,,,,,,,,,,RB,D'Onta Foreman (9760101),D'Onta Foreman,9760101,RB,4000,HOU@LAR 11/12/2017 04:05PM ET,HOU,
,,,,,,,,,,WR,Brice Butler (9759539),Brice Butler,9759539,WR,4000,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Cole Beasley (9759547),Cole Beasley,9759547,WR,4000,DAL@ATL 11/12/2017 04:25PM ET,DAL,
,,,,,,,,,,QB,Davis Webb (9759992),Davis Webb,9759992,QB,4000,NYG@SF 11/12/2017 04:25PM ET,NYG,
,,,,,,,,,,QB,Chad Kelly (9760126),Chad Kelly,9760126,QB,4000,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,RB,C.J. Anderson (9760128),C.J. Anderson,9760128,RB,4000,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,RB,Jamaal Charles (9760130),Jamaal Charles,9760130,RB,4000,NE@DEN 11/12/2017 08:30PM ET,DEN,
,,,,,,,,,,QB,David Fales (9760194),David Fales,9760194,QB,4000,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,WR,Kenny Stills (9760205),Kenny Stills,9760205,WR,4000,MIA@CAR 11/13/2017 08:30PM ET,MIA,
,,,,,,,,,,QB,Garrett Gilbert (9760224),Garrett Gilbert,9760224,QB,4000,MIA@CAR 11/13/2017 08:30PM ET,CAR,
,,,,,,,,,,DST,Seahawks  (9759370),Seahawks ,9759370,DST,3900,SEA@ARI 11/09/2017 08:25PM ET,SEA,
