"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"21736-29866","RB","Paul","Paul Perkins","Perkins","3.2750000953674316","4","4600","LAR@NYG","NYG","LAR","","","",""
"21736-12528","D","Cincinnati","Cincinnati Bengals","Bengals","7.857142857142857","7","4600","CIN@JAC","CIN","JAC","","","",""
"21736-12537","D","Oakland","Oakland Raiders","Raiders","3","8","4600","OAK@MIA","OAK","MIA","","","",""
"21736-55633","WR","Travis","Travis Rudolph","Rudolph","2.3499999046325684","2","4600","LAR@NYG","NYG","LAR","","","",""
"21736-22958","RB","Bobby","Bobby Rainey","Rainey","3.2999998728434243","3","4600","BAL@TEN","BAL","TEN","","","",""
"21736-6636","K","Mike","Mike Nugent","Nugent","16","1","4600","KC@DAL","DAL","KC","","","",""
"21736-34295","WR","Breshad","Breshad Perriman","Perriman","0.6571428435189384","7","4600","BAL@TEN","BAL","TEN","","","",""
"21736-14905","WR","Kamar","Kamar Aiken","Aiken","2.512500047683716","8","4600","IND@HOU","IND","HOU","","","",""
"21736-47780","WR","Taywan","Taywan Taylor","Taylor","4.48571423121861","7","4600","BAL@TEN","TEN","BAL","","","",""
"21736-29351","WR","De'Anthony","De'Anthony Thomas","Thomas","3.4857142312186107","7","4600","KC@DAL","KC","DAL","","","",""
"21736-28525","WR","Braxton","Braxton Miller","Miller","2.625","4","4600","IND@HOU","HOU","IND","","","",""
"21736-33703","WR","Ryan","Ryan Grant","Grant","6.285714285714286","7","4600","WAS@SEA","WAS","SEA","","","",""
"21736-30709","WR","Bruce","Bruce Ellington","Ellington","5","6","4600","IND@HOU","HOU","IND","","","",""
"21736-14336","RB","Jacquizz","Jacquizz Rodgers","Rodgers","4.414285659790039","7","4500","TB@NO","TB","NO","","","",""
"21736-14348","TE","Lee","Lee Smith","Smith","2.1666666666666665","3","4500","OAK@MIA","OAK","MIA","","","",""
"21736-23569","TE","Rico","Rico Gathers","Gathers","0","0","4500","KC@DAL","DAL","KC","IR","Concussion","",""
"21736-40977","TE","Ricky","Ricky Seals-Jones","Seals-Jones","0","1","4500","ARI@SF","ARI","SF","","","",""
"21736-53266","WR","BJ","BJ Johnson III","Johnson III","0","0","4500","ARI@SF","SF","ARI","","","",""
"21736-14355","TE","Niles","Niles Paul","Paul","0.949999988079071","4","4500","WAS@SEA","WAS","SEA","Q","Concussion","",""
"21736-14358","WR","Dwayne","Dwayne Harris","Harris","0","4","4500","LAR@NYG","NYG","LAR","IR","Foot","",""
"21736-27672","TE","Matt","Matt LaCosse","LaCosse","0","1","4500","LAR@NYG","NYG","LAR","","","",""
"21736-29725","TE","Levine","Levine Toilolo","Toilolo","2.199999968210856","3","4500","ATL@CAR","ATL","CAR","","","",""
"21736-14369","RB","Jordan","Jordan Todman","Todman","0","1","4500","IND@HOU","HOU","IND","","","",""
"21736-56356","WR","Isaiah","Isaiah Ford","Ford","0","0","4500","OAK@MIA","MIA","OAK","IR","Knee - meniscus","",""
"21736-27692","RB","Josh","Josh Ferguson","Ferguson","0.5","1","4500","IND@HOU","IND","HOU","","","",""
"21736-62508","TE","James","James O'Shaughnessy","O'Shaughnessy","1.0166666507720947","6","4500","CIN@JAC","JAC","CIN","","","",""
"21736-62510","TE","Nick","Nick Boyle","Boyle","3.0999999046325684","8","4500","BAL@TEN","BAL","TEN","Q","Toe","",""
"21736-25654","RB","Tommy","Tommy Bohanon","Bohanon","2.0333333015441895","6","4500","CIN@JAC","JAC","CIN","","","",""
"21736-14394","TE","Virgil","Virgil Green","Green","3.75","6","4500","DEN@PHI","DEN","PHI","","","",""
"21736-28744","RB","Raheem","Raheem Mostert","Mostert","0.25","4","4500","ARI@SF","SF","ARI","","","",""
"21736-7244","RB","John","John Kuhn","Kuhn","0.20000000298023224","1","4500","TB@NO","NO","TB","IR","Biceps","",""
"21736-30807","TE","Mychal","Mychal Rivera","Rivera","3.4200000762939453","10","4500","CIN@JAC","JAC","CIN","IR","Wrist","",""
"21736-79972","WR","Chad","Chad Williams","Williams","1.649999976158142","2","4500","ARI@SF","ARI","SF","Q","Back","",""
"21736-29805","TE","Ryan","Ryan Hewitt","Hewitt","2.0999999046325684","1","4500","CIN@JAC","CIN","JAC","","","",""
"21736-79980","TE","Eric","Eric Saubert","Saubert","0","0","4500","ATL@CAR","ATL","CAR","","","",""
"21736-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","0.10000000149011612","1","4500","DEN@PHI","DEN","PHI","","","",""
"21736-79982","RB","Alex","Alex Armah","Armah","0","0","4500","ATL@CAR","CAR","ATL","","","",""
"21736-27771","WR","Cody","Cody Latimer","Latimer","1.4249999523162842","4","4500","DEN@PHI","DEN","PHI","","","",""
"21736-79998","WR","Keelan","Keelan Cole","Cole","2.1571429116385326","7","4500","CIN@JAC","JAC","CIN","","","",""
"21736-80011","TE","Antony","Antony Auclair","Auclair","0","0","4500","TB@NO","TB","NO","","","",""
"21736-28815","RB","Akeem","Akeem Hunt","Hunt","0.12857142516544887","7","4500","KC@DAL","KC","DAL","","","",""
"21736-11419","RB","C.J.","C.J. Spiller","Spiller","0","1","4500","KC@DAL","KC","DAL","","","",""
"21736-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","DEN@PHI","PHI","DEN","IR","Hamstring","",""
"21736-11431","TE","Jermaine","Jermaine Gresham","Gresham","3.5833333333333335","6","4500","ARI@SF","ARI","SF","","","",""
"21736-25775","TE","Clive","Clive Walford","Walford","0.5333333412806193","3","4500","OAK@MIA","OAK","MIA","","","",""
"21736-25789","WR","Rashawn","Rashawn Scott","Scott","0","0","4500","OAK@MIA","MIA","OAK","","","",""
"21736-9409","TE","Clark","Clark Harris","Harris","0","0","4500","CIN@JAC","CIN","JAC","","","",""
"21736-11457","WR","Arrelious","Arrelious Benn","Benn","0.8500000238418579","2","4500","CIN@JAC","JAC","CIN","","","",""
"21736-41163","WR","Keeon","Keeon Johnson","Johnson","0","0","4500","LAR@NYG","NYG","LAR","IR","Foot","",""
"21736-45278","WR","Bernard","Bernard Reedy","Reedy","0.3999999931880406","7","4500","TB@NO","TB","NO","","","",""
"21736-22754","TE","Garrett","Garrett Celek","Celek","2.5166667302449546","6","4500","ARI@SF","SF","ARI","","","",""
"21736-40164","WR","Shelton","Shelton Gibson","Gibson","0","0","4500","DEN@PHI","PHI","DEN","","","",""
"21736-28907","WR","Alex","Alex Erickson","Erickson","1.6571429116385323","7","4500","CIN@JAC","CIN","JAC","","","",""
"21736-11504","WR","Andre","Andre Roberts","Roberts","0.24285714966910227","7","4500","ATL@CAR","ATL","CAR","","","",""
"21736-39153","TE","Ifeanyi","Ifeanyi Momah","Momah","5.099999904632568","1","4500","ARI@SF","ARI","SF","","","",""
"21736-12531","D","Denver","Denver Broncos","Broncos","6.571428571428571","7","4500","DEN@PHI","DEN","PHI","","","",""
"21736-45299","RB","David","David Fluellen","Fluellen","1.0499999523162842","2","4500","BAL@TEN","TEN","BAL","","","",""
"21736-12542","D","New Orleans","New Orleans Saints","Saints","10.428571428571429","7","4500","TB@NO","NO","TB","","","",""
"21736-32000","TE","Luke","Luke Willson","Willson","3.671428680419922","7","4500","WAS@SEA","SEA","WAS","","","",""
"21736-27908","TE","C.J.","C.J. Fiedorowicz","Fiedorowicz","6.599999904632568","1","4500","IND@HOU","HOU","IND","IR","Concussion","",""
"21736-33029","RB","George","George Winn","Winn","0","0","4500","IND@HOU","IND","HOU","IR","Undisclosed","",""
"21736-12553","D","Carolina","Carolina Panthers","Panthers","8.5","8","4500","ATL@CAR","CAR","ATL","","","",""
"21736-30989","RB","Kenyan","Kenyan Drake","Drake","0.6714285441807338","7","4500","OAK@MIA","MIA","OAK","","","",""
"21736-27918","TE","Henry","Henry Krieger-Coble","Krieger-Coble","1.7999999523162842","1","4500","IND@HOU","IND","HOU","","","",""
"21736-30990","RB","Jalston","Jalston Fowler","Fowler","3.1500000953674316","2","4500","BAL@TEN","TEN","BAL","","","",""
"21736-22800","RB","Derrick","Derrick Coleman","Coleman","0.800000011920929","2","4500","ATL@CAR","ATL","CAR","","","",""
"21736-11543","TE","Clay","Clay Harbor","Harbor","1.7000000476837158","2","4500","TB@NO","NO","TB","IR","Undisclosed","",""
"21736-33047","WR","Chris","Chris Moore","Moore","5.5","4","4500","BAL@TEN","BAL","TEN","","","",""
"21736-34071","WR","Nick","Nick Williams","Williams","4.5","1","4500","ATL@CAR","ATL","CAR","","","",""
"21736-55577","WR","Hunter","Hunter Sharp","Sharp","0","1","4500","DEN@PHI","DEN","PHI","","","",""
"21736-24862","WR","Rashad","Rashad Greene Sr.","Greene Sr.","0.4625000059604645","8","4500","CIN@JAC","JAC","CIN","IR","Undisclosed","",""
"21736-29985","WR","Jaydon","Jaydon Mickens","Mickens","0","0","4500","CIN@JAC","JAC","CIN","","","",""
"21736-11556","TE","Michael","Michael Hoomanawanui","Hoomanawanui","3.200000047683716","4","4500","TB@NO","NO","TB","","","",""
"21736-31036","WR","Kevin","Kevin Norwood","Norwood","0","0","4500","LAR@NYG","NYG","LAR","IR","Hip","",""
"21736-43334","RB","J.D.","J.D. McKissic","McKissic","7.525000095367432","4","4500","WAS@SEA","SEA","WAS","","","",""
"21736-32082","WR","Jordan","Jordan Taylor","Taylor","2.199999968210856","3","4500","DEN@PHI","DEN","PHI","","","",""
"21736-55635","WR","Chris","Chris Godwin","Godwin","1.816666603088379","6","4500","TB@NO","TB","NO","","","",""
"21736-33137","WR","Justin","Justin Hardy","Hardy","4.650000095367432","4","4500","ATL@CAR","ATL","CAR","","","",""
"21736-38264","WR","Demarcus","Demarcus Robinson","Robinson","3.3","5","4500","KC@DAL","KC","DAL","","","",""
"21736-37245","RB","Fozzy","Fozzy Whittaker","Whittaker","2.9749999046325684","4","4500","ATL@CAR","CAR","ATL","Q","Ankle","",""
"21736-43397","WR","Carlos","Carlos Henderson","Henderson","0","0","4500","DEN@PHI","DEN","PHI","IR","Thumb","",""
"21736-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","-0.18333333730697632","6","4500","DEN@PHI","DEN","PHI","","","",""
"21736-22920","TE","Derek","Derek Carrier","Carrier","1.3250000476837158","4","4500","LAR@NYG","LAR","NYG","","","",""
"21736-39305","TE","A.J.","A.J. Derby","Derby","5.657142639160156","7","4500","DEN@PHI","DEN","PHI","","","",""
"21736-53645","RB","Elijah","Elijah Hood","Hood","0","0","4500","OAK@MIA","OAK","MIA","","","",""
"21736-55694","WR","Michael","Michael Thomas","Thomas","0.45714286395481657","7","4500","LAR@NYG","LAR","NYG","","","",""
"21736-28055","WR","Amara","Amara Darboh","Darboh","1.6","5","4500","WAS@SEA","SEA","WAS","","","",""
"21736-43416","WR","Trent","Trent Taylor","Taylor","4.150000095367432","8","4500","ARI@SF","SF","ARI","","","",""
"21736-80289","WR","Kendrick","Kendrick Bourne","Bourne","0","2","4500","ARI@SF","SF","ARI","","","",""
"21736-28065","WR","Jehu","Jehu Chesson","Chesson","0","2","4500","KC@DAL","KC","DAL","","","",""
"21736-47523","WR","Tajae","Tajae Sharpe","Sharpe","5.300000190734863","16","4500","BAL@TEN","TEN","BAL","IR","Foot","",""
"21736-32185","RB","Zach","Zach Line","Line","0","2","4500","TB@NO","NO","TB","","","",""
"21736-26045","WR","Leonte","Leonte Carroo","Carroo","2.5999999046325684","4","4500","OAK@MIA","MIA","OAK","","","",""
"21736-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle","0","0","4500","WAS@SEA","WAS","SEA","","","",""
"21736-53697","WR","Kaelin","Kaelin Clay","Clay","0.6599999904632569","5","4500","ATL@CAR","CAR","ATL","","","",""
"21736-39373","WR","Jaelen","Jaelen Strong","Strong","3.3500000635782876","6","4500","CIN@JAC","JAC","CIN","","","",""
"21736-21972","WR","Brian","Brian Quick","Quick","1.600000023841858","1","4500","WAS@SEA","WAS","SEA","","","",""
"21736-54742","TE","Scott","Scott Simonson","Simonson","0","0","4500","ATL@CAR","CAR","ATL","IR","Back","",""
"21736-23003","TE","Phillip","Phillip Supernaw","Supernaw","3.133333206176758","3","4500","BAL@TEN","TEN","BAL","","","",""
"21736-6622","WR","Eric","Eric Weems","Weems","0.2","5","4500","BAL@TEN","TEN","BAL","","","",""
"21736-15838","TE","Erik","Erik Swoope","Swoope","4.8000000847710504","9","4500","IND@HOU","IND","HOU","IR","Knee","",""
"21736-14816","TE","Kyle","Kyle Nelson","Nelson","0","0","4500","ARI@SF","SF","ARI","","","",""
"21736-31207","TE","C.J.","C.J. Uzomah","Uzomah","1.8000000317891438","3","4500","CIN@JAC","CIN","JAC","","","",""
"21736-32234","RB","Malcolm","Malcolm Brown","Brown","3.5333334604899087","6","4500","LAR@NYG","LAR","NYG","","","",""
"21736-32235","WR","Marcus","Marcus Johnson","Johnson","0.800000011920929","4","4500","DEN@PHI","PHI","DEN","","","",""
"21736-60910","WR","Dede","Dede Westbrook","Westbrook","0","0","4500","CIN@JAC","JAC","CIN","IR","Abdomen","",""
"21736-28157","WR","Bennie","Bennie Fowler","Fowler","6.285714285714286","7","4500","DEN@PHI","DEN","PHI","","","",""
"21736-41469","TE","Darrell","Darrell Daniels","Daniels","1.024999976158142","4","4500","IND@HOU","IND","HOU","","","",""
"21736-29183","RB","D.J.","D.J. Foster","Foster","1.0333333015441895","3","4500","ARI@SF","ARI","SF","","","",""
"21736-32257","K","Nick","Nick Rose","Rose","7","2","4500","WAS@SEA","WAS","SEA","","","",""
"21736-39428","RB","Kyle","Kyle Juszczyk","Juszczyk","4.05999984741211","5","4500","ARI@SF","SF","ARI","","","",""
"21736-23046","RB","Jamize","Jamize Olawale","Olawale","2.5250000953674316","4","4500","OAK@MIA","OAK","MIA","Q","Hamstring","",""
"21736-6668","K","Adam","Adam Vinatieri","Vinatieri","9.142857142857142","7","4500","IND@HOU","IND","HOU","","","",""
"21736-80400","RB","Lenard","Lenard Tillery","Tillery","0","0","4500","LAR@NYG","LAR","NYG","IR","Undisclosed","",""
"21736-22048","RB","Robert","Robert Turbin","Turbin","3.566666603088379","6","4500","IND@HOU","IND","HOU","IR","Elbow","",""
"21736-30244","RB","Matt","Matt Jones","Jones","0.699999988079071","2","4500","IND@HOU","IND","HOU","Q","Ankle","",""
"21736-31269","RB","Corey","Corey Grant","Grant","3.220000076293945","5","4500","CIN@JAC","JAC","CIN","","","",""
"21736-7718","RB","Cedric","Cedric Peerman","Peerman","1.5","1","4500","CIN@JAC","CIN","JAC","IR","Shoulder","",""
"21736-33320","RB","Senorise","Senorise Perry","Perry","0","0","4500","OAK@MIA","MIA","OAK","","","",""
"21736-38441","RB","Justin","Justin Davis","Davis","0.10000000149011612","1","4500","LAR@NYG","LAR","NYG","","","",""
"21736-31280","K","Cody","Cody Parkey","Parkey","6","6","4500","OAK@MIA","MIA","OAK","","","",""
"21736-22065","TE","Rhett","Rhett Ellison","Ellison","2.8","5","4500","LAR@NYG","NYG","LAR","","","",""
"21736-28226","WR","Aaron","Aaron Burbridge","Burbridge","1.287500023841858","8","4500","ARI@SF","SF","ARI","IR","Hamstring","",""
"21736-39492","TE","Josh","Josh Hill","Hill","3.2000001271565757","3","4500","TB@NO","NO","TB","","","",""
"21736-32331","RB","Tra","Tra Carson","Carson","0","0","4500","CIN@JAC","CIN","JAC","IR","Undisclosed","",""
"21736-31308","WR","Quan","Quan Bray","Bray","0.675000011920929","8","4500","IND@HOU","IND","HOU","","","",""
"21736-22100","K","Randy","Randy Bullock","Bullock","6.666666666666667","6","4500","CIN@JAC","CIN","JAC","Q","Back","",""
"21736-6742","TE","Brent","Brent Celek","Celek","1.0600000381469727","5","4500","DEN@PHI","PHI","DEN","","","",""
"21736-18009","TE","Chris","Chris Manhertz","Manhertz","1.600000023841858","1","4500","ATL@CAR","CAR","ATL","","","",""
"21736-30297","TE","Trey","Trey Burton","Burton","2.9166666666666665","6","4500","DEN@PHI","PHI","DEN","","","",""
"21736-31321","RB","Jay","Jay Prosch","Prosch","2.299999952316284","1","4500","IND@HOU","HOU","IND","","","",""
"21736-29277","TE","Stephen","Stephen Anderson","Anderson","3.2833334604899087","6","4500","IND@HOU","HOU","IND","","","",""
"21736-22123","TE","James","James Hanna","Hanna","4.650000095367432","2","4500","KC@DAL","DAL","KC","","","",""
"21736-30326","RB","Keith","Keith Marshall","Marshall","0","0","4500","WAS@SEA","WAS","SEA","IR","Knee","",""
"21736-29304","RB","Daniel","Daniel Lasco II","Lasco II","1.7666667302449544","3","4500","TB@NO","NO","TB","","","",""
"21736-6778","TE","Anthony","Anthony Fasano","Fasano","4.033333460489909","3","4500","OAK@MIA","MIA","OAK","","","",""
"21736-38523","TE","Geoff","Geoff Swaim","Swaim","1.75","2","4500","KC@DAL","DAL","KC","","","",""
"21736-27273","RB","Andy","Andy Janovich","Janovich","0.7250000238418579","4","4500","DEN@PHI","DEN","PHI","","","",""
"21736-33418","TE","Alan","Alan Cross","Cross","1.0499999523162842","2","4500","TB@NO","TB","NO","","","",""
"21736-40586","WR","Fred","Fred Ross Jr.","Ross Jr.","0","0","4500","ATL@CAR","CAR","ATL","IR","Ankle","",""
"21736-28311","TE","MarQueis","MarQueis Gray","Gray","0","1","4500","OAK@MIA","MIA","OAK","","","",""
"21736-45723","TE","Crockett","Crockett Gillmore","Gillmore","3.4200000762939453","5","4500","BAL@TEN","BAL","TEN","IR","Knee","",""
"21736-80546","WR","Dan","Dan Arnold","Arnold","0","0","4500","TB@NO","NO","TB","IR","Undisclosed","",""
"21736-29357","RB","Kenjon","Kenjon Barner","Barner","1.3800000190734862","5","4500","DEN@PHI","PHI","DEN","","","",""
"21736-31406","RB","Alfred","Alfred Blue","Blue","1.649999976158142","2","4500","IND@HOU","HOU","IND","","","",""
"21736-62127","TE","Cole","Cole Hikutini","Hikutini","1.25","2","4500","ARI@SF","SF","ARI","","","",""
"21736-25267","WR","Mack","Mack Hollins","Hollins","6.599999904632568","4","4500","DEN@PHI","PHI","DEN","","","",""
"21736-22198","WR","Brittan","Brittan Golden","Golden","3.1666666666666665","3","4500","ARI@SF","ARI","SF","Q","Groin","",""
"21736-28346","TE","Maxx","Maxx Williams","Williams","1.4666666984558105","3","4500","BAL@TEN","BAL","TEN","","","",""
"21736-39615","TE","Brandon","Brandon Williams","Williams","2.339999961853027","5","4500","IND@HOU","IND","HOU","","","",""
"21736-52931","RB","Elijhaa","Elijhaa Penny","Penny","0.6000000238418579","2","4500","ARI@SF","ARI","SF","","","",""
"21736-70342","TE","Temarrick","Temarrick Hemingway","Hemingway","0","0","4500","LAR@NYG","LAR","NYG","IR","Lower leg","",""
"21736-30412","WR","Tavarres","Tavarres King","King","0.5","2","4500","LAR@NYG","NYG","LAR","","","",""
"21736-16078","TE","Ross","Ross Travis","Travis","0.8800000190734864","5","4500","KC@DAL","KC","DAL","","","",""
"21736-29390","TE","Evan","Evan Baylis","Baylis","0","0","4500","ATL@CAR","CAR","ATL","","","",""
"21736-33488","TE","Troy","Troy Niklas","Niklas","2.5200000762939454","5","4500","ARI@SF","ARI","SF","","","",""
"21736-40669","WR","Tyler","Tyler Boyd","Boyd","1.8250000476837158","4","4500","CIN@JAC","CIN","JAC","Q","Knee","",""
"21736-38624","RB","T.J.","T.J. Logan","Logan","0","0","4500","ARI@SF","ARI","SF","IR","Wrist","",""
"21736-70372","WR","Chester","Chester Rogers","Rogers","2.5","2","4500","IND@HOU","IND","HOU","","","",""
"21736-26343","WR","Corey","Corey Fuller","Fuller","0","0","4500","TB@NO","NO","TB","IR","Undisclosed","",""
"21736-38634","WR","Ryan","Ryan Switzer","Switzer","0.11428571598870414","7","4500","KC@DAL","DAL","KC","","","",""
"21736-33531","TE","Ben","Ben Koyack","Koyack","1.2666666507720947","3","4500","CIN@JAC","JAC","CIN","","","",""
"21736-6910","K","Robbie","Robbie Gould","Gould","9.25","8","4500","ARI@SF","SF","ARI","","","",""
"21736-47870","TE","Tyler","Tyler Higbee","Higbee","3.557142802647182","7","4500","LAR@NYG","LAR","NYG","","","",""
"21736-26384","RB","Trey","Trey Edmunds","Edmunds","0","2","4500","TB@NO","NO","TB","","","",""
"21736-15121","WR","Chris","Chris Matthews","Matthews","1.3333333333333333","3","4500","BAL@TEN","BAL","TEN","Q","Thigh","",""
"21736-22292","RB","Lance","Lance Dunbar","Dunbar","2.6636362942782315","11","4500","LAR@NYG","LAR","NYG","NA","Knee","",""
"21736-12055","TE","Logan","Logan Paulsen","Paulsen","0","1","4500","ARI@SF","SF","ARI","","","",""
"21736-70422","WR","Kalif","Kalif Raymond","Raymond","-1","2","4500","LAR@NYG","NYG","LAR","","","",""
"21736-31524","WR","Cody","Cody Core","Core","0","2","4500","CIN@JAC","CIN","JAC","","","",""
"21736-29477","TE","Connor","Connor Hamlett","Hamlett","8.199999809265137","1","4500","KC@DAL","DAL","KC","","","",""
"21736-32556","WR","Deante'","Deante' Gray","Gray","0","0","4500","IND@HOU","HOU","IND","IR","Knee - acl","",""
"21736-22317","WR","Brenton","Brenton Bersin","Bersin","1.350000023841858","2","4500","ATL@CAR","CAR","ATL","","","",""
"21736-10030","WR","Harry","Harry Douglas","Douglas","4.071428571428571","7","4500","BAL@TEN","TEN","BAL","IR","Knee","",""
"21736-28463","WR","Austin","Austin Carr","Carr","0","0","4500","TB@NO","NO","TB","","","",""
"21736-27441","RB","Damien","Damien Williams","Williams","2.0333333015441895","6","4500","OAK@MIA","MIA","OAK","","","",""
"21736-43826","WR","Tommylee","Tommylee Lewis","Lewis","2.116666634877523","6","4500","TB@NO","NO","TB","","","",""
"21736-41780","WR","Chris","Chris Thompson","Thompson","0.6000000238418579","4","4500","IND@HOU","HOU","IND","","","",""
"21736-40758","RB","Corey","Corey Clement","Clement","4.866666793823242","6","4500","DEN@PHI","PHI","DEN","","","",""
"21736-38722","TE","Cethan","Cethan Carter","Carter","0","1","4500","CIN@JAC","CIN","JAC","","","",""
"21736-70468","WR","Ed","Ed Eagan","Eagan","0","2","4500","LAR@NYG","NYG","LAR","","","",""
"21736-28487","TE","Jeff","Jeff Heuerman","Heuerman","3.875","4","4500","DEN@PHI","DEN","PHI","","","",""
"21736-38753","TE","Jake","Jake Butt","Butt","0","0","4500","DEN@PHI","DEN","PHI","O","Knee - acl","",""
"21736-70496","K","Aldrick","Aldrick Rosas","Rosas","5.142857142857143","7","4500","LAR@NYG","NYG","LAR","","","",""
"21736-29540","RB","Terron","Terron Ward","Ward","3.3400001525878906","5","4500","ATL@CAR","ATL","CAR","","","",""
"21736-53097","WR","Josh","Josh Reynolds","Reynolds","3.299999952316284","1","4500","LAR@NYG","LAR","NYG","","","",""
"21736-32632","WR","Bradley","Bradley Marquez","Marquez","0.7714285850524902","7","4500","LAR@NYG","LAR","NYG","IR","Knee","",""
"21736-28545","RB","Rod","Rod Smith","Smith","3.3999999364217124","3","4500","KC@DAL","DAL","KC","","","",""
"21736-27527","TE","Blake","Blake Jarwin","Jarwin","0","0","4500","KC@DAL","DAL","KC","","","",""
"21736-19342","TE","Demetrius","Demetrius Harris","Harris","2.449999968210856","6","4500","KC@DAL","KC","DAL","Q","Shoulder","",""
"21736-40857","RB","Peyton","Peyton Barber","Barber","2.450000047683716","2","4500","TB@NO","TB","NO","","","",""
"21736-28570","TE","Nick","Nick Vannett","Vannett","1.4500000476837158","4","4500","WAS@SEA","SEA","WAS","","","",""
"21736-25513","WR","Darius","Darius Jennings","Jennings","0","0","4500","BAL@TEN","TEN","BAL","","","",""
"21736-22447","WR","Griff","Griff Whalen","Whalen","2.1500000953674316","2","4500","BAL@TEN","BAL","TEN","","","",""
"21736-29624","RB","Tre","Tre Madden","Madden","3.75","2","4500","WAS@SEA","SEA","WAS","","","",""
"21736-56248","WR","Noah","Noah Brown","Brown","1.7999999523162842","1","4500","KC@DAL","DAL","KC","Q","Thigh","",""
"21736-43961","RB","Tyler","Tyler Ervin","Ervin","2.25","4","4500","IND@HOU","HOU","IND","IR","Knee","",""
"21736-30652","WR","Tanner","Tanner McEvoy","McEvoy","1.2000000476837158","4","4500","WAS@SEA","SEA","WAS","Q","Hamstring","",""
"21736-30654","TE","Jerell","Jerell Adams","Adams","2.3333333333333335","3","4500","LAR@NYG","NYG","LAR","","","",""
"21736-32703","WR","Jakeem","Jakeem Grant","Grant","0.42857142857142855","7","4500","OAK@MIA","MIA","OAK","","","",""
"21736-41922","WR","Johnny","Johnny Holton","Holton","12.899999618530273","1","4500","OAK@MIA","OAK","MIA","","","",""
"21736-43970","RB","Shane","Shane Smith","Smith","0","0","4500","LAR@NYG","NYG","LAR","","","",""
"21736-43973","RB","Keith","Keith Smith","Smith","2","1","4500","KC@DAL","DAL","KC","","","",""
"21736-57299","TE","Gerald","Gerald Everett","Everett","4.979999923706055","5","4500","LAR@NYG","LAR","NYG","","","",""
"21736-30678","WR","Damiere","Damiere Byrd","Byrd","0.30000001192092896","4","4500","ATL@CAR","CAR","ATL","IR","Forearm","",""
"21736-25561","WR","Michael","Michael Campanaro","Campanaro","3.4857142312186107","7","4500","BAL@TEN","BAL","TEN","Q","Shoulder","",""
"21736-14304","TE","Luke","Luke Stocker","Stocker","1","1","4500","TB@NO","TB","NO","","","",""
"21736-41954","WR","Victor","Victor Bolden Jr.","Bolden Jr.","0","4","4500","ARI@SF","SF","ARI","","","",""
"21736-40932","WR","Pharoh","Pharoh Cooper","Cooper","1.1571429116385323","7","4500","LAR@NYG","LAR","NYG","","","",""
"21736-41964","TE","Vince","Vince Mayle","Mayle","2.066666603088379","3","4500","BAL@TEN","BAL","TEN","Q","Concussion","",""
"21736-48116","TE","Jonnu","Jonnu Smith","Smith","4.700000127156575","6","4500","BAL@TEN","TEN","BAL","","","",""
"21736-14327","RB","Anthony","Anthony Sherman","Sherman","0.5333333412806193","3","4500","KC@DAL","KC","DAL","","","",""
"21736-39930","WR","Reggie","Reggie Davis","Davis","0","0","4500","ATL@CAR","ATL","CAR","","","",""
"21736-12525","D","Atlanta","Atlanta Falcons","Falcons","5.142857142857143","7","4400","ATL@CAR","ATL","CAR","","","",""
"21736-12536","D","Kansas City","Kansas City Chiefs","Chiefs","8.75","8","4400","KC@DAL","KC","DAL","","","",""
"21736-12549","D","San Francisco","San Francisco 49ers","49ers","4","8","4400","ARI@SF","SF","ARI","","","",""
"21736-12530","D","Dallas","Dallas Cowboys","Cowboys","8.142857142857142","7","4300","KC@DAL","DAL","KC","","","",""
"21736-12539","D","Miami","Miami Dolphins","Dolphins","5.857142857142857","7","4200","OAK@MIA","MIA","OAK","","","",""
"21736-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","5.571428571428571","7","4200","TB@NO","TB","NO","","","",""
"21736-12543","D","New York","New York Giants","Giants","6.142857142857143","7","4100","LAR@NYG","NYG","LAR","","","",""
"21736-12552","D","Washington","Washington Redskins","Redskins","7.142857142857143","7","4100","WAS@SEA","WAS","SEA","","","",""
"21736-12535","D","Indianapolis","Indianapolis Colts","Colts","5.625","8","4000","IND@HOU","IND","HOU","","","",""
