Id,Position,Firstname,Nickname,Lastname,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
21734-28573,WR,,Michael Thomas,,11.57142857,7,7600,TB@NO,NO,TB,,
21734-29915,QB,,Brett Hundley,,6.819999695,3,6300,DET@GB,GB,DET,,
21734-22037,RB,,Lamar Miller,,13.57142857,7,7500,IND@HOU,HOU,IND,,
21734-6803,QB,,Josh McCown,,16.03750038,8,7100,BUF@NYJ,NYJ,BUF,,
21734-34308,QB,,Blake Bortles,,13.80285754,7,7200,CIN@JAC,JAC,CIN,,
21734-32384,WR,,Mike Evans,,13.62857165,7,8500,TB@NO,TB,NO,,
21734-6898,QB,,Jay Cutler,,10.80000051,6,6700,OAK@MIA,MIA,OAK,Q,Ribs
21734-27986,QB,,C.J. Beathard,,13.75999959,3,6200,ARI@SF,SF,ARI,,
21734-6826,QB,,Eli Manning,,14.72857121,7,6500,LAR@NYG,NYG,LAR,,
21734-33076,TE,,Travis Kelce,,12.78750038,8,7000,KC@DAL,KC,DAL,,
21734-11435,WR,,Dez Bryant,,10.94285692,7,7700,KC@DAL,DAL,KC,,
21734-14187,WR,,A.J. Green,,14.02857099,7,8200,CIN@JAC,CIN,JAC,,
21734-14225,QB,,Andy Dalton,,14.50285666,7,7300,CIN@JAC,CIN,JAC,,
21734-42104,RB,,Alvin Kamara,,11.92857143,7,6600,TB@NO,NO,TB,,
21734-14190,WR,,Julio Jones,,11.21428571,7,7900,ATL@CAR,ATL,CAR,,
21734-21994,QB,,Brock Osweiler,,0.620000005,1,6000,DEN@PHI,DEN,PHI,,
21734-6714,QB,,Joe Flacco,,8.774999619,8,6800,BAL@TEN,BAL,TEN,Q,Concussion
21734-29780,TE,,Zach Ertz,,13.53750038,8,7600,DEN@PHI,PHI,DEN,,
21734-41872,TE,,Evan Engram,,9.599999564,7,6300,LAR@NYG,NYG,LAR,,
21734-31394,WR,,Jarvis Landry,,11.72857121,7,7000,OAK@MIA,MIA,OAK,,
21734-42028,WR,,Will Fuller,,19.32500076,4,7800,IND@HOU,HOU,IND,,
21734-53681,WR,,Tyreek Hill,,12.4375,8,7700,KC@DAL,KC,DAL,,
21734-40442,RB,,Aaron Jones,,14.19999981,4,6900,DET@GB,GB,DET,,
21734-21970,RB,,Doug Martin,,11.64999962,4,6700,TB@NO,TB,NO,,
21734-6703,RB,,Adrian Peterson,,6.450000127,6,6800,ARI@SF,ARI,SF,,
21734-55050,RB,,Christian McCaffrey,,10.5,8,6100,ATL@CAR,CAR,ATL,,
21734-28473,RB,,Carlos Hyde,,12.89999962,8,6500,ARI@SF,SF,ARI,,
21734-9392,WR,,Michael Crabtree,,13.37142835,7,7100,OAK@MIA,OAK,MIA,,
21734-14626,WR,,Doug Baldwin,,11.09999956,7,7900,WAS@SEA,SEA,WAS,,
21734-24920,RB,,Devonta Freeman,,13.71428571,7,7100,ATL@CAR,ATL,CAR,Q,Shoulder
21734-6883,WR,,Larry Fitzgerald,,12.55714308,7,7000,ARI@SF,ARI,SF,,
21734-31001,WR,,Amari Cooper,,9.475000381,8,6900,OAK@MIA,OAK,MIA,,
21734-14254,RB,,DeMarco Murray,,9.428571429,7,6400,BAL@TEN,TEN,BAL,Q,Shoulder
21734-11485,WR,,Golden Tate,,11.04285758,7,7300,DET@GB,DET,GB,,
21734-52442,RB,,Joe Mixon,,8.100000109,7,6300,CIN@JAC,CIN,JAC,,
21734-24891,RB,,Chris Thompson,,15.54285758,7,6700,WAS@SEA,WAS,SEA,,
21734-27477,WR,,Sterling Shepard,,8.919999695,5,5900,LAR@NYG,NYG,LAR,Q,Ankle
21734-22031,WR,,T.Y. Hilton,,8.899999619,8,6600,IND@HOU,IND,HOU,,
21734-6774,WR,,Pierre Garcon,,8.75,8,6600,ARI@SF,SF,ARI,Q,Neck
21734-11432,WR,,Demaryius Thomas,,8.714285714,7,6700,DEN@PHI,DEN,PHI,,
21734-6893,WR,,Jordy Nelson,,13.21666718,6,6900,DET@GB,GB,DET,,
21734-29645,RB,,Javorius Allen,,9.762499809,8,5700,BAL@TEN,BAL,TEN,,
21734-28080,WR,,Devin Funchess,,8.774999619,8,6100,ATL@CAR,CAR,ATL,,
21734-54782,TE,,Cameron Brate,,11.42857143,7,6100,TB@NO,TB,NO,,
21734-6863,TE,,Delanie Walker,,7.457142966,7,5600,BAL@TEN,TEN,BAL,Q,Ankle
21734-39859,TE,,Jack Doyle,,9.542857579,7,5700,IND@HOU,IND,HOU,,
21734-11512,TE,,Jimmy Graham,,9.271428789,7,6200,WAS@SEA,SEA,WAS,,
21734-33260,WR,,DeVante Parker,,9.774999619,4,6100,OAK@MIA,MIA,OAK,Q,Ankle
21734-16923,TE,,Austin Seferian-Jenkins,,8.599999746,6,6000,BUF@NYJ,NYJ,BUF,,
21734-22103,WR,,Marvin Jones,,10.25714329,7,6000,DET@GB,DET,GB,,
21734-27229,RB,,Ameer Abdullah,,8.185714177,7,6200,DET@GB,DET,GB,,
21734-14320,RB,,Bilal Powell,,9.514285496,7,6200,BUF@NYJ,NYJ,BUF,,
21734-12554,D,,Jacksonville Jaguars,,15.42857143,7,5300,CIN@JAC,JAC,CIN,,
21734-40843,RB,,Alex Collins,,6.82857132,7,5900,BAL@TEN,BAL,TEN,,
21734-6641,TE,,Jason Witten,,9.200000218,7,5900,KC@DAL,DAL,KC,,
21734-22113,RB,,Alfred Morris,,2.379999924,5,5600,KC@DAL,DAL,KC,,
21734-26251,WR,,Robby Anderson,,9.387499809,8,6400,BUF@NYJ,NYJ,BUF,,
21734-6739,WR,,DeSean Jackson,,9.171428135,7,6200,TB@NO,TB,NO,,
21734-22163,WR,,Rishard Matthews,,8.357142857,7,5500,BAL@TEN,TEN,BAL,,
21734-27776,RB,,Tevin Coleman,,9.785714286,7,5700,ATL@CAR,ATL,CAR,,
21734-29932,K,,Ka'imi Fairbairn,,8.428571429,7,5000,IND@HOU,HOU,IND,,
21734-24929,WR,,Kelvin Benjamin,,9.4375,8,6800,BUF@NYJ,BUF,NYJ,,
21734-21980,WR,,Alshon Jeffery,,9.699999809,8,6700,DEN@PHI,PHI,DEN,,
21734-45889,WR,,Davante Adams,,11.44285692,7,6500,DET@GB,GB,DET,,
21734-6733,RB,,Jonathan Stewart,,6.287499905,8,5300,ATL@CAR,CAR,ATL,,
21734-29249,RB,,C.J. Anderson,,10.57142857,7,6500,DEN@PHI,DEN,PHI,,
21734-79970,WR,,Cooper Kupp,,8.728571211,7,6000,LAR@NYG,LAR,NYG,,
21734-39280,RB,,Derrick Henry,,7.228571211,7,5200,BAL@TEN,TEN,BAL,,
21734-6899,RB,,Matt Forte,,8.200000127,6,5200,BUF@NYJ,NYJ,BUF,Q,Knee
21734-24755,WR,,Jamison Crowder,,5.685714177,7,5600,WAS@SEA,WAS,SEA,,
21734-22018,WR,,Mohamed Sanu,,9.433333079,6,5800,ATL@CAR,ATL,CAR,,
21734-7283,WR,,Jeremy Maclin,,8.116666794,6,6300,BAL@TEN,BAL,TEN,,
21734-12556,D,,Houston Texans,,8,7,5200,IND@HOU,HOU,IND,,
21734-29593,WR,,Marqise Lee,,7.142857143,7,5700,CIN@JAC,JAC,CIN,Q,Knee
21734-6870,TE,,Vernon Davis,,6.242857252,7,5400,WAS@SEA,WAS,SEA,,
21734-27050,WR,,Tyler Lockett,,7.414285932,7,5500,WAS@SEA,SEA,WAS,,
21734-48380,K,,Wil Lutz,,10.71428571,7,5100,TB@NO,NO,TB,,
21734-6627,WR,,Ted Ginn,,9.900000436,7,5700,TB@NO,NO,TB,,
21734-46882,RB,,Jay Ajayi,,8.314285823,7,6800,DEN@PHI,PHI,DEN,,
21734-12545,D,,Philadelphia Eagles,,9.75,8,5200,DEN@PHI,PHI,DEN,,
21734-29685,WR,,Robert Woods,,7.257142748,7,5700,LAR@NYG,LAR,NYG,,
21734-22219,WR,,Jermaine Kearse,,9.087499619,8,6100,BUF@NYJ,NYJ,BUF,,
21734-26610,WR,,Paul Richardson,,11.20000022,7,5800,WAS@SEA,SEA,WAS,,
21734-6840,RB,,Frank Gore,,8.912500381,8,5300,IND@HOU,IND,HOU,,
21734-22110,K,,Blair Walsh,,8.142857143,7,4700,WAS@SEA,SEA,WAS,,
21734-27457,WR,,Kenny Stills,,9.685714722,7,5500,OAK@MIA,MIA,OAK,,
21734-7761,TE,,Jared Cook,,7.099999905,8,5500,OAK@MIA,OAK,MIA,,
21734-27441,RB,,Damien Williams,,2.033333302,6,4500,OAK@MIA,MIA,OAK,,
21734-25760,WR,,Allen Hurns,,8.5,7,5500,CIN@JAC,JAC,CIN,,
21734-41235,K,,Jake Elliott,,12,7,5000,DEN@PHI,PHI,DEN,,
21734-41642,K,,Harrison Butker,,15.2,5,5200,KC@DAL,KC,DAL,,
21734-12538,D,,Los Angeles Rams,,12.28571429,7,4800,LAR@NYG,LAR,NYG,,
21734-54606,WR,,John Brown,,7.380000305,5,5700,ARI@SF,ARI,SF,,
21734-6636,K,,Mike Nugent,,16,1,4600,KC@DAL,DAL,KC,,
21734-12526,D,,Buffalo Bills,,10.14285714,7,4700,BUF@NYJ,BUF,NYJ,,
21734-39793,TE,,George Kittle,,5.375,8,5000,ARI@SF,SF,ARI,,
21734-33691,RB,,Orleans Darkwa,,6.933333079,6,5400,LAR@NYG,NYG,LAR,,
21734-57909,RB,,Marlon Mack,,8.71666654,6,5700,IND@HOU,IND,HOU,,
21734-26038,TE,,Tyler Kroft,,8.383333206,6,5500,CIN@JAC,CIN,JAC,,
21734-33465,RB,,Theo Riddick,,6.414285932,7,5200,DET@GB,DET,GB,,
21734-12550,D,,Seattle Seahawks,,10,7,5000,WAS@SEA,SEA,WAS,,
21734-29683,WR,,Nelson Agholor,,10.33749962,8,6300,DEN@PHI,PHI,DEN,,
21734-24641,WR,,Sammy Watkins,,6.771428789,7,6000,LAR@NYG,LAR,NYG,,
21734-6767,K,,Ryan Succop,,12.28571429,7,4900,BAL@TEN,TEN,BAL,,
21734-30968,RB,,Eddie Lacy,,2.720000076,5,5300,WAS@SEA,SEA,WAS,,
21734-11488,TE,,Ed Dickson,,5.737500191,8,4900,ATL@CAR,CAR,ATL,,
21734-14257,WR,,Randall Cobb,,7.849999746,6,5400,DET@GB,GB,DET,,
21734-6724,K,,Stephen Hauschka,,10.85714286,7,4800,BUF@NYJ,BUF,NYJ,,
21734-22109,K,,Greg Zuerlein,,13.85714286,7,5300,LAR@NYG,LAR,NYG,,
21734-6782,K,,Matt Prater,,10.42857143,7,4900,DET@GB,DET,GB,,
21734-39818,RB,,Wayne Gallman,,7.699999809,4,5500,LAR@NYG,NYG,LAR,,
21734-32429,K,,Josh Lambo,,10,1,4700,CIN@JAC,JAC,CIN,,
21734-7870,TE,,Benjamin Watson,,6.1875,8,4700,BAL@TEN,BAL,TEN,,
21734-29734,RB,,Ty Montgomery,,10.11666679,6,5700,DET@GB,GB,DET,,
21734-10744,K,,Graham Gano,,8.5,8,4800,ATL@CAR,CAR,ATL,,
21734-22765,K,,Giorgio Tavecchio,,6.875,8,4700,OAK@MIA,OAK,MIA,,
21734-32243,WR,,Marquise Goodwin,,5.6875,8,4800,ARI@SF,SF,ARI,,
21734-12534,D,,Tennessee Titans,,5.285714286,7,5100,BAL@TEN,TEN,BAL,,
21734-53303,RB,,Matt Breida,,4.949999809,8,5300,ARI@SF,SF,ARI,,
21734-11779,RB,,LeGarrette Blount,,8.899999619,8,5900,DEN@PHI,PHI,DEN,,
21734-12553,D,,Carolina Panthers,,8.5,8,4500,ATL@CAR,CAR,ATL,,
21734-12532,D,,Detroit Lions,,11.85714286,7,4500,DET@GB,DET,GB,,
21734-34154,WR,,J.J. Nelson,,7.728571211,7,4900,ARI@SF,ARI,SF,,
21734-12542,D,,New Orleans Saints,,10.42857143,7,4500,TB@NO,NO,TB,,
21734-12546,D,,Arizona Cardinals,,4.857142857,7,4900,ARI@SF,ARI,SF,,
21734-6702,K,,Phil Dawson,,6.428571429,7,4700,ARI@SF,ARI,SF,,
21734-10647,K,,Matt Bryant,,9.571428571,7,5000,ATL@CAR,ATL,CAR,,
21734-23045,K,,Justin Tucker,,8.875,8,4900,BAL@TEN,BAL,TEN,,
21734-24671,WR,,Adam Humphries,,6.028571538,7,4900,TB@NO,TB,NO,,
21734-52130,K,,Patrick Murray,,5.333333333,3,4700,TB@NO,TB,NO,,
21734-12549,D,,San Francisco 49ers,,4,8,4400,ARI@SF,SF,ARI,,
21734-24569,K,,Chandler Catanzaro,,8.375,8,4700,BUF@NYJ,NYJ,BUF,,
21734-30989,RB,,Kenyan Drake,,0.671428544,7,4500,OAK@MIA,MIA,OAK,,
21734-6448,TE,,Martellus Bennett,,5.042857034,7,5000,DET@GB,GB,DET,,
21734-40126,TE,,Austin Hooper,,7.5,7,4700,ATL@CAR,ATL,CAR,,
21734-31280,K,,Cody Parkey,,6,6,4500,OAK@MIA,MIA,OAK,,
21734-30837,WR,,Jordan Matthews,,5.46666654,6,5900,BUF@NYJ,BUF,NYJ,,
21734-33766,RB,,Rob Kelley,,5,5,5800,WAS@SEA,WAS,SEA,,
21734-7806,RB,,Darren McFadden,,3.96666654,3,5600,KC@DAL,DAL,KC,,
21734-6897,K,,Mason Crosby,,5.714285714,7,4700,DET@GB,GB,DET,,
21734-11501,WR,,Eric Decker,,4.871428353,7,4700,BAL@TEN,TEN,BAL,,
21734-32564,WR,,Josh Doctson,,5.833333333,6,5300,WAS@SEA,WAS,SEA,,
21734-26094,WR,,Brandon Coleman,,7,7,5400,TB@NO,NO,TB,,
21734-6910,K,,Robbie Gould,,9.25,8,4500,ARI@SF,SF,ARI,,
21734-12533,D,,Green Bay Packers,,7.142857143,7,4300,DET@GB,GB,DET,,
21734-12531,D,,Denver Broncos,,6.571428571,7,4500,DEN@PHI,DEN,PHI,,
21734-22288,WR,,Cole Beasley,,5.014285496,7,4800,KC@DAL,DAL,KC,Q,Concussion
21734-12530,D,,Dallas Cowboys,,8.142857143,7,4300,KC@DAL,DAL,KC,,
21734-70496,K,,Aldrick Rosas,,5.142857143,7,4500,LAR@NYG,NYG,LAR,,
21734-31561,WR,,Donte Moncrief,,5.262499809,8,4900,IND@HOU,IND,HOU,,
21734-12555,D,,Baltimore Ravens,,13,8,4700,BAL@TEN,BAL,TEN,,
21734-53532,WR,,Roger Lewis,,3.98333327,6,5300,LAR@NYG,NYG,LAR,,
21734-12528,D,,Cincinnati Bengals,,7.857142857,7,4600,CIN@JAC,CIN,JAC,,
21734-31836,WR,,Terrance Williams,,4.585714068,7,4600,KC@DAL,DAL,KC,,
21734-32257,K,,Nick Rose,,7,2,4500,WAS@SEA,WAS,SEA,,
21734-12525,D,,Atlanta Falcons,,5.142857143,7,4400,ATL@CAR,ATL,CAR,,
21734-28095,RB,,Thomas Rawls,,2.125,4,5300,WAS@SEA,SEA,WAS,,
21734-12552,D,,Washington Redskins,,7.142857143,7,4100,WAS@SEA,WAS,SEA,,
21734-6668,K,,Adam Vinatieri,,9.142857143,7,4500,IND@HOU,IND,HOU,,
21734-25272,TE,,Eric Ebron,,4.214285714,7,5200,DET@GB,DET,GB,,
21734-12543,D,,New York Giants,,6.142857143,7,4100,LAR@NYG,NYG,LAR,,
21734-22100,K,,Randy Bullock,,6.666666667,6,4500,CIN@JAC,CIN,JAC,,
21734-39305,TE,,A.J. Derby,,5.657142639,7,4500,DEN@PHI,DEN,PHI,,
21734-12537,D,,Oakland Raiders,,3,8,4600,OAK@MIA,OAK,MIA,,
21734-26247,K,,Brandon McManus,,7.333333333,6,4700,DEN@PHI,DEN,PHI,,
21734-48344,WR,,Albert Wilson,,6.17142868,7,5400,KC@DAL,KC,DAL,Q,Hamstring
21734-14317,TE,,Julius Thomas,,3.614285605,7,4800,OAK@MIA,MIA,OAK,,
21734-11864,RB,,Chris Ivory,,7.600000109,7,5200,CIN@JAC,JAC,CIN,,
21734-24589,WR,,Jaron Brown,,6.728571211,7,5200,ARI@SF,ARI,SF,,
21734-34073,TE,,Ryan Griffin,,5.049999873,6,5200,IND@HOU,HOU,IND,,
21734-33552,WR,,T.J. Jones,,6.099999746,6,5300,DET@GB,DET,GB,,
21734-31329,WR,,Russell Shepard,,3.099999905,8,4800,ATL@CAR,CAR,ATL,,
21734-6672,TE,,Marcedes Lewis,,5.428571429,7,4700,CIN@JAC,JAC,CIN,,
21734-6728,RB,,Jamaal Charles,,4.971428462,7,5100,DEN@PHI,DEN,PHI,,
21734-12544,D,,New York Jets,,5.125,8,4500,BUF@NYJ,NYJ,BUF,,
21734-28157,WR,,Bennie Fowler,,6.285714286,7,4500,DEN@PHI,DEN,PHI,,
21734-32613,RB,,DeAndre Washington,,6.071428571,7,5400,OAK@MIA,OAK,MIA,,
21734-45439,WR,,Corey Davis,,5.400000095,2,5500,BAL@TEN,TEN,BAL,Q,Hamstring
21734-12539,D,,Miami Dolphins,,5.857142857,7,4200,OAK@MIA,MIA,OAK,,
21734-12536,D,,Kansas City Chiefs,,8.75,8,4400,KC@DAL,KC,DAL,,
21734-11431,TE,,Jermaine Gresham,,3.583333333,6,4500,ARI@SF,ARI,SF,,
21734-14245,RB,,Shane Vereen,,4.557142803,7,5000,LAR@NYG,NYG,LAR,,
21734-11495,WR,,Brandon LaFell,,5.071428571,7,4900,CIN@JAC,CIN,JAC,,
21734-33578,RB,,Jalen Richard,,6.150000095,8,5100,OAK@MIA,OAK,MIA,,
21734-54753,WR,,Taylor Gabriel,,4.799999782,7,5300,ATL@CAR,ATL,CAR,,
21734-43416,WR,,Trent Taylor,,4.150000095,8,4500,ARI@SF,SF,ARI,,
21734-47870,TE,,Tyler Higbee,,3.557142803,7,4500,LAR@NYG,LAR,NYG,,
21734-25290,RB,,Giovani Bernard,,6.314285823,7,4800,CIN@JAC,CIN,JAC,,
21734-38264,WR,,Demarcus Robinson,,3.3,5,4500,KC@DAL,KC,DAL,,
21734-38301,TE,,Darren Fells,,5.799999873,6,4800,DET@GB,DET,GB,,
21734-41305,WR,,Zay Jones,,2.357142857,7,4500,BUF@NYJ,BUF,NYJ,,
21734-15212,WR,,Terrelle Pryor,,5.32857132,7,5300,WAS@SEA,WAS,SEA,,
21734-55830,RB,,DOnta Foreman,,4.5,6,5000,IND@HOU,HOU,IND,,
21734-39286,TE,,O.J. Howard,,6.657142639,7,5300,TB@NO,TB,NO,,
21734-54741,WR,,Seth Roberts,,4.100000109,7,4800,OAK@MIA,OAK,MIA,Q,Illness
21734-24817,TE,,Nick O'Leary,,4.4,5,4900,BUF@NYJ,BUF,NYJ,,
21734-21971,TE,,Coby Fleener,,4.857142857,7,4800,TB@NO,NO,TB,,
21734-30709,WR,,Bruce Ellington,,5,6,4600,IND@HOU,HOU,IND,,
21734-12535,D,,Indianapolis Colts,,5.625,8,4000,IND@HOU,IND,HOU,,
21734-39580,RB,,Devontae Booker,,7.150000095,4,4900,DEN@PHI,DEN,PHI,,
21734-14288,WR,,Torrey Smith,,4.212500095,8,5000,DEN@PHI,PHI,DEN,,
21734-43334,RB,,J.D. McKissic,,7.525000095,4,4500,WAS@SEA,SEA,WAS,,
21734-22959,WR,,Deonte Thompson,,5.385714395,7,4900,BUF@NYJ,BUF,NYJ,,
21734-62510,TE,,Nick Boyle,,3.099999905,8,4500,BAL@TEN,BAL,TEN,,
21734-14905,WR,,Kamar Aiken,,2.512500048,8,4600,IND@HOU,IND,HOU,,
21734-52613,WR,,Curtis Samuel,,2.199999968,6,4700,ATL@CAR,CAR,ATL,,
21734-14761,WR,,Andre Holmes,,4.742857252,7,4500,BUF@NYJ,BUF,NYJ,,
21734-12551,D,,Tampa Bay Buccaneers,,5.571428571,7,4200,TB@NO,TB,NO,,
21734-26458,WR,,Tavon Austin,,2.91428566,7,4800,LAR@NYG,LAR,NYG,,
21734-39492,TE,,Josh Hill,,3.200000127,3,4500,TB@NO,NO,TB,,
21734-39445,WR,,Brice Butler,,6.116666794,6,5000,KC@DAL,DAL,KC,,
21734-30733,WR,,Cordarrelle Patterson,,4.787499905,8,4700,OAK@MIA,OAK,MIA,,
21734-44449,WR,,Willie Snead,,1.600000024,1,5300,TB@NO,NO,TB,,
21734-29351,WR,,De'Anthony Thomas,,3.485714231,7,4600,KC@DAL,KC,DAL,,
21734-14372,WR,,Aldrick Robinson,,3.971428462,7,4800,ARI@SF,SF,ARI,,
21734-31397,RB,,Jeremy Hill,,2.171428544,7,4800,CIN@JAC,CIN,JAC,,
21734-47780,WR,,Taywan Taylor,,4.485714231,7,4600,BAL@TEN,TEN,BAL,,
21734-54687,RB,,Charcandrick West,,5.650000254,6,4900,KC@DAL,KC,DAL,,
21734-57299,TE,,Gerald Everett,,4.979999924,5,4500,LAR@NYG,LAR,NYG,,
21734-39455,RB,,Kerwynn Williams,,2.357142857,7,4700,ARI@SF,ARI,SF,,
21734-48116,TE,,Jonnu Smith,,4.700000127,6,4500,BAL@TEN,TEN,BAL,,
21734-14336,RB,,Jacquizz Rodgers,,4.41428566,7,4500,TB@NO,TB,NO,,
21734-33047,WR,,Chris Moore,,5.5,4,4500,BAL@TEN,BAL,TEN,,
21734-7975,RB,,Mike Tolbert,,4.342857088,7,4600,BUF@NYJ,BUF,NYJ,,
21734-19342,TE,,Demetrius Harris,,2.449999968,6,4500,KC@DAL,KC,DAL,,
21734-44103,RB,,Elijah McGuire,,4.67142868,7,4900,BUF@NYJ,NYJ,BUF,,
21734-14394,TE,,Virgil Green,,3.75,6,4500,DEN@PHI,DEN,PHI,,
21734-28525,WR,,Braxton Miller,,2.625,4,4600,IND@HOU,HOU,IND,,
21734-33137,WR,,Justin Hardy,,4.650000095,4,4500,ATL@CAR,ATL,CAR,,
21734-31406,RB,,Alfred Blue,,1.649999976,2,4500,IND@HOU,HOU,IND,,
21734-28907,WR,,Alex Erickson,,1.657142912,7,4500,CIN@JAC,CIN,JAC,,
21734-55635,WR,,Chris Godwin,,1.816666603,6,4500,TB@NO,TB,NO,,
21734-34729,RB,,Dwayne Washington,,1.73333327,3,4500,DET@GB,DET,GB,Q,Concussion
21734-14240,TE,,Lance Kendricks,,4.599999905,4,4500,DET@GB,GB,DET,,
21734-31061,RB,,T.J. Yeldon,,20.70000076,1,4800,CIN@JAC,JAC,CIN,,
21734-32234,RB,,Malcolm Brown,,3.53333346,6,4500,LAR@NYG,LAR,NYG,,
21734-41475,WR,,John Ross,,-0.400000006,2,4800,CIN@JAC,CIN,JAC,,
21734-30412,WR,,Tavarres King,,0.5,2,4500,LAR@NYG,NYG,LAR,,
21734-43826,WR,,Tommylee Lewis,,2.116666635,6,4500,TB@NO,NO,TB,,
21734-22754,TE,,Garrett Celek,,2.51666673,6,4500,ARI@SF,SF,ARI,,
21734-52451,RB,,Samaje Perine,,6.525000095,4,5200,WAS@SEA,WAS,SEA,,
21734-26045,WR,,Leonte Carroo,,2.599999905,4,4500,OAK@MIA,MIA,OAK,,
21734-38269,RB,,Cameron Artis-Payne,,1.5,1,4700,ATL@CAR,CAR,ATL,,
