"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"21853-10744","K","Graham","Graham Gano","Gano","8.555555555555555","9","5000","MIA@CAR","CAR","MIA","","","",""
"21853-27338","RB","Rex","Rex Burkhead","Burkhead","7.800000190734863","4","4900","NE@DEN","NE","DEN","","","",""
"21853-11488","TE","Ed","Ed Dickson","Dickson","5.100000169542101","9","4900","MIA@CAR","CAR","MIA","","","",""
"21853-28157","WR","Bennie","Bennie Fowler","Fowler","5.5","8","4900","NE@DEN","DEN","NE","","","",""
"21853-28930","RB","James","James White","White","9.5","8","4800","NE@DEN","NE","DEN","","","",""
"21853-26247","K","Brandon","Brandon McManus","McManus","8.428571428571429","7","4800","NE@DEN","DEN","NE","","","",""
"21853-7856","WR","Matthew","Matthew Slater","Slater","-0.375","4","4800","NE@DEN","NE","DEN","","","",""
"21853-38269","RB","Cameron","Cameron Artis-Payne","Artis-Payne","0.8999999761581421","2","4700","MIA@CAR","CAR","MIA","","","",""
"21853-6778","TE","Anthony","Anthony Fasano","Fasano","3.5","4","4600","MIA@CAR","MIA","CAR","","","",""
"21853-43397","WR","Carlos","Carlos Henderson","Henderson","0","0","4500","NE@DEN","DEN","NE","IR","Thumb","",""
"21853-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","0.11428571598870414","7","4500","NE@DEN","DEN","NE","","","",""
"21853-27273","RB","Andy","Andy Janovich","Janovich","0.7250000238418579","4","4500","NE@DEN","DEN","NE","","","",""
"21853-39305","TE","A.J.","A.J. Derby","Derby","5.150000095367432","8","4500","NE@DEN","DEN","NE","","","",""
"21853-40586","WR","Fred","Fred Ross Jr.","Ross Jr.","0","0","4500","MIA@CAR","CAR","MIA","IR","Ankle","",""
"21853-24847","TE","Will","Will Tye","Tye","2.9000000953674316","2","4500","NE@DEN","NE","DEN","","","",""
"21853-28311","TE","MarQueis","MarQueis Gray","Gray","0.15000000596046448","2","4500","MIA@CAR","MIA","CAR","","","",""
"21853-55577","WR","Hunter","Hunter Sharp","Sharp","0","1","4500","NE@DEN","DEN","NE","","","",""
"21853-56356","WR","Isaiah","Isaiah Ford","Ford","0","0","4500","MIA@CAR","MIA","CAR","IR","Knee - meniscus","",""
"21853-33320","RB","Senorise","Senorise Perry","Perry","0","0","4500","MIA@CAR","MIA","CAR","","","",""
"21853-22317","WR","Brenton","Brenton Bersin","Bersin","1.350000023841858","2","4500","MIA@CAR","CAR","MIA","","","",""
"21853-31280","K","Cody","Cody Parkey","Parkey","5.857142857142857","7","4500","MIA@CAR","MIA","CAR","","","",""
"21853-14394","TE","Virgil","Virgil Green","Green","3.75","6","4500","NE@DEN","DEN","NE","","","",""
"21853-25789","WR","Rashawn","Rashawn Scott","Scott","0","0","4500","MIA@CAR","MIA","CAR","","","",""
"21853-26045","WR","Leonte","Leonte Carroo","Carroo","2.5999999046325684","4","4500","MIA@CAR","MIA","CAR","","","",""
"21853-32703","WR","Jakeem","Jakeem Grant","Grant","0.375","8","4500","MIA@CAR","MIA","CAR","","","",""
"21853-53697","WR","Kaelin","Kaelin Clay","Clay","0.549999992052714","6","4500","MIA@CAR","CAR","MIA","","","",""
"21853-28487","TE","Jeff","Jeff Heuerman","Heuerman","3.1","5","4500","NE@DEN","DEN","NE","","","",""
"21853-12872","RB","James","James Develin","Develin","0.875","4","4500","NE@DEN","NE","DEN","","","",""
"21853-29390","TE","Evan","Evan Baylis","Baylis","0","0","4500","MIA@CAR","CAR","MIA","","","",""
"21853-32082","WR","Jordan","Jordan Taylor","Taylor","2.199999968210856","3","4500","NE@DEN","DEN","NE","","","",""
"21853-30678","WR","Damiere","Damiere Byrd","Byrd","0.30000001192092896","4","4500","MIA@CAR","CAR","MIA","IR","Forearm","",""
"21853-54742","TE","Scott","Scott Simonson","Simonson","0","0","4500","MIA@CAR","CAR","MIA","IR","Back","",""
"21853-18009","TE","Chris","Chris Manhertz","Manhertz","1.600000023841858","1","4500","MIA@CAR","CAR","MIA","Q","Concussion","",""
"21853-30428","WR","Malcolm","Malcolm Mitchell","Mitchell","6.674999872843425","12","4500","NE@DEN","NE","DEN","IR","Knee","",""
"21853-38753","TE","Jake","Jake Butt","Butt","0","0","4500","NE@DEN","DEN","NE","IR","Knee - acl","",""
"21853-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","0.10000000149011612","1","4500","NE@DEN","DEN","NE","","","",""
"21853-79982","RB","Alex","Alex Armah","Armah","0","0","4500","MIA@CAR","CAR","MIA","","","",""
"21853-22898","RB","Brandon","Brandon Bolden","Bolden","0.9666666984558105","3","4500","NE@DEN","NE","DEN","","","",""
"21853-22004","TE","Dwayne","Dwayne Allen","Allen","0","4","4500","NE@DEN","NE","DEN","","","",""
"21853-54007","TE","Jacob","Jacob Hollister","Hollister","1.0399999618530273","5","4500","NE@DEN","NE","DEN","","","",""
"21853-27771","WR","Cody","Cody Latimer","Latimer","2.3600000381469726","5","4500","NE@DEN","DEN","NE","","","",""
"21853-37245","RB","Fozzy","Fozzy Whittaker","Whittaker","2.9749999046325684","4","4500","MIA@CAR","CAR","MIA","Q","Ankle","",""
"21853-12531","D","Denver","Denver Broncos","Broncos","6.5","8","4400","NE@DEN","DEN","NE","","","",""
"21853-12539","D","Miami","Miami Dolphins","Dolphins","5.75","8","4100","MIA@CAR","MIA","CAR","","","",""
