QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RB,J.D. McKissic (9723944),J.D. McKissic,9723944,RB,3200,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,RB,Rod Smith (9724002),Rod Smith,9724002,RB,3200,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Brice Butler (9724012),Brice Butler,9724012,WR,3200,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Demarcus Robinson (9724044),Demarcus Robinson,9724044,WR,3200,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,WR,Russell Shepard (9723465),Russell Shepard,9723465,WR,3100,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Curtis Samuel (9723467),Curtis Samuel,9723467,WR,3100,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,TE,Ed Dickson (9723475),Ed Dickson,9723475,TE,3100,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Jeremy Hill (9723548),Jeremy Hill,9723548,RB,3100,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Tavon Austin (9723689),Tavon Austin,9723689,WR,3100,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,DST,Rams  (9723703),Rams ,9723703,DST,3100,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Tavarres King (9723723),Tavarres King,9723723,WR,3100,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Kenjon Barner (9723777),Kenjon Barner,9723777,RB,3100,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Taywan Taylor (9723815),Taywan Taylor,9723815,WR,3100,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Michael Campanaro (9723846),Michael Campanaro,9723846,WR,3100,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Terron Ward (9723423),Terron Ward,9723423,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Derrick Coleman (9723425),Derrick Coleman,9723425,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Marvin Hall (9723437),Marvin Hall,9723437,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Nick Williams (9723439),Nick Williams,9723439,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Fozzy Whittaker (9723455),Fozzy Whittaker,9723455,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Cameron Artis-Payne (9723457),Cameron Artis-Payne,9723457,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Alex Armah (9723459),Alex Armah,9723459,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Damiere Byrd (9723469),Damiere Byrd,9723469,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Kaelin Clay (9723471),Kaelin Clay,9723471,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Jay Prosch (9723488),Jay Prosch,9723488,RB,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,RB,Jordan Todman (9723490),Jordan Todman,9723490,RB,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,WR,Bruce Ellington (9723496),Bruce Ellington,9723496,WR,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,WR,Braxton Miller (9723498),Braxton Miller,9723498,WR,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,WR,Chris Thompson (9723500),Chris Thompson,9723500,WR,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,TE,Ryan Griffin (9723502),Ryan Griffin,9723502,TE,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,TE,C.J. Fiedorowicz (9723504),C.J. Fiedorowicz,9723504,TE,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,RB,Matt Jones (9723516),Matt Jones,9723516,RB,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,George Winn (9723518),George Winn,9723518,RB,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,Josh Ferguson (9723520),Josh Ferguson,9723520,RB,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Chester Rogers (9723526),Chester Rogers,9723526,WR,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Quan Bray (9723528),Quan Bray,9723528,WR,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Kamar Aiken (9723530),Kamar Aiken,9723530,WR,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,Tra Carson (9723550),Tra Carson,9723550,RB,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,John Ross (9723556),John Ross,9723556,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Tyler Boyd (9723558),Tyler Boyd,9723558,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Josh Malone (9723560),Josh Malone,9723560,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Alex Erickson (9723562),Alex Erickson,9723562,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Cody Core (9723564),Cody Core,9723564,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,RB,Tommy Bohanon (9723587),Tommy Bohanon,9723587,RB,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Jaelen Strong (9723593),Jaelen Strong,9723593,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Keelan Cole (9723595),Keelan Cole,9723595,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Arrelious Benn (9723599),Arrelious Benn,9723599,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Jaydon Mickens (9723601),Jaydon Mickens,9723601,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Daniel Lasco II (9723617),Daniel Lasco II,9723617,RB,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Trey Edmunds (9723619),Trey Edmunds,9723619,RB,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Zach Line (9723621),Zach Line,9723621,RB,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Tommylee Lewis (9723631),Tommylee Lewis,9723631,WR,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Austin Carr (9723633),Austin Carr,9723633,WR,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Peyton Barber (9723651),Peyton Barber,9723651,RB,3000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Bernard Reedy (9723659),Bernard Reedy,9723659,WR,3000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Chris Godwin (9723661),Chris Godwin,9723661,WR,3000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,RB,Lance Dunbar (9723679),Lance Dunbar,9723679,RB,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,Justin Davis (9723681),Justin Davis,9723681,RB,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Pharoh Cooper (9723691),Pharoh Cooper,9723691,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Michael Thomas (9723693),Michael Thomas,9723693,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Josh Reynolds (9723695),Josh Reynolds,9723695,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Ed Eagan (9723721),Ed Eagan,9723721,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,DST,Giants  (9723733),Giants ,9723733,DST,3000,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Andy Janovich (9723746),Andy Janovich,9723746,RB,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Jordan Taylor (9723754),Jordan Taylor,9723754,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Cody Latimer (9723756),Cody Latimer,9723756,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Isaiah McKenzie (9723758),Isaiah McKenzie,9723758,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Marcus Johnson (9723785),Marcus Johnson,9723785,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Mack Hollins (9723787),Mack Hollins,9723787,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Shelton Gibson (9723789),Shelton Gibson,9723789,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,RB,Jalston Fowler (9723805),Jalston Fowler,9723805,RB,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,David Fluellen (9723807),David Fluellen,9723807,RB,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Eric Weems (9723817),Eric Weems,9723817,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Darius Jennings (9723819),Darius Jennings,9723819,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Bobby Rainey (9723840),Bobby Rainey,9723840,RB,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Chris Matthews (9723848),Chris Matthews,9723848,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Chris Moore (9723850),Chris Moore,9723850,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Griff Whalen (9723852),Griff Whalen,9723852,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Breshad Perriman (9723854),Breshad Perriman,9723854,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Elijhaa Penny (9723878),Elijhaa Penny,9723878,RB,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,T.J. Logan (9723880),T.J. Logan,9723880,RB,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,D.J. Foster (9723882),D.J. Foster,9723882,RB,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Brittan Golden (9723892),Brittan Golden,9723892,WR,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Chad Williams (9723894),Chad Williams,9723894,WR,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,Raheem Mostert (9723911),Raheem Mostert,9723911,RB,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Kyle Juszczyk (9723913),Kyle Juszczyk,9723913,RB,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Trent Taylor (9723921),Trent Taylor,9723921,WR,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Victor Bolden Jr. (9723923),Victor Bolden Jr.,9723923,WR,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Kendrick Bourne (9723925),Kendrick Bourne,9723925,WR,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Tre Madden (9723946),Tre Madden,9723946,RB,3000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Tanner McEvoy (9723954),Tanner McEvoy,9723954,WR,3000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Amara Darboh (9723956),Amara Darboh,9723956,WR,3000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Brian Quick (9723983),Brian Quick,9723983,WR,3000,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,RB,Keith Smith (9724004),Keith Smith,9724004,RB,3000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Ryan Switzer (9724014),Ryan Switzer,9724014,WR,3000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Noah Brown (9724016),Noah Brown,9724016,WR,3000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,RB,Akeem Hunt (9724036),Akeem Hunt,9724036,RB,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,RB,Anthony Sherman (9724038),Anthony Sherman,9724038,RB,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,WR,Jehu Chesson (9724046),Jehu Chesson,9724046,WR,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,WR,De'Anthony Thomas (9724048),De'Anthony Thomas,9724048,WR,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,TE,A.J. Derby (9723760),A.J. Derby,9723760,TE,2900,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,DST,Ravens  (9723866),Ravens ,9723866,DST,2900,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,TE,Stephen Anderson (9723506),Stephen Anderson,9723506,TE,2800,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,DST,Bengals  (9723576),Bengals ,9723576,DST,2800,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,TE,Tyler Higbee (9723697),Tyler Higbee,9723697,TE,2800,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,DST,Panthers  (9723479),Panthers ,9723479,DST,2700,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,TE,Coby Fleener (9723635),Coby Fleener,9723635,TE,2700,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,TE,O.J. Howard (9723665),O.J. Howard,9723665,TE,2700,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,TE,Benjamin Watson (9723856),Benjamin Watson,9723856,TE,2700,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,DST,Falcons  (9723447),Falcons ,9723447,DST,2600,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,TE,Marcedes Lewis (9723603),Marcedes Lewis,9723603,TE,2600,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Gerald Everett (9723699),Gerald Everett,9723699,TE,2600,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,DST,Broncos  (9723768),Broncos ,9723768,DST,2600,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,TE,Niles Paul (9723989),Niles Paul,9723989,TE,2600,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,TE,Eric Saubert (9723443),Eric Saubert,9723443,TE,2500,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,TE,Levine Toilolo (9723445),Levine Toilolo,9723445,TE,2500,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,TE,Chris Manhertz (9723477),Chris Manhertz,9723477,TE,2500,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,TE,Erik Swoope (9723534),Erik Swoope,9723534,TE,2500,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,TE,Brandon Williams (9723536),Brandon Williams,9723536,TE,2500,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,TE,Darrell Daniels (9723538),Darrell Daniels,9723538,TE,2500,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,TE,C.J. Uzomah (9723568),C.J. Uzomah,9723568,TE,2500,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,TE,Ryan Hewitt (9723570),Ryan Hewitt,9723570,TE,2500,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,TE,Clark Harris (9723572),Clark Harris,9723572,TE,2500,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,TE,Cethan Carter (9723574),Cethan Carter,9723574,TE,2500,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,TE,James O'Shaughnessy (9723605),James O'Shaughnessy,9723605,TE,2500,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Ben Koyack (9723607),Ben Koyack,9723607,TE,2500,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Michael Hoomanawanui (9723637),Michael Hoomanawanui,9723637,TE,2500,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,TE,Josh Hill (9723639),Josh Hill,9723639,TE,2500,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,TE,Antony Auclair (9723667),Antony Auclair,9723667,TE,2500,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,TE,Luke Stocker (9723669),Luke Stocker,9723669,TE,2500,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,TE,Derek Carrier (9723701),Derek Carrier,9723701,TE,2500,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,TE,Jerell Adams (9723727),Jerell Adams,9723727,TE,2500,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,TE,Rhett Ellison (9723729),Rhett Ellison,9723729,TE,2500,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,TE,Matt LaCosse (9723731),Matt LaCosse,9723731,TE,2500,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,TE,Jeff Heuerman (9723762),Jeff Heuerman,9723762,TE,2500,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,TE,Virgil Green (9723764),Virgil Green,9723764,TE,2500,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,TE,Jake Butt (9723766),Jake Butt,9723766,TE,2500,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,TE,Trey Burton (9723793),Trey Burton,9723793,TE,2500,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,TE,Brent Celek (9723795),Brent Celek,9723795,TE,2500,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,TE,Phillip Supernaw (9723825),Phillip Supernaw,9723825,TE,2500,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,TE,Beau Brinkley (9723827),Beau Brinkley,9723827,TE,2500,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,TE,Maxx Williams (9723858),Maxx Williams,9723858,TE,2500,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,TE,Nick Boyle (9723860),Nick Boyle,9723860,TE,2500,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,TE,Vince Mayle (9723862),Vince Mayle,9723862,TE,2500,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,TE,Gavin Escobar (9723864),Gavin Escobar,9723864,TE,2500,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,TE,Jermaine Gresham (9723896),Jermaine Gresham,9723896,TE,2500,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,TE,Ifeanyi Momah (9723898),Ifeanyi Momah,9723898,TE,2500,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,TE,Ricky Seals-Jones (9723900),Ricky Seals-Jones,9723900,TE,2500,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,TE,Troy Niklas (9723902),Troy Niklas,9723902,TE,2500,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,TE,Cole Hikutini (9723929),Cole Hikutini,9723929,TE,2500,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,TE,Garrett Celek (9723931),Garrett Celek,9723931,TE,2500,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,TE,Kyle Nelson (9723933),Kyle Nelson,9723933,TE,2500,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,TE,Luke Willson (9723960),Luke Willson,9723960,TE,2500,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,TE,Tyler Ott (9723962),Tyler Ott,9723962,TE,2500,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,TE,Nick Vannett (9723964),Nick Vannett,9723964,TE,2500,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,TE,Jeremy Sprinkle (9723991),Jeremy Sprinkle,9723991,TE,2500,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,TE,James Hanna (9724020),James Hanna,9724020,TE,2500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,TE,Geoff Swaim (9724022),Geoff Swaim,9724022,TE,2500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,TE,Rico Gathers (9724024),Rico Gathers,9724024,TE,2500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,TE,Blake Jarwin (9724026),Blake Jarwin,9724026,TE,2500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,TE,Ross Travis (9724052),Ross Travis,9724052,TE,2500,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,TE,Demetrius Harris (9724054),Demetrius Harris,9724054,TE,2500,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,TE,James Winchester (9724056),James Winchester,9724056,TE,2500,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,DST,Chiefs  (9724058),Chiefs ,9724058,DST,2500,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,DST,Redskins  (9723993),Redskins ,9723993,DST,2400,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,DST,Cowboys  (9724028),Cowboys ,9724028,DST,2300,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,DST,Buccaneers  (9723671),Buccaneers ,9723671,DST,2100,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,DST,Colts  (9723540),Colts ,9723540,DST,2000,IND@HOU 11/05/2017 01:00PM ET,IND,
