QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Demaryius Thomas (9723748),Demaryius Thomas,9723748,WR,6000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,QB,Marcus Mariota (9723798),Marcus Mariota,9723798,QB,6000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Larry Fitzgerald (9723884),Larry Fitzgerald,9723884,WR,5900,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,QB,Jameis Winston (9723642),Jameis Winston,9723642,QB,5800,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,RB,Doug Martin (9723645),Doug Martin,9723645,RB,5800,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Emmanuel Sanders (9723750),Emmanuel Sanders,9723750,WR,5700,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,QB,Kirk Cousins (9723967),Kirk Cousins,9723967,QB,5700,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,TE,Evan Engram (9723725),Evan Engram,9723725,TE,5600,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,QB,Carson Palmer (9723867),Carson Palmer,9723867,QB,5600,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,Adrian Peterson (9723872),Adrian Peterson,9723872,RB,5600,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,DeSean Jackson (9723655),DeSean Jackson,9723655,WR,5500,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,QB,Jared Goff (9723672),Jared Goff,9723672,QB,5500,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,Darren McFadden (9723998),Darren McFadden,9723998,RB,5500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,RB,Alfred Morris (9724000),Alfred Morris,9724000,RB,5500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Devin Funchess (9723463),Devin Funchess,9723463,WR,5400,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,QB,Andrew Luck (9723509),Andrew Luck,9723509,QB,5400,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,DeMarco Murray (9723801),DeMarco Murray,9723801,RB,5400,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Mohamed Sanu (9723429),Mohamed Sanu,9723429,WR,5300,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,QB,Derek Anderson (9723449),Derek Anderson,9723449,QB,5300,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Alshon Jeffery (9723779),Alshon Jeffery,9723779,WR,5300,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,QB,Jacoby Brissett (9723510),Jacoby Brissett,9723510,QB,5200,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Sterling Shepard (9723715),Sterling Shepard,9723715,WR,5200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Carlos Hyde (9723907),Carlos Hyde,9723907,RB,5200,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Joe Mixon (9723544),Joe Mixon,9723544,RB,5100,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Pierre Garcon (9723915),Pierre Garcon,9723915,WR,5100,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,QB,Andy Dalton (9723541),Andy Dalton,9723541,QB,5000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Ted Ginn Jr. (9723625),Ted Ginn Jr.,9723625,WR,5000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Derrick Henry (9723803),Derrick Henry,9723803,RB,5000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,TE,Jimmy Graham (9723958),Jimmy Graham,9723958,TE,5000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,T.Y. Hilton (9723522),T.Y. Hilton,9723522,WR,4900,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,TE,Delanie Walker (9723821),Delanie Walker,9723821,TE,4900,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,QB,C.J. Beathard (9723905),C.J. Beathard,9723905,QB,4900,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Jamison Crowder (9723977),Jamison Crowder,9723977,WR,4900,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,QB,Ryan Fitzpatrick (9723643),Ryan Fitzpatrick,9723643,QB,4800,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,QB,Eli Manning (9723704),Eli Manning,9723704,QB,4800,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,C.J. Anderson (9723738),C.J. Anderson,9723738,RB,4800,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Nelson Agholor (9723781),Nelson Agholor,9723781,WR,4800,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,QB,Brian Hoyer (9723906),Brian Hoyer,9723906,QB,4800,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,TE,Jordan Reed (9723985),Jordan Reed,9723985,TE,4800,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,RB,Tevin Coleman (9723421),Tevin Coleman,9723421,RB,4700,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,QB,AJ McCarron (9723542),AJ McCarron,9723542,QB,4700,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,QB,Blake Bortles (9723577),Blake Bortles,9723577,QB,4700,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,QB,Trevor Siemian (9723734),Trevor Siemian,9723734,QB,4700,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,QB,Drew Stanton (9723869),Drew Stanton,9723869,QB,4700,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Paul Richardson (9723952),Paul Richardson,9723952,WR,4700,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,QB,Colt McCoy (9723968),Colt McCoy,9723968,QB,4700,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,QB,Patrick Mahomes II (9724030),Patrick Mahomes II,9724030,QB,4700,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,QB,Tom Savage (9723481),Tom Savage,9723481,QB,4600,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,QB,Chase Daniel (9723611),Chase Daniel,9723611,QB,4600,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Rishard Matthews (9723809),Rishard Matthews,9723809,WR,4600,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,QB,Joe Flacco (9723830),Joe Flacco,9723830,QB,4600,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Alex Collins (9723834),Alex Collins,9723834,RB,4600,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,QB,Blaine Gabbert (9723868),Blaine Gabbert,9723868,QB,4600,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Tyler Lockett (9723950),Tyler Lockett,9723950,WR,4600,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,TE,Jason Witten (9724018),Jason Witten,9724018,TE,4600,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,RB,T.J. Yeldon (9723583),T.J. Yeldon,9723583,RB,4500,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,TE,Cameron Brate (9723663),Cameron Brate,9723663,TE,4500,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Cooper Kupp (9723683),Cooper Kupp,9723683,WR,4500,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,QB,Geno Smith (9723705),Geno Smith,9723705,QB,4500,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,QB,Brock Osweiler (9723735),Brock Osweiler,9723735,QB,4500,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,QB,Matt Cassel (9723799),Matt Cassel,9723799,QB,4500,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,QB,Ryan Mallett (9723831),Ryan Mallett,9723831,QB,4500,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,QB,Cooper Rush (9723995),Cooper Rush,9723995,QB,4500,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,TE,Greg Olsen (9723473),Greg Olsen,9723473,TE,4400,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Chris Ivory (9723581),Chris Ivory,9723581,RB,4400,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,QB,Nick Foles (9723770),Nick Foles,9723770,QB,4400,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Corey Davis (9723811),Corey Davis,9723811,WR,4400,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Josh Doctson (9723979),Josh Doctson,9723979,WR,4400,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,RB,Charcandrick West (9724034),Charcandrick West,9724034,RB,4400,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,QB,Matt Schaub (9723418),Matt Schaub,9723418,QB,4300,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,TE,Jack Doyle (9723532),Jack Doyle,9723532,TE,4300,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,QB,Chad Henne (9723578),Chad Henne,9723578,QB,4300,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Robert Woods (9723687),Robert Woods,9723687,WR,4300,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,Javorius Allen (9723832),Javorius Allen,9723832,RB,4300,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,QB,Austin Davis (9723937),Austin Davis,9723937,QB,4300,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,QB,Scott Tolzien (9723511),Scott Tolzien,9723511,QB,4200,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,QB,Sean Mannion (9723673),Sean Mannion,9723673,QB,4200,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Sammy Watkins (9723685),Sammy Watkins,9723685,WR,4200,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,LeGarrette Blount (9723771),LeGarrette Blount,9723771,RB,4200,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,John Brown (9723886),John Brown,9723886,WR,4200,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,Matt Breida (9723909),Matt Breida,9723909,RB,4200,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Marlon Mack (9723514),Marlon Mack,9723514,RB,4100,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Allen Hurns (9723591),Allen Hurns,9723591,WR,4100,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Jamaal Charles (9723740),Jamaal Charles,9723740,RB,4100,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Eric Decker (9723813),Eric Decker,9723813,WR,4100,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Terrelle Pryor Sr. (9723975),Terrelle Pryor Sr.,9723975,WR,4100,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,TE,Vernon Davis (9723987),Vernon Davis,9723987,TE,4100,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,QB,Garrett Gilbert (9723450),Garrett Gilbert,9723450,QB,4000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,D'Onta Foreman (9723484),D'Onta Foreman,9723484,RB,4000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,QB,Jeff Driskel (9723543),Jeff Driskel,9723543,QB,4000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,QB,Taysom Hill (9723612),Taysom Hill,9723612,QB,4000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,QB,Ryan Griffin (9723644),Ryan Griffin,9723644,QB,4000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,RB,Jacquizz Rodgers (9723647),Jacquizz Rodgers,9723647,RB,4000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,QB,Brandon Allen (9723674),Brandon Allen,9723674,QB,4000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,QB,Davis Webb (9723706),Davis Webb,9723706,QB,4000,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,QB,Paxton Lynch (9723736),Paxton Lynch,9723736,QB,4000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,QB,Chad Kelly (9723737),Chad Kelly,9723737,QB,4000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Bennie Fowler (9723752),Bennie Fowler,9723752,WR,4000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,QB,Brandon Weeden (9723800),Brandon Weeden,9723800,QB,4000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Jeremy Maclin (9723842),Jeremy Maclin,9723842,WR,4000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Jaron Brown (9723888),Jaron Brown,9723888,WR,4000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Aldrick Robinson (9723919),Aldrick Robinson,9723919,WR,4000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Cole Beasley (9724008),Cole Beasley,9724008,WR,4000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,QB,Tyler Bray (9724031),Tyler Bray,9724031,QB,4000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,RB,Frank Gore (9723512),Frank Gore,9723512,RB,3900,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,TE,Tyler Kroft (9723566),Tyler Kroft,9723566,TE,3900,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Marqise Lee (9723589),Marqise Lee,9723589,WR,3900,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Malcolm Brown (9723677),Malcolm Brown,9723677,RB,3900,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,Wendell Smallwood (9723773),Wendell Smallwood,9723773,RB,3900,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,RB,Andre Ellington (9723874),Andre Ellington,9723874,RB,3900,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,DST,Jaguars  (9723609),Jaguars ,9723609,DST,3800,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Willie Snead (9723627),Willie Snead,9723627,WR,3800,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Orleans Darkwa (9723709),Orleans Darkwa,9723709,RB,3800,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,WR,Marquise Goodwin (9723917),Marquise Goodwin,9723917,WR,3800,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Taylor Gabriel (9723431),Taylor Gabriel,9723431,WR,3700,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,TE,Austin Hooper (9723441),Austin Hooper,9723441,TE,3700,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Alfred Blue (9723486),Alfred Blue,9723486,RB,3700,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,DST,Titans  (9723829),Titans ,9723829,DST,3700,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Terrance West (9723836),Terrance West,9723836,RB,3700,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Danny Woodhead (9723838),Danny Woodhead,9723838,RB,3700,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,C.J. Prosise (9723938),C.J. Prosise,9723938,RB,3700,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,RB,Rob Kelley (9723973),Rob Kelley,9723973,RB,3700,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,DST,Texans  (9723508),Texans ,9723508,DST,3600,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,RB,De'Angelo Henderson (9723742),De'Angelo Henderson,9723742,RB,3600,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Mike Wallace (9723844),Mike Wallace,9723844,WR,3600,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Samaje Perine (9723971),Samaje Perine,9723971,RB,3600,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,WR,Albert Wilson (9724042),Albert Wilson,9724042,WR,3600,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,RB,Jonathan Stewart (9723453),Jonathan Stewart,9723453,RB,3500,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Dede Westbrook (9723597),Dede Westbrook,9723597,WR,3500,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Devontae Booker (9723744),Devontae Booker,9723744,RB,3500,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,DST,Cardinals  (9723904),Cardinals ,9723904,DST,3500,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,DST,Seahawks  (9723966),Seahawks ,9723966,DST,3500,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Ryan Grant (9723981),Ryan Grant,9723981,WR,3500,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,WR,Brandon LaFell (9723554),Brandon LaFell,9723554,WR,3400,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Brandon Coleman (9723629),Brandon Coleman,9723629,WR,3400,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,DST,Saints  (9723641),Saints ,9723641,DST,3400,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Charles Sims (9723649),Charles Sims,9723649,RB,3400,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,RB,Wayne Gallman (9723707),Wayne Gallman,9723707,RB,3400,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Corey Clement (9723775),Corey Clement,9723775,RB,3400,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,TE,Jonnu Smith (9723823),Jonnu Smith,9723823,TE,3400,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Kerwynn Williams (9723876),Kerwynn Williams,9723876,RB,3400,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Justin Hardy (9723433),Justin Hardy,9723433,WR,3300,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Giovani Bernard (9723546),Giovani Bernard,9723546,RB,3300,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,RB,Corey Grant (9723585),Corey Grant,9723585,RB,3300,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Adam Humphries (9723657),Adam Humphries,9723657,WR,3300,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Roger Lewis (9723717),Roger Lewis,9723717,WR,3300,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,WR,Torrey Smith (9723783),Torrey Smith,9723783,WR,3300,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,DST,Eagles  (9723797),Eagles ,9723797,DST,3300,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,J.J. Nelson (9723890),J.J. Nelson,9723890,WR,3300,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,Thomas Rawls (9723940),Thomas Rawls,9723940,RB,3300,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Terrance Williams (9724010),Terrance Williams,9724010,WR,3300,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Andre Roberts (9723435),Andre Roberts,9723435,WR,3200,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Donte Moncrief (9723524),Donte Moncrief,9723524,WR,3200,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,Shane Vereen (9723711),Shane Vereen,9723711,RB,3200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Paul Perkins (9723713),Paul Perkins,9723713,RB,3200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,WR,Travis Rudolph (9723719),Travis Rudolph,9723719,WR,3200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,TE,George Kittle (9723927),George Kittle,9723927,TE,3200,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,DST,49ers  (9723935),49ers ,9723935,DST,3200,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Eddie Lacy (9723942),Eddie Lacy,9723942,RB,3200,WAS@SEA 11/05/2017 04:05PM ET,SEA,
