QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RB,Marshawn Lynch (9726216),Marshawn Lynch,9726216,RB,4000,OAK@MIA 11/05/2017 08:30PM ET,OAK,
,,,,,,,,,,TE,Jared Cook (9726232),Jared Cook,9726232,TE,4000,OAK@MIA 11/05/2017 08:30PM ET,OAK,
,,,,,,,,,,QB,David Fales (9726241),David Fales,9726241,QB,4000,OAK@MIA 11/05/2017 08:30PM ET,MIA,
,,,,,,,,,,RB,Kenyan Drake (9726244),Kenyan Drake,9726244,RB,4000,OAK@MIA 11/05/2017 08:30PM ET,MIA,
,,,,,,,,,,RB,Jamaal Williams (9726308),Jamaal Williams,9726308,RB,4000,DET@GB 11/06/2017 08:30PM ET,GB,
,,,,,,,,,,RB,Mike Tolbert (9725565),Mike Tolbert,9725565,RB,3900,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,WR,Jordan Matthews (9725836),Jordan Matthews,9725836,WR,3900,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,RB,Frank Gore (9725526),Frank Gore,9725526,RB,3900,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,TE,Tyler Kroft (9725875),Tyler Kroft,9725875,TE,3900,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Marqise Lee (9725898),Marqise Lee,9725898,WR,3900,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Malcolm Brown (9725919),Malcolm Brown,9725919,RB,3900,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,Wendell Smallwood (9726071),Wendell Smallwood,9726071,RB,3900,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,RB,Andre Ellington (9725716),Andre Ellington,9725716,RB,3900,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,Jalen Richard (9726212),Jalen Richard,9726212,RB,3900,OAK@MIA 11/05/2017 08:30PM ET,OAK,
,,,,,,,,,,RB,Theo Riddick (9726273),Theo Riddick,9726273,RB,3900,DET@GB 11/06/2017 08:30PM ET,DET,
,,,,,,,,,,RB,Ameer Abdullah (9726275),Ameer Abdullah,9726275,RB,3900,DET@GB 11/06/2017 08:30PM ET,DET,
,,,,,,,,,,RB,Elijah McGuire (9726106),Elijah McGuire,9726106,RB,3800,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,DST,Jaguars  (9725521),Jaguars ,9725521,DST,3800,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Willie Snead (9725872),Willie Snead,9725872,WR,3800,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Orleans Darkwa (9725812),Orleans Darkwa,9725812,RB,3800,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,WR,Marquise Goodwin (9725763),Marquise Goodwin,9725763,WR,3800,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Deonte Thompson (9725630),Deonte Thompson,9725630,WR,3700,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,WR,Jeremy Kerley (9725650),Jeremy Kerley,9725650,WR,3700,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,TE,Austin Hooper (9726108),Austin Hooper,9726108,TE,3700,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Taylor Gabriel (9726153),Taylor Gabriel,9726153,WR,3700,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Alfred Blue (9725792),Alfred Blue,9725792,RB,3700,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,DST,Titans  (9725507),Titans ,9725507,DST,3700,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Danny Woodhead (9725612),Danny Woodhead,9725612,RB,3700,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Terrance West (9725894),Terrance West,9725894,RB,3700,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Rob Kelley (9725914),Rob Kelley,9725914,RB,3700,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,RB,C.J. Prosise (9726048),C.J. Prosise,9726048,RB,3700,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,RB,Damien Williams (9726246),Damien Williams,9726246,RB,3700,OAK@MIA 11/05/2017 08:30PM ET,MIA,
,,,,,,,,,,DST,Texans  (9725503),Texans ,9725503,DST,3600,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,RB,De'Angelo Henderson (9725912),De'Angelo Henderson,9725912,RB,3600,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Mike Wallace (9725614),Mike Wallace,9725614,WR,3600,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Samaje Perine (9726169),Samaje Perine,9726169,RB,3600,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,WR,Albert Wilson (9725842),Albert Wilson,9725842,WR,3600,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,RB,Zach Zenner (9726277),Zach Zenner,9726277,RB,3600,DET@GB 11/06/2017 08:30PM ET,DET,
,,,,,,,,,,RB,Dwayne Washington (9726279),Dwayne Washington,9726279,RB,3600,DET@GB 11/06/2017 08:30PM ET,DET,
,,,,,,,,,,RB,Jonathan Stewart (9725575),Jonathan Stewart,9725575,RB,3500,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Dede Westbrook (9726203),Dede Westbrook,9726203,WR,3500,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Devontae Booker (9726095),Devontae Booker,9726095,RB,3500,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,DST,Cardinals  (9725515),Cardinals ,9725515,DST,3500,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,DST,Seahawks  (9725517),Seahawks ,9725517,DST,3500,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Ryan Grant (9725746),Ryan Grant,9725746,WR,3500,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,WR,TJ Jones (9726289),TJ Jones,9726289,WR,3500,DET@GB 11/06/2017 08:30PM ET,DET,
,,,,,,,,,,WR,Geronimo Allison (9726320),Geronimo Allison,9726320,WR,3500,DET@GB 11/06/2017 08:30PM ET,GB,
,,,,,,,,,,WR,Zay Jones (9726126),Zay Jones,9726126,WR,3400,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,WR,Brandon LaFell (9725585),Brandon LaFell,9725585,WR,3400,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,DST,Saints  (9725511),Saints ,9725511,DST,3400,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Charles Sims (9725771),Charles Sims,9725771,RB,3400,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Brandon Coleman (9725840),Brandon Coleman,9725840,WR,3400,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Wayne Gallman (9726102),Wayne Gallman,9726102,RB,3400,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Corey Clement (9726114),Corey Clement,9726114,RB,3400,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,TE,Jonnu Smith (9726116),Jonnu Smith,9726116,TE,3400,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Kerwynn Williams (9725769),Kerwynn Williams,9725769,RB,3400,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Justin Hardy (9725850),Justin Hardy,9725850,WR,3300,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Giovani Bernard (9725809),Giovani Bernard,9725809,RB,3300,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,RB,Corey Grant (9725844),Corey Grant,9725844,RB,3300,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Adam Humphries (9725906),Adam Humphries,9725906,WR,3300,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Roger Lewis (9726177),Roger Lewis,9726177,WR,3300,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,DST,Eagles  (9725514),Eagles ,9725514,DST,3300,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Torrey Smith (9725641),Torrey Smith,9725641,WR,3300,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,J.J. Nelson (9725852),J.J. Nelson,9725852,WR,3300,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,Thomas Rawls (9725933),Thomas Rawls,9725933,RB,3300,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Terrance Williams (9725702),Terrance Williams,9725702,WR,3300,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Leonte Carroo (9726260),Leonte Carroo,9726260,WR,3300,OAK@MIA 11/05/2017 08:30PM ET,MIA,
,,,,,,,,,,WR,Jeff Janis (9726322),Jeff Janis,9726322,WR,3300,DET@GB 11/06/2017 08:30PM ET,GB,
,,,,,,,,,,DST,Jets  (9725513),Jets ,9725513,DST,3200,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,WR,Andre Roberts (9725595),Andre Roberts,9725595,WR,3200,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Donte Moncrief (9725954),Donte Moncrief,9725954,WR,3200,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,Shane Vereen (9725662),Shane Vereen,9725662,RB,3200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Paul Perkins (9726008),Paul Perkins,9726008,RB,3200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,WR,Travis Rudolph (9726186),Travis Rudolph,9726186,WR,3200,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,DST,49ers  (9725516),49ers ,9725516,DST,3200,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,TE,George Kittle (9726098),George Kittle,9726098,TE,3200,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Eddie Lacy (9725773),Eddie Lacy,9725773,RB,3200,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,RB,J.D. McKissic (9725971),J.D. McKissic,9725971,RB,3200,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Brice Butler (9725698),Brice Butler,9725698,WR,3200,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,RB,Rod Smith (9725828),Rod Smith,9725828,RB,3200,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Demarcus Robinson (9726064),Demarcus Robinson,9726064,WR,3200,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,DST,Bills  (9725502),Bills ,9725502,DST,3100,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,WR,Andre Holmes (9725855),Andre Holmes,9725855,WR,3100,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,TE,Nick O'Leary (9725931),Nick O'Leary,9725931,TE,3100,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,TE,Ed Dickson (9725573),Ed Dickson,9725573,TE,3100,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Russell Shepard (9725739),Russell Shepard,9725739,WR,3100,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Curtis Samuel (9726171),Curtis Samuel,9726171,WR,3100,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Jeremy Hill (9725989),Jeremy Hill,9725989,RB,3100,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,DST,Rams  (9725510),Rams ,9725510,DST,3100,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Tavarres King (9725682),Tavarres King,9725682,WR,3100,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,WR,Tavon Austin (9725789),Tavon Austin,9725789,WR,3100,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,RB,Kenjon Barner (9725696),Kenjon Barner,9725696,RB,3100,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Michael Campanaro (9725748),Michael Campanaro,9725748,WR,3100,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Taywan Taylor (9726147),Taywan Taylor,9726147,WR,3100,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,DST,Raiders  (9726238),Raiders ,9726238,DST,3100,OAK@MIA 11/05/2017 08:30PM ET,OAK,
,,,,,,,,,,WR,Jakeem Grant (9726258),Jakeem Grant,9726258,WR,3100,OAK@MIA 11/05/2017 08:30PM ET,MIA,
,,,,,,,,,,WR,Brandon Tate (9725569),Brandon Tate,9725569,WR,3000,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,RB,Taiwan Jones (9725626),Taiwan Jones,9725626,RB,3000,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,RB,Patrick DiMarco (9725674),Patrick DiMarco,9725674,RB,3000,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,WR,Walter Powell (9725834),Walter Powell,9725834,WR,3000,BUF@NYJ 11/02/2017 08:25PM ET,BUF,
,,,,,,,,,,RB,Lawrence Thomas (9725941),Lawrence Thomas,9725941,RB,3000,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,WR,Jalin Marshall (9726081),Jalin Marshall,9726081,WR,3000,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,WR,Lucky Whitehead (9726085),Lucky Whitehead,9726085,WR,3000,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,WR,ArDarius Stewart (9726151),ArDarius Stewart,9726151,WR,3000,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,WR,Chad Hansen (9726161),Chad Hansen,9726161,WR,3000,BUF@NYJ 11/02/2017 08:25PM ET,NYJ,
,,,,,,,,,,RB,Fozzy Whittaker (9725618),Fozzy Whittaker,9725618,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Derrick Coleman (9725711),Derrick Coleman,9725711,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Nick Williams (9725784),Nick Williams,9725784,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Kaelin Clay (9725846),Kaelin Clay,9725846,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Terron Ward (9725870),Terron Ward,9725870,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,WR,Damiere Byrd (9725921),Damiere Byrd,9725921,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Marvin Hall (9725956),Marvin Hall,9725956,WR,3000,ATL@CAR 11/05/2017 01:00PM ET,ATL,
,,,,,,,,,,RB,Cameron Artis-Payne (9726062),Cameron Artis-Payne,9726062,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,RB,Alex Armah (9726205),Alex Armah,9726205,RB,3000,ATL@CAR 11/05/2017 01:00PM ET,CAR,
,,,,,,,,,,WR,Kamar Aiken (9725652),Kamar Aiken,9725652,WR,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,George Winn (9725680),George Winn,9725680,RB,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,Jordan Todman (9725720),Jordan Todman,9725720,RB,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,TE,Ryan Griffin (9725722),Ryan Griffin,9725722,TE,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,RB,Jay Prosch (9725801),Jay Prosch,9725801,RB,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,TE,C.J. Fiedorowicz (9725826),C.J. Fiedorowicz,9725826,TE,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,WR,Quan Bray (9725882),Quan Bray,9725882,WR,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Braxton Miller (9725890),Braxton Miller,9725890,WR,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,WR,Bruce Ellington (9725923),Bruce Ellington,9725923,WR,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,RB,Josh Ferguson (9725937),Josh Ferguson,9725937,RB,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,RB,Matt Jones (9726028),Matt Jones,9726028,RB,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Chester Rogers (9726058),Chester Rogers,9726058,WR,3000,IND@HOU 11/05/2017 01:00PM ET,IND,
,,,,,,,,,,WR,Chris Thompson (9726135),Chris Thompson,9726135,WR,3000,IND@HOU 11/05/2017 01:00PM ET,HOU,
,,,,,,,,,,WR,Arrelious Benn (9725620),Arrelious Benn,9725620,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Tommy Bohanon (9725743),Tommy Bohanon,9725743,RB,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,RB,Tra Carson (9725964),Tra Carson,9725964,RB,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Alex Erickson (9725997),Alex Erickson,9725997,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Cody Core (9726032),Cody Core,9726032,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Jaydon Mickens (9726036),Jaydon Mickens,9726036,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Jaelen Strong (9726093),Jaelen Strong,9726093,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Tyler Boyd (9726112),Tyler Boyd,9726112,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,John Ross (9726132),John Ross,9726132,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,WR,Keelan Cole (9726163),Keelan Cole,9726163,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,JAX,
,,,,,,,,,,WR,Josh Malone (9726165),Josh Malone,9726165,WR,3000,CIN@JAX 11/05/2017 01:00PM ET,CIN,
,,,,,,,,,,RB,Zach Line (9725706),Zach Line,9725706,RB,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Bernard Reedy (9725861),Bernard Reedy,9725861,WR,3000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,RB,Daniel Lasco II (9725962),Daniel Lasco II,9725962,RB,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Tommylee Lewis (9725969),Tommylee Lewis,9725969,WR,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Trey Edmunds (9726017),Trey Edmunds,9726017,RB,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,WR,Austin Carr (9726020),Austin Carr,9726020,WR,3000,TB@NO 11/05/2017 01:00PM ET,NO,
,,,,,,,,,,RB,Peyton Barber (9726120),Peyton Barber,9726120,RB,3000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,WR,Chris Godwin (9726190),Chris Godwin,9726190,WR,3000,TB@NO 11/05/2017 01:00PM ET,TB,
,,,,,,,,,,DST,Giants  (9725512),Giants ,9725512,DST,3000,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Lance Dunbar (9725729),Lance Dunbar,9725729,RB,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Ed Eagan (9726050),Ed Eagan,9726050,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,NYG,
,,,,,,,,,,RB,Justin Davis (9726067),Justin Davis,9726067,RB,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Pharoh Cooper (9726124),Pharoh Cooper,9726124,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Josh Reynolds (9726175),Josh Reynolds,9726175,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Michael Thomas (9726188),Michael Thomas,9726188,WR,3000,LAR@NYG 11/05/2017 01:00PM ET,LAR,
,,,,,,,,,,WR,Jordan Taylor (9725816),Jordan Taylor,9725816,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Cody Latimer (9725977),Cody Latimer,9725977,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,RB,Andy Janovich (9725993),Andy Janovich,9725993,RB,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Marcus Johnson (9726014),Marcus Johnson,9726014,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Mack Hollins (9726056),Mack Hollins,9726056,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Shelton Gibson (9726110),Shelton Gibson,9726110,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,PHI,
,,,,,,,,,,WR,Isaiah McKenzie (9726179),Isaiah McKenzie,9726179,WR,3000,DEN@PHI 11/05/2017 01:00PM ET,DEN,
,,,,,,,,,,WR,Eric Weems (9725549),Eric Weems,9725549,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,Bobby Rainey (9725670),Bobby Rainey,9725670,RB,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Griff Whalen (9725709),Griff Whalen,9725709,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Chris Matthews (9725787),Chris Matthews,9725787,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Jalston Fowler (9725803),Jalston Fowler,9725803,RB,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,RB,David Fluellen (9725859),David Fluellen,9725859,RB,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Darius Jennings (9725935),Darius Jennings,9725935,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,TEN,
,,,,,,,,,,WR,Chris Moore (9725949),Chris Moore,9725949,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,WR,Breshad Perriman (9726001),Breshad Perriman,9726001,WR,3000,BAL@TEN 11/05/2017 01:00PM ET,BAL,
,,,,,,,,,,RB,Kyle Juszczyk (9725750),Kyle Juszczyk,9725750,RB,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Raheem Mostert (9725947),Raheem Mostert,9725947,RB,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,RB,Elijhaa Penny (9725951),Elijhaa Penny,9725951,RB,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Brittan Golden (9725984),Brittan Golden,9725984,WR,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,D.J. Foster (9725999),D.J. Foster,9725999,RB,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,RB,T.J. Logan (9726073),T.J. Logan,9726073,RB,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Trent Taylor (9726104),Trent Taylor,9726104,WR,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Victor Bolden Jr. (9726141),Victor Bolden Jr.,9726141,WR,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Kendrick Bourne (9726157),Kendrick Bourne,9726157,WR,3000,ARI@SF 11/05/2017 04:05PM ET,SF,
,,,,,,,,,,WR,Chad Williams (9726159),Chad Williams,9726159,WR,3000,ARI@SF 11/05/2017 04:05PM ET,ARI,
,,,,,,,,,,WR,Brian Quick (9725628),Brian Quick,9725628,WR,3000,WAS@SEA 11/05/2017 04:05PM ET,WAS,
,,,,,,,,,,RB,Tre Madden (9725900),Tre Madden,9725900,RB,3000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Tanner McEvoy (9725925),Tanner McEvoy,9725925,WR,3000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,WR,Amara Darboh (9726042),Amara Darboh,9726042,WR,3000,WAS@SEA 11/05/2017 04:05PM ET,SEA,
,,,,,,,,,,RB,Anthony Sherman (9725657),Anthony Sherman,9725657,RB,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,RB,Keith Smith (9725857),Keith Smith,9725857,RB,3000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,RB,Akeem Hunt (9725945),Akeem Hunt,9725945,RB,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,WR,De'Anthony Thomas (9725967),De'Anthony Thomas,9725967,WR,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,WR,Jehu Chesson (9726040),Jehu Chesson,9726040,WR,3000,KC@DAL 11/05/2017 04:25PM ET,KC,
,,,,,,,,,,WR,Ryan Switzer (9726075),Ryan Switzer,9726075,WR,3000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,WR,Noah Brown (9726194),Noah Brown,9726194,WR,3000,KC@DAL 11/05/2017 04:25PM ET,DAL,
,,,,,,,,,,RB,Jamize Olawale (9726218),Jamize Olawale,9726218,RB,3000,OAK@MIA 11/05/2017 08:30PM ET,OAK,
,,,,,,,,,,RB,Elijah Hood (9726220),Elijah Hood,9726220,RB,3000,OAK@MIA 11/05/2017 08:30PM ET,OAK,
,,,,,,,,,,WR,Seth Roberts (9726226),Seth Roberts,9726226,WR,3000,OAK@MIA 11/05/2017 08:30PM ET,OAK,
