Year,Week,Slate,ID,Name,Position,Salary,GameInfo,Team,Opponent,FPPG,InjuryStatus,InjuryDetails
2017,Week10,Primetime,9768360,Andy Janovich,RB,3000,NE@DEN 11/12/2017 08:30PM ET,DEN,,0.0,,
2017,Week10,Primetime,9768382,Isaiah McKenzie,WR,3000,NE@DEN 11/12/2017 08:30PM ET,DEN,,0.0,,
2017,Week10,Primetime,9768294,Fozzy Whittaker,RB,3000,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
2017,Week10,Primetime,9768304,Russell Shepard,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
2017,Week10,Primetime,9768326,Senorise Perry,RB,3000,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768330,Kaelin Clay,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
2017,Week10,Primetime,9768342,Rashawn Scott,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768348,Damiere Byrd,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
2017,Week10,Primetime,9768350,Jakeem Grant,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768370,Leonte Carroo,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768374,Cameron Artis-Payne,RB,3000,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
2017,Week10,Primetime,9768386,Isaiah Ford,WR,3000,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768388,Alex Armah,RB,3000,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
2017,Week10,Primetime,9768322,Julius Thomas,TE,2900,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768319,A.J. Derby,TE,2800,NE@DEN 11/12/2017 08:30PM ET,DEN,,0.0,,
2017,Week10,Primetime,9768298,Dwayne Allen,TE,2700,NE@DEN 11/12/2017 08:30PM ET,NE,,0.0,,
2017,Week10,Primetime,9768283,Virgil Green,TE,2500,NE@DEN 11/12/2017 08:30PM ET,DEN,,0.0,,
2017,Week10,Primetime,9768338,Jeff Heuerman,TE,2500,NE@DEN 11/12/2017 08:30PM ET,DEN,,0.0,,
2017,Week10,Primetime,9768372,Jacob Hollister,TE,2500,NE@DEN 11/12/2017 08:30PM ET,NE,,0.0,,
2017,Week10,Primetime,9768376,Jake Butt,TE,2500,NE@DEN 11/12/2017 08:30PM ET,DEN,,0.0,,
2017,Week10,Primetime,9768261,Dolphins,DST,2500,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768268,Anthony Fasano,TE,2500,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768300,MarQueis Gray,TE,2500,MIA@CAR 11/13/2017 08:30PM ET,MIA,,0.0,,
2017,Week10,Primetime,9768332,Chris Manhertz,TE,2500,MIA@CAR 11/13/2017 08:30PM ET,CAR,,0.0,,
