Year,Week,Slate,ID,Name,Position,Salary,GameInfo,Team,Opponent,FPPG,InjuryStatus,InjuryDetails
2017,Week9,Main,9723492,DeAndre Hopkins,WR,9200,IND@HOU 11/05/2017 01:00PM ET,HOU,,0.0,,
2017,Week9,Main,9723996,Ezekiel Elliott,RB,9000,KC@DAL 11/05/2017 04:25PM ET,DAL,,0.0,,
2017,Week9,Main,9724032,Kareem Hunt,RB,8600,KC@DAL 11/05/2017 04:25PM ET,KC,,0.0,,
2017,Week9,Main,9723579,Leonard Fournette,RB,8400,CIN@JAX 11/05/2017 01:00PM ET,JAX,,0.0,,
2017,Week9,Main,9723480,Deshaun Watson,QB,8100,IND@HOU 11/05/2017 01:00PM ET,HOU,,0.0,,
2017,Week9,Main,9723675,Todd Gurley II,RB,8100,LAR@NYG 11/05/2017 01:00PM ET,LAR,,0.0,,
2017,Week9,Main,9723427,Julio Jones,WR,7800,ATL@CAR 11/05/2017 01:00PM ET,ATL,,0.0,,
2017,Week9,Main,9723653,Mike Evans,WR,7700,TB@NO 11/05/2017 01:00PM ET,TB,,0.0,,
2017,Week9,Main,9723613,Mark Ingram,RB,7600,TB@NO 11/05/2017 01:00PM ET,NO,,0.0,,
2017,Week9,Main,9723552,A.J. Green,WR,7400,CIN@JAX 11/05/2017 01:00PM ET,CIN,,0.0,,
2017,Week9,Main,9723936,Russell Wilson,QB,7300,WAS@SEA 11/05/2017 04:05PM ET,SEA,,0.0,,
2017,Week9,Main,9723623,Michael Thomas,WR,7200,TB@NO 11/05/2017 01:00PM ET,NO,,0.0,,
2017,Week9,Main,9723494,Will Fuller V,WR,7000,IND@HOU 11/05/2017 01:00PM ET,HOU,,0.0,,
2017,Week9,Main,9723610,Drew Brees,QB,7000,TB@NO 11/05/2017 01:00PM ET,NO,,0.0,,
2017,Week9,Main,9723948,Doug Baldwin,WR,6900,WAS@SEA 11/05/2017 04:05PM ET,SEA,,0.0,,
2017,Week9,Main,9723791,Zach Ertz,TE,6800,DEN@PHI 11/05/2017 01:00PM ET,PHI,,0.0,,
2017,Week9,Main,9723994,Dak Prescott,QB,6700,KC@DAL 11/05/2017 04:25PM ET,DAL,,0.0,,
2017,Week9,Main,9724040,Tyreek Hill,WR,6700,KC@DAL 11/05/2017 04:25PM ET,KC,,0.0,,
2017,Week9,Main,9724050,Travis Kelce,TE,6700,KC@DAL 11/05/2017 04:25PM ET,KC,,0.0,,
2017,Week9,Main,9723419,Devonta Freeman,RB,6600,ATL@CAR 11/05/2017 01:00PM ET,ATL,,0.0,,
2017,Week9,Main,9723451,Christian McCaffrey,RB,6500,ATL@CAR 11/05/2017 01:00PM ET,CAR,,0.0,,
2017,Week9,Main,9724029,Alex Smith,QB,6500,KC@DAL 11/05/2017 04:25PM ET,KC,,0.0,,
2017,Week9,Main,9723870,David Johnson,RB,6400,ARI@SF 11/05/2017 04:05PM ET,ARI,,0.0,,
2017,Week9,Main,9724006,Dez Bryant,WR,6400,KC@DAL 11/05/2017 04:25PM ET,DAL,,0.0,,
2017,Week9,Main,9723448,Cam Newton,QB,6300,ATL@CAR 11/05/2017 01:00PM ET,CAR,,0.0,,
2017,Week9,Main,9723615,Alvin Kamara,RB,6300,TB@NO 11/05/2017 01:00PM ET,NO,,0.0,,
2017,Week9,Main,9723417,Matt Ryan,QB,6200,ATL@CAR 11/05/2017 01:00PM ET,ATL,,0.0,,
2017,Week9,Main,9723461,Kelvin Benjamin,WR,6200,ATL@CAR 11/05/2017 01:00PM ET,CAR,,0.0,,
2017,Week9,Main,9723482,Lamar Miller,RB,6200,IND@HOU 11/05/2017 01:00PM ET,HOU,,0.0,,
2017,Week9,Main,9723769,Carson Wentz,QB,6100,DEN@PHI 11/05/2017 01:00PM ET,PHI,,0.0,,
2017,Week9,Main,9723969,Chris Thompson,RB,6100,WAS@SEA 11/05/2017 04:05PM ET,WAS,,0.0,,
2017,Week9,Main,9723748,Demaryius Thomas,WR,6000,DEN@PHI 11/05/2017 01:00PM ET,DEN,,0.0,,
2017,Week9,Main,9723798,Marcus Mariota,QB,6000,BAL@TEN 11/05/2017 01:00PM ET,TEN,,0.0,,
2017,Week9,Main,9723884,Larry Fitzgerald,WR,5900,ARI@SF 11/05/2017 04:05PM ET,ARI,,0.0,,
2017,Week9,Main,9723642,Jameis Winston,QB,5800,TB@NO 11/05/2017 01:00PM ET,TB,,0.0,,
2017,Week9,Main,9723645,Doug Martin,RB,5800,TB@NO 11/05/2017 01:00PM ET,TB,,0.0,,
2017,Week9,Main,9723750,Emmanuel Sanders,WR,5700,DEN@PHI 11/05/2017 01:00PM ET,DEN,,0.0,,
2017,Week9,Main,9723967,Kirk Cousins,QB,5700,WAS@SEA 11/05/2017 04:05PM ET,WAS,,0.0,,
2017,Week9,Main,9723725,Evan Engram,TE,5600,LAR@NYG 11/05/2017 01:00PM ET,NYG,,0.0,,
2017,Week9,Main,9723867,Carson Palmer,QB,5600,ARI@SF 11/05/2017 04:05PM ET,ARI,,0.0,,
2017,Week9,Main,9723872,Adrian Peterson,RB,5600,ARI@SF 11/05/2017 04:05PM ET,ARI,,0.0,,
2017,Week9,Main,9723655,DeSean Jackson,WR,5500,TB@NO 11/05/2017 01:00PM ET,TB,,0.0,,
2017,Week9,Main,9723672,Jared Goff,QB,5500,LAR@NYG 11/05/2017 01:00PM ET,LAR,,0.0,,
2017,Week9,Main,9723998,Darren McFadden,RB,5500,KC@DAL 11/05/2017 04:25PM ET,DAL,,0.0,,
2017,Week9,Main,9724000,Alfred Morris,RB,5500,KC@DAL 11/05/2017 04:25PM ET,DAL,,0.0,,
2017,Week9,Main,9723463,Devin Funchess,WR,5400,ATL@CAR 11/05/2017 01:00PM ET,CAR,,0.0,,
2017,Week9,Main,9723509,Andrew Luck,QB,5400,IND@HOU 11/05/2017 01:00PM ET,IND,,0.0,,
2017,Week9,Main,9723801,DeMarco Murray,RB,5400,BAL@TEN 11/05/2017 01:00PM ET,TEN,,0.0,,
2017,Week9,Main,9723429,Mohamed Sanu,WR,5300,ATL@CAR 11/05/2017 01:00PM ET,ATL,,0.0,,
2017,Week9,Main,9723449,Derek Anderson,QB,5300,ATL@CAR 11/05/2017 01:00PM ET,CAR,,0.0,,
2017,Week9,Main,9723779,Alshon Jeffery,WR,5300,DEN@PHI 11/05/2017 01:00PM ET,PHI,,0.0,,
2017,Week9,Main,9723510,Jacoby Brissett,QB,5200,IND@HOU 11/05/2017 01:00PM ET,IND,,0.0,,
2017,Week9,Main,9723715,Sterling Shepard,WR,5200,LAR@NYG 11/05/2017 01:00PM ET,NYG,,0.0,,
2017,Week9,Main,9723907,Carlos Hyde,RB,5200,ARI@SF 11/05/2017 04:05PM ET,SF,,0.0,,
2017,Week9,Main,9723544,Joe Mixon,RB,5100,CIN@JAX 11/05/2017 01:00PM ET,CIN,,0.0,,
2017,Week9,Main,9723915,Pierre Garcon,WR,5100,ARI@SF 11/05/2017 04:05PM ET,SF,,0.0,,
2017,Week9,Main,9723541,Andy Dalton,QB,5000,CIN@JAX 11/05/2017 01:00PM ET,CIN,,0.0,,
2017,Week9,Main,9723625,Ted Ginn Jr.,WR,5000,TB@NO 11/05/2017 01:00PM ET,NO,,0.0,,
2017,Week9,Main,9723803,Derrick Henry,RB,5000,BAL@TEN 11/05/2017 01:00PM ET,TEN,,0.0,,
2017,Week9,Main,9723958,Jimmy Graham,TE,5000,WAS@SEA 11/05/2017 04:05PM ET,SEA,,0.0,,
2017,Week9,Main,9723522,T.Y. Hilton,WR,4900,IND@HOU 11/05/2017 01:00PM ET,IND,,0.0,,
2017,Week9,Main,9723821,Delanie Walker,TE,4900,BAL@TEN 11/05/2017 01:00PM ET,TEN,,0.0,,
2017,Week9,Main,9723905,C.J. Beathard,QB,4900,ARI@SF 11/05/2017 04:05PM ET,SF,,0.0,,
2017,Week9,Main,9723977,Jamison Crowder,WR,4900,WAS@SEA 11/05/2017 04:05PM ET,WAS,,0.0,,
2017,Week9,Main,9723643,Ryan Fitzpatrick,QB,4800,TB@NO 11/05/2017 01:00PM ET,TB,,0.0,,
2017,Week9,Main,9723704,Eli Manning,QB,4800,LAR@NYG 11/05/2017 01:00PM ET,NYG,,0.0,,
2017,Week9,Main,9723738,C.J. Anderson,RB,4800,DEN@PHI 11/05/2017 01:00PM ET,DEN,,0.0,,
2017,Week9,Main,9723781,Nelson Agholor,WR,4800,DEN@PHI 11/05/2017 01:00PM ET,PHI,,0.0,,
2017,Week9,Main,9723906,Brian Hoyer,QB,4800,ARI@SF 11/05/2017 04:05PM ET,SF,,0.0,,
2017,Week9,Main,9723985,Jordan Reed,TE,4800,WAS@SEA 11/05/2017 04:05PM ET,WAS,,0.0,,
2017,Week9,Main,9723421,Tevin Coleman,RB,4700,ATL@CAR 11/05/2017 01:00PM ET,ATL,,0.0,,
2017,Week9,Main,9723542,AJ McCarron,QB,4700,CIN@JAX 11/05/2017 01:00PM ET,CIN,,0.0,,
2017,Week9,Main,9723577,Blake Bortles,QB,4700,CIN@JAX 11/05/2017 01:00PM ET,JAX,,0.0,,
2017,Week9,Main,9723734,Trevor Siemian,QB,4700,DEN@PHI 11/05/2017 01:00PM ET,DEN,,0.0,,
2017,Week9,Main,9723869,Drew Stanton,QB,4700,ARI@SF 11/05/2017 04:05PM ET,ARI,,0.0,,
2017,Week9,Main,9723952,Paul Richardson,WR,4700,WAS@SEA 11/05/2017 04:05PM ET,SEA,,0.0,,
2017,Week9,Main,9723968,Colt McCoy,QB,4700,WAS@SEA 11/05/2017 04:05PM ET,WAS,,0.0,,
2017,Week9,Main,9724030,Patrick Mahomes II,QB,4700,KC@DAL 11/05/2017 04:25PM ET,KC,,0.0,,
2017,Week9,Main,9723481,Tom Savage,QB,4600,IND@HOU 11/05/2017 01:00PM ET,HOU,,0.0,,
2017,Week9,Main,9723611,Chase Daniel,QB,4600,TB@NO 11/05/2017 01:00PM ET,NO,,0.0,,
2017,Week9,Main,9723809,Rishard Matthews,WR,4600,BAL@TEN 11/05/2017 01:00PM ET,TEN,,0.0,,
2017,Week9,Main,9723830,Joe Flacco,QB,4600,BAL@TEN 11/05/2017 01:00PM ET,BAL,,0.0,,
2017,Week9,Main,9723834,Alex Collins,RB,4600,BAL@TEN 11/05/2017 01:00PM ET,BAL,,0.0,,
2017,Week9,Main,9723868,Blaine Gabbert,QB,4600,ARI@SF 11/05/2017 04:05PM ET,ARI,,0.0,,
2017,Week9,Main,9723950,Tyler Lockett,WR,4600,WAS@SEA 11/05/2017 04:05PM ET,SEA,,0.0,,
2017,Week9,Main,9724018,Jason Witten,TE,4600,KC@DAL 11/05/2017 04:25PM ET,DAL,,0.0,,
2017,Week9,Main,9723583,T.J. Yeldon,RB,4500,CIN@JAX 11/05/2017 01:00PM ET,JAX,,0.0,,
