Year,Season,Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,YdsPerTarget,YdsPerRec,Rush,Yds,TD,Fum,Lost,FantasyPts
2016,REG,20,Johnny Holton,WR,9,OAK,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Jordan Matthews,WR,8,PHI,DAL,15,11,73,65,1,13,4,6,0,0,0,0,0,18.00
2016,REG,2,Josh Huff,WR,7,PHI,MIN,4,4,100,39,0,14,10,10,0,0,0,0,0,11.90
2016,REG,3,Jordan Matthews,WR,9,PHI,NYG,10,6,60,88,0,33,9,15,0,0,0,0,0,11.80
2016,REG,4,Jordan Matthews,WR,10,PHI,ATL,10,6,60,73,0,20,7,12,0,0,0,0,0,10.30
2016,REG,5,Jordan Matthews,WR,6,PHI,WAS,7,3,43,75,0,54,11,25,0,0,0,0,0,9.00
2016,REG,6,Dorial Green-Beckham,WR,8,PHI,DAL,9,5,56,55,0,14,6,11,0,0,0,0,0,8.00
2016,REG,7,Bryce Treggs,WR,9,PHI,NYG,4,2,50,69,0,58,17,35,0,0,0,0,0,7.90
2016,REG,8,Dorial Green-Beckham,WR,7,PHI,MIN,4,2,50,8,1,5,2,4,0,0,0,0,0,7.80
2016,REG,9,Nelson Agholor,WR,9,PHI,NYG,7,4,57,41,0,23,6,10,0,0,0,1,0,6.10
2016,REG,10,Nelson Agholor,WR,6,PHI,WAS,4,3,75,34,0,18,9,11,0,0,0,0,0,4.90
2016,REG,11,Nelson Agholor,WR,8,PHI,DAL,4,3,75,25,0,11,6,8,0,0,0,0,0,4.00
2016,REG,12,Dorial Green-Beckham,WR,6,PHI,WAS,4,1,25,23,0,23,6,23,0,0,0,0,0,2.80
2016,REG,13,Jordan Matthews,WR,7,PHI,MIN,4,3,75,10,0,10,3,3,0,0,0,0,0,2.50
2016,REG,14,Nelson Agholor,WR,7,PHI,MIN,6,2,33,10,0,6,2,5,0,0,0,0,0,2.00
2016,REG,15,Nelson Agholor,WR,10,PHI,ATL,5,2,40,7,0,4,1,4,0,0,0,0,0,1.70
2016,REG,16,Josh Huff,WR,8,PHI,DAL,1,1,100,9,0,9,9,9,0,0,0,0,0,1.40
2016,REG,17,Josh Huff,WR,6,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Dorial Green-Beckham,WR,9,PHI,NYG,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Dorial Green-Beckham,WR,10,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Bryce Treggs,WR,10,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Antonio Brown,WR,10,PIT,DAL,18,14,78,154,1,44,9,11,1,-10,0,0,0,27.40
2016,REG,2,Antonio Brown,WR,9,PIT,BAL,11,7,64,85,1,27,8,12,0,0,0,0,0,18.00
2016,REG,3,Antonio Brown,WR,7,PIT,NE,11,7,64,106,0,51,10,15,1,13,0,0,0,15.40
2016,REG,4,Eli Rogers,WR,9,PIT,BAL,10,6,60,103,0,30,10,17,0,0,0,0,0,13.30
2016,REG,5,Eli Rogers,WR,10,PIT,DAL,5,4,80,42,1,22,8,11,0,0,0,0,0,12.20
2016,REG,6,Darrius Heyward-Bey,WR,6,PIT,MIA,2,0,0,0,0,0,0,0,1,60,1,0,0,12.00
2016,REG,7,Cobi Hamilton,WR,6,PIT,MIA,2,2,100,36,1,23,18,18,0,0,0,0,0,10.60
2016,REG,8,Darrius Heyward-Bey,WR,7,PIT,NE,7,3,43,30,1,14,4,10,0,0,0,0,0,10.50
2016,REG,9,Antonio Brown,WR,6,PIT,MIA,8,4,50,39,0,16,5,10,1,6,0,0,0,6.50
2016,REG,10,Eli Rogers,WR,6,PIT,MIA,5,4,80,35,0,15,7,9,0,0,0,0,0,5.50
2016,REG,11,Cobi Hamilton,WR,7,PIT,NE,6,3,50,36,0,17,6,12,0,0,0,0,0,5.10
2016,REG,12,Cobi Hamilton,WR,10,PIT,DAL,1,1,100,39,0,39,39,39,0,0,0,0,0,4.40
2016,REG,13,Sammie Coates,WR,7,PIT,NE,1,1,100,4,0,4,4,4,0,0,0,0,0,0.90
2016,REG,14,Sammie Coates,WR,6,PIT,MIA,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,15,Darrius Heyward-Bey,WR,9,PIT,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Cobi Hamilton,WR,9,PIT,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Sammie Coates,WR,9,PIT,BAL,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Sammie Coates,WR,10,PIT,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Doug Baldwin,WR,10,SEA,NE,8,6,75,59,3,18,7,10,0,0,0,0,0,26.90
2016,REG,2,Doug Baldwin,WR,9,SEA,BUF,6,6,100,89,0,50,15,15,0,0,0,0,0,11.90
2016,REG,3,Doug Baldwin,WR,7,SEA,ARI,9,6,67,69,0,27,8,12,0,0,0,0,0,9.90
2016,REG,4,Tyler Lockett,WR,10,SEA,NE,6,3,50,72,0,36,12,24,0,0,0,0,0,8.70
2016,REG,5,Jermaine Kearse,WR,8,SEA,NO,7,4,57,57,0,23,8,14,0,0,0,0,0,7.70
2016,REG,6,Doug Baldwin,WR,8,SEA,NO,6,4,67,51,0,27,9,13,0,0,0,0,0,7.10
2016,REG,7,Jermaine Kearse,WR,7,SEA,ARI,4,3,75,51,0,31,13,17,0,0,0,0,0,6.60
2016,REG,8,Paul Richardson,WR,10,SEA,NE,3,2,67,52,0,39,17,26,0,0,0,0,0,6.20
2016,REG,9,Tyler Lockett,WR,8,SEA,NO,4,4,100,32,0,10,8,8,0,0,0,0,0,5.20
2016,REG,10,Doug Baldwin,WR,6,SEA,ATL,5,4,80,31,0,11,6,8,0,0,0,0,0,5.10
2016,REG,11,Jermaine Kearse,WR,6,SEA,ATL,5,3,60,35,0,16,7,12,0,0,0,0,0,5.00
2016,REG,12,Jermaine Kearse,WR,9,SEA,BUF,4,2,50,36,0,20,9,18,0,0,0,0,0,4.60
2016,REG,13,Paul Richardson,WR,8,SEA,NO,3,2,67,33,0,23,11,17,0,0,0,0,0,4.30
2016,REG,14,Tyler Lockett,WR,6,SEA,ATL,5,3,60,23,0,10,5,8,1,2,0,0,0,4.00
2016,REG,15,Jermaine Kearse,WR,10,SEA,NE,7,2,29,26,0,20,4,13,0,0,0,0,0,3.60
2016,REG,16,Tyler Lockett,WR,9,SEA,BUF,2,1,50,17,0,17,9,17,1,13,0,0,0,3.50
2016,REG,17,Tyler Lockett,WR,7,SEA,ARI,2,2,100,13,0,8,7,7,0,0,0,0,0,2.30
2016,REG,18,Tanner McEvoy,WR,6,SEA,ATL,1,1,100,17,0,17,17,17,0,0,0,0,0,2.20
2016,REG,19,Paul Richardson,WR,9,SEA,BUF,1,1,100,15,0,15,15,15,0,0,0,0,0,2.00
2016,REG,20,Tanner McEvoy,WR,8,SEA,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72
2016,REG,21,Paul Richardson,WR,7,SEA,ARI,2,1,50,10,0,10,5,10,0,0,0,0,0,1.50
2016,REG,22,Tanner McEvoy,WR,7,SEA,ARI,1,1,100,10,0,10,10,10,0,0,0,0,0,1.50
2016,REG,23,Paul Richardson,WR,6,SEA,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,24,Tanner McEvoy,WR,9,SEA,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Torrey Smith,WR,6,SF,BUF,7,3,43,76,1,53,11,25,0,0,0,0,0,15.10
2016,REG,2,Jeremy Kerley,WR,10,SF,ARI,7,7,100,71,1,24,10,10,0,0,0,1,1,14.60
2016,REG,3,Quinton Patton,WR,9,SF,NO,9,6,67,106,0,31,12,18,0,0,0,0,0,13.60
2016,REG,4,Quinton Patton,WR,6,SF,BUF,7,4,57,52,0,17,7,13,0,0,0,0,0,7.20
2016,REG,5,Quinton Patton,WR,10,SF,ARI,9,3,33,52,0,45,6,17,0,0,0,0,0,6.70
2016,REG,6,Jeremy Kerley,WR,9,SF,NO,6,3,50,22,0,17,4,7,0,0,0,0,0,3.70
2016,REG,7,Torrey Smith,WR,10,SF,ARI,4,2,50,26,0,21,7,13,0,0,0,0,0,3.60
2016,REG,8,Torrey Smith,WR,9,SF,NO,3,2,67,18,0,13,6,9,0,0,0,0,0,2.80
2016,REG,9,Quinton Patton,WR,7,SF,TB,4,3,75,13,0,8,3,4,0,0,0,0,0,2.80
2016,REG,10,Jeremy Kerley,WR,7,SF,TB,5,2,40,15,0,8,3,8,0,0,0,0,0,2.50
2016,REG,11,Torrey Smith,WR,7,SF,TB,2,1,50,17,0,17,9,17,0,0,0,0,0,2.20
2016,REG,12,Jeremy Kerley,WR,6,SF,BUF,7,2,29,12,0,7,2,6,0,0,0,0,0,2.20
2016,REG,13,Rod Streater,WR,6,SF,BUF,1,1,100,16,0,16,16,16,0,0,0,0,0,2.10
2016,REG,14,Rod Streater,WR,10,SF,ARI,2,1,50,11,0,11,6,11,0,0,0,0,0,1.60
2016,REG,15,Je'Ron Hamm,WR,6,SF,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Aaron Burbridge,WR,6,SF,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Rod Streater,WR,7,SF,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Rod Streater,WR,9,SF,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Je'Ron Hamm,WR,9,SF,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Aaron Burbridge,WR,9,SF,NO,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Chris Harper,WR,10,SF,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Aaron Burbridge,WR,10,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,23,Aaron Burbridge,WR,7,SF,TB,2,1,50,15,0,15,8,15,0,0,0,1,1,0.00
2016,REG,24,Keshawn Martin,WR,6,SF,BUF,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.00
2016,REG,1,Mike Evans,WR,9,TB,ATL,17,11,65,150,2,28,9,14,0,0,0,0,0,32.50
2016,REG,2,Mike Evans,WR,7,TB,SF,13,8,62,96,2,31,7,12,0,0,0,0,0,25.60
2016,REG,3,Russell Shepard,WR,7,TB,SF,6,5,83,77,1,20,13,15,0,0,0,0,0,16.20
2016,REG,4,Adam Humphries,WR,9,TB,ATL,7,5,71,46,1,12,7,9,0,0,0,0,0,13.10
2016,REG,5,Freddie Martino,WR,10,TB,CHI,1,1,100,43,1,43,43,43,0,0,0,0,0,10.80
2016,REG,6,Russell Shepard,WR,8,TB,OAK,3,2,67,24,1,19,8,12,0,0,0,0,0,9.40
2016,REG,7,Mike Evans,WR,8,TB,OAK,11,4,36,50,0,18,5,13,0,0,0,0,0,9.00
2016,REG,8,Mike Evans,WR,10,TB,CHI,5,4,80,66,0,39,13,17,0,0,0,0,0,8.60
2016,REG,9,Adam Humphries,WR,8,TB,OAK,4,3,75,58,0,42,15,19,0,0,0,0,0,7.30
2016,REG,10,Adam Humphries,WR,10,TB,CHI,8,5,63,46,0,14,6,9,1,2,0,0,0,7.30
2016,REG,11,Cecil Shorts,WR,10,TB,CHI,5,2,40,38,0,22,8,19,0,0,0,0,0,4.80
2016,REG,12,Adam Humphries,WR,7,TB,SF,3,2,67,17,0,11,6,9,1,6,0,2,0,3.30
2016,REG,13,Cecil Shorts,WR,9,TB,ATL,4,1,25,20,0,20,5,20,0,0,0,0,0,2.50
2016,REG,14,Freddie Martino,WR,9,TB,ATL,2,1,50,9,0,9,5,9,0,0,0,0,0,1.40
2016,REG,15,Cecil Shorts,WR,7,TB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Freddie Martino,WR,7,TB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Cecil Shorts,WR,8,TB,OAK,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Freddie Martino,WR,8,TB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Kendall Wright,WR,6,TEN,CLE,9,8,89,133,1,48,15,17,0,0,0,0,0,23.30
2016,REG,2,Rishard Matthews,WR,9,TEN,LAC,10,6,60,63,2,16,6,11,0,0,0,0,0,21.30
2016,REG,3,Kendall Wright,WR,8,TEN,JAX,5,4,80,84,1,36,17,21,1,15,0,0,0,17.90
2016,REG,4,Rishard Matthews,WR,6,TEN,CLE,3,3,100,70,1,43,23,23,0,0,0,0,0,14.50
2016,REG,5,Tajae Sharpe,WR,10,TEN,GB,4,3,75,68,1,33,17,23,0,0,0,0,0,14.30
2016,REG,6,Rishard Matthews,WR,10,TEN,GB,5,3,60,63,1,32,13,21,0,0,0,0,0,13.80
2016,REG,7,Rishard Matthews,WR,8,TEN,JAX,4,4,100,38,1,16,10,10,0,0,0,0,0,11.80
2016,REG,8,Tajae Sharpe,WR,7,TEN,IND,6,4,67,59,0,21,10,15,0,0,0,0,0,7.90
2016,REG,9,Kendall Wright,WR,10,TEN,GB,3,2,67,8,1,6,3,4,0,0,0,0,0,7.80
2016,REG,10,Tajae Sharpe,WR,9,TEN,LAC,8,4,50,58,0,29,7,15,0,0,0,0,0,7.80
2016,REG,11,Kendall Wright,WR,9,TEN,LAC,5,2,40,64,0,48,13,32,0,0,0,0,0,7.40
2016,REG,12,Harry Douglas,WR,9,TEN,LAC,2,2,100,48,0,27,24,24,0,0,0,0,0,5.80
2016,REG,13,Rishard Matthews,WR,7,TEN,IND,7,4,57,37,0,20,5,9,0,0,0,0,0,5.70
2016,REG,14,Kendall Wright,WR,7,TEN,IND,4,2,50,12,0,7,3,6,0,0,0,0,0,2.20
2016,REG,15,Tajae Sharpe,WR,8,TEN,JAX,1,1,100,11,0,11,11,11,0,0,0,0,0,1.60
2016,REG,16,Tajae Sharpe,WR,6,TEN,CLE,3,0,0,0,0,0,0,0,1,1,0,0,0,0.10
2016,REG,17,Andre Johnson,WR,6,TEN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Marc Mariani,WR,6,TEN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Andre Johnson,WR,7,TEN,IND,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Marc Mariani,WR,7,TEN,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Andre Johnson,WR,8,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Marc Mariani,WR,8,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,23,Marc Mariani,WR,9,TEN,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,24,Harry Douglas,WR,10,TEN,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,25,Marc Mariani,WR,10,TEN,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Jamison Crowder,WR,8,WAS,CIN,13,9,69,107,1,33,8,12,0,0,0,0,0,21.20
2016,REG,2,Jamison Crowder,WR,7,WAS,DET,9,7,78,108,0,26,12,15,0,0,0,0,0,14.30
2016,REG,3,Jamison Crowder,WR,10,WAS,MIN,6,4,67,37,1,14,6,9,1,7,0,0,0,12.40
2016,REG,4,Jamison Crowder,WR,6,WAS,PHI,4,3,75,52,1,21,13,17,1,-9,0,0,0,11.80
2016,REG,5,Pierre Garcon,WR,10,WAS,MIN,10,6,60,81,0,17,8,14,0,0,0,0,0,11.10
2016,REG,6,Pierre Garcon,WR,6,WAS,PHI,11,6,55,77,0,22,7,13,0,0,0,0,0,10.70
2016,REG,7,Pierre Garcon,WR,8,WAS,CIN,7,6,86,67,0,23,10,11,0,0,0,0,0,9.70
2016,REG,8,DeSean Jackson,WR,6,WAS,PHI,9,4,44,55,0,35,6,14,0,0,0,0,0,7.50
2016,REG,9,DeSean Jackson,WR,8,WAS,CIN,7,3,43,48,0,38,7,16,0,0,0,0,0,6.30
2016,REG,10,DeSean Jackson,WR,7,WAS,DET,8,5,63,35,0,12,4,7,0,0,0,0,0,6.00
2016,REG,11,Maurice Harris,WR,10,WAS,MIN,3,3,100,28,0,15,9,9,0,0,0,0,0,4.30
2016,REG,12,Pierre Garcon,WR,7,WAS,DET,5,2,40,22,0,17,4,11,0,0,0,0,0,3.20
2016,REG,13,Ryan Grant,WR,8,WAS,CIN,2,1,50,17,0,17,9,17,0,0,0,0,0,2.20
2016,REG,14,Ryan Grant,WR,7,WAS,DET,2,1,50,5,0,5,3,5,0,0,0,0,0,1.00
2016,REG,15,Rashad Ross,WR,6,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,16,Ryan Grant,WR,6,WAS,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,17,Quinton Dunbar,WR,6,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,18,Quinton Dunbar,WR,7,WAS,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Maurice Harris,WR,7,WAS,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Quinton Dunbar,WR,8,WAS,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Maurice Harris,WR,8,WAS,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Rashad Ross,WR,10,WAS,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,23,Ryan Grant,WR,10,WAS,MIN,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,24,Quinton Dunbar,WR,10,WAS,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,JJ Nelson,WR,14,ARI,MIA,2,1,50,8,1,8,4,8,1,56,1,0,0,18.90
2016,REG,2,John Brown,WR,15,ARI,NO,6,5,83,81,1,30,14,16,0,0,0,0,0,16.60
2016,REG,3,Larry Fitzgerald,WR,13,ARI,WAS,11,10,91,78,0,23,7,8,0,0,0,0,0,12.80
2016,REG,4,JJ Nelson,WR,15,ARI,NO,11,5,46,38,1,11,4,8,0,0,0,0,0,12.30
2016,REG,5,JJ Nelson,WR,13,ARI,WAS,2,1,50,42,1,42,21,42,0,0,0,0,0,10.70
2016,REG,6,Michael Floyd,WR,13,ARI,WAS,8,3,38,18,1,7,2,6,0,0,0,0,0,9.30
2016,REG,7,Larry Fitzgerald,WR,11,ARI,MIN,7,6,86,63,0,16,9,11,0,0,0,0,0,9.30
2016,REG,8,Brittan Golden,WR,14,ARI,MIA,1,1,100,9,1,9,9,9,0,0,0,0,0,7.40
2016,REG,9,Larry Fitzgerald,WR,12,ARI,ATL,4,4,100,53,0,18,13,13,0,0,0,0,0,7.30
2016,REG,10,Larry Fitzgerald,WR,15,ARI,NO,9,7,78,57,0,13,6,8,0,0,0,1,1,7.20
2016,REG,11,Michael Floyd,WR,12,ARI,ATL,5,2,40,31,0,19,6,16,0,0,0,0,0,4.10
2016,REG,12,JJ Nelson,WR,12,ARI,ATL,4,2,50,30,0,17,8,15,0,0,0,0,0,4.00
2016,REG,13,Michael Floyd,WR,11,ARI,MIN,5,2,40,21,0,11,4,11,0,0,0,0,0,3.10
2016,REG,14,Michael Floyd,WR,14,ARI,MIA,3,2,67,18,0,15,6,9,0,0,0,0,0,2.80
2016,REG,15,Larry Fitzgerald,WR,14,ARI,MIA,9,3,33,12,0,8,1,4,0,0,0,0,0,2.70
2016,REG,16,John Brown,WR,12,ARI,ATL,2,1,50,19,0,19,10,19,0,0,0,0,0,2.40
2016,REG,17,Brittan Golden,WR,15,ARI,NO,2,2,100,23,0,19,12,12,0,0,0,1,1,1.30
2016,REG,18,JJ Nelson,WR,11,ARI,MIN,5,1,20,0,0,0,0,0,0,0,0,0,0,0.50
2016,REG,19,Brittan Golden,WR,12,ARI,ATL,3,1,33,-1,0,-1,0,-1,0,0,0,0,0,0.40
2016,REG,20,Brittan Golden,WR,11,ARI,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,John Brown,WR,11,ARI,MIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Brittan Golden,WR,13,ARI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,23,John Brown,WR,13,ARI,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,24,John Brown,WR,14,ARI,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Taylor Gabriel,WR,12,ATL,ARI,5,4,80,75,2,35,15,19,1,27,0,0,0,24.20
2016,REG,2,Taylor Gabriel,WR,14,ATL,LAR,6,3,50,82,1,64,14,27,1,0,0,0,0,15.70
2016,REG,3,Julio Jones,WR,13,ATL,KC,9,7,78,113,0,21,13,16,0,0,0,0,0,14.80
2016,REG,4,Taylor Gabriel,WR,15,ATL,SF,6,3,50,60,1,31,10,20,0,0,0,0,0,13.50
2016,REG,5,Aldrick Robinson,WR,15,ATL,SF,5,4,80,111,0,59,22,28,0,0,0,0,0,13.10
2016,REG,6,Mohamed Sanu,WR,12,ATL,ARI,8,8,100,65,0,12,8,8,1,5,0,0,0,11.00
2016,REG,7,Aldrick Robinson,WR,13,ATL,KC,3,2,67,18,1,13,6,9,0,0,0,0,0,8.80
2016,REG,8,Justin Hardy,WR,14,ATL,LAR,2,2,100,9,1,6,5,5,0,0,0,0,0,7.90
2016,REG,9,Nick Williams,WR,14,ATL,LAR,5,4,80,49,0,19,10,12,0,0,0,0,0,6.90
2016,REG,10,Taylor Gabriel,WR,13,ATL,KC,6,5,83,44,0,14,7,9,0,0,0,0,0,6.90
2016,REG,11,Justin Hardy,WR,12,ATL,ARI,4,3,75,47,0,27,12,16,0,0,0,0,0,6.20
2016,REG,12,Mohamed Sanu,WR,15,ATL,SF,3,3,100,44,0,18,15,15,0,0,0,0,0,5.90
2016,REG,13,Aldrick Robinson,WR,14,ATL,LAR,6,3,50,42,0,25,7,14,0,0,0,0,0,5.70
2016,REG,14,Julio Jones,WR,12,ATL,ARI,7,4,57,35,0,15,5,9,0,0,0,0,0,5.50
2016,REG,15,Mohamed Sanu,WR,13,ATL,KC,3,2,67,26,0,18,9,13,0,0,0,0,0,3.60
2016,REG,16,Justin Hardy,WR,15,ATL,SF,2,1,50,16,0,16,8,16,0,0,0,0,0,2.10
2016,REG,17,Justin Hardy,WR,13,ATL,KC,3,1,33,5,0,5,2,5,0,0,0,0,0,1.00
2016,REG,18,Eric Weems,WR,12,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,19,Aldrick Robinson,WR,12,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,20,Eric Weems,WR,13,ATL,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,21,Eric Weems,WR,14,ATL,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,22,Eric Weems,WR,15,ATL,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,1,Steve Smith,WR,11,BAL,DAL,9,8,89,99,1,22,11,12,0,0,0,0,0,19.90
2016,REG,2,Breshad Perriman,WR,13,BAL,MIA,3,2,67,59,1,53,20,30,0,0,0,0,0,12.90
2016,REG,3,Steve Smith,WR,15,BAL,PHI,7,2,29,40,1,34,6,20,0,0,0,0,0,11.00
2016,REG,4,Mike Wallace,WR,11,BAL,DAL,10,5,50,62,0,27,6,12,1,13,0,1,0,10.00
2016,REG,5,Kamar Aiken,WR,15,BAL,PHI,2,2,100,19,1,14,10,10,0,0,0,0,0,8.90
2016,REG,6,Mike Wallace,WR,13,BAL,MIA,7,6,86,59,0,16,8,10,0,0,0,0,0,8.90
2016,REG,7,Steve Smith,WR,13,BAL,MIA,10,6,60,53,0,23,5,9,0,0,0,0,0,8.30
2016,REG,8,Breshad Perriman,WR,12,BAL,CIN,3,1,33,14,1,14,5,14,0,0,0,0,0,7.90
2016,REG,9,Steve Smith,WR,14,BAL,NE,6,4,67,57,0,25,10,14,0,0,0,0,0,7.70
2016,REG,10,Mike Wallace,WR,14,BAL,NE,8,5,63,52,0,20,7,10,0,0,0,0,0,7.70
2016,REG,11,Mike Wallace,WR,12,BAL,CIN,4,3,75,57,0,31,14,19,1,-1,0,0,0,7.10
2016,REG,12,Mike Wallace,WR,15,BAL,PHI,5,2,40,60,0,54,12,30,0,0,0,0,0,7.00
2016,REG,13,Darren Waller,WR,14,BAL,NE,3,1,33,3,1,3,1,3,0,0,0,0,0,6.80
2016,REG,14,Breshad Perriman,WR,14,BAL,NE,4,3,75,52,0,47,13,17,0,0,0,0,0,6.70
2016,REG,15,Kamar Aiken,WR,13,BAL,MIA,3,3,100,41,0,18,14,14,0,0,0,0,0,5.60
2016,REG,16,Kamar Aiken,WR,11,BAL,DAL,5,3,60,35,0,18,7,12,0,0,0,0,0,5.00
2016,REG,17,Kamar Aiken,WR,12,BAL,CIN,2,2,100,30,0,19,15,15,0,0,0,0,0,4.00
2016,REG,18,Steve Smith,WR,12,BAL,CIN,4,4,100,20,0,8,5,5,0,0,0,0,0,4.00
2016,REG,19,Michael Campanaro,WR,15,BAL,PHI,1,0,0,0,0,0,0,0,1,39,0,0,0,3.90
2016,REG,20,Darren Waller,WR,12,BAL,CIN,2,2,100,14,0,8,7,7,0,0,0,0,0,2.40
2016,REG,21,Darren Waller,WR,13,BAL,MIA,2,1,50,15,0,15,8,15,0,0,0,0,0,2.00
2016,REG,22,Darren Waller,WR,15,BAL,PHI,2,1,50,11,0,11,6,11,0,0,0,0,0,1.60
2016,REG,23,Kamar Aiken,WR,14,BAL,NE,4,1,25,10,0,10,3,10,0,0,0,0,0,1.50
2016,REG,24,Chris Moore,WR,14,BAL,NE,1,1,100,5,0,5,5,5,0,0,0,0,0,1.00
2016,REG,25,Chris Moore,WR,13,BAL,MIA,2,0,0,0,0,0,0,0,1,7,0,0,0,0.70
2016,REG,26,Devin Hester,WR,11,BAL,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,27,Breshad Perriman,WR,11,BAL,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,28,Darren Waller,WR,11,BAL,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,29,Chris Moore,WR,11,BAL,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,30,Devin Hester,WR,12,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00
2016,REG,31,Chris Moore,WR,12,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,32,Devin Hester,WR,13,BAL,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,33,Devin Hester,WR,14,BAL,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,34,Breshad Perriman,WR,15,BAL,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2016,REG,35,Chris Moore,WR,15,BAL,PHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00
