Year,Season,Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,YdsPTarget,YdsPRec,Rush,Fum,Lost,FantasyPts
2014,REG,19,Matthew Slater,WR,2,NE,MIN,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Matthew Slater,WR,3,NE,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Danny Amendola,WR,3,NE,OAK,1,0,0,0,0,0,0,0,0,0,0,0
2014,REG,22,Matthew Slater,WR,4,NE,KC,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Danny Amendola,WR,4,NE,KC,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Matthew Slater,WR,5,NE,CIN,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Brandin Cooks,WR,1,NO,ATL,8,7,88,18,0,32,10,11,1,0,0,22.5
2014,REG,2,Marques Colston,WR,1,NO,ATL,8,5,63,0,0,57,14,22,0,1,1,18
2014,REG,3,Brandin Cooks,WR,5,NO,TB,11,9,82,15,0,16,5,6,2,0,0,16.1
2014,REG,4,Brandin Cooks,WR,3,NO,MIN,10,8,80,0,0,19,7,9,0,0,0,15.4
2014,REG,5,Marques Colston,WR,3,NO,MIN,5,2,40,0,0,18,5,13,0,0,0,10.5
2014,REG,6,Marques Colston,WR,4,NO,DAL,10,5,50,0,0,22,5,10,0,0,0,10
2014,REG,7,Marques Colston,WR,5,NO,TB,6,3,50,0,0,36,11,21,0,0,0,9.3
2014,REG,8,Kenny Stills,WR,4,NO,DAL,3,2,67,0,0,46,21,31,0,0,0,8.2
2014,REG,9,Brandin Cooks,WR,4,NO,DAL,6,5,83,0,0,12,5,6,0,0,0,8.1
2014,REG,10,Brandin Cooks,WR,2,NO,CLE,6,3,50,31,0,13,3,6,2,0,0,7.8
2014,REG,11,Kenny Stills,WR,3,NO,MIN,5,4,80,0,0,15,8,10,0,0,0,7.8
2014,REG,12,Robert Meachem,WR,2,NO,CLE,5,3,60,0,0,15,7,12,0,0,0,6.7
2014,REG,13,Kenny Stills,WR,2,NO,CLE,4,3,75,0,0,14,6,8,0,0,0,5.5
2014,REG,14,Robert Meachem,WR,3,NO,MIN,1,1,100,0,0,23,23,23,0,0,0,3.3
2014,REG,15,Kenny Stills,WR,5,NO,TB,3,1,33,0,0,16,5,16,0,0,0,2.6
2014,REG,16,Joseph Morgan,WR,1,NO,ATL,3,0,0,0,0,0,0,0,0,0,0,0
2014,REG,17,Robert Meachem,WR,1,NO,ATL,2,0,0,0,0,0,0,0,0,0,0,0
2014,REG,18,Marques Colston,WR,2,NO,CLE,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,19,Robert Meachem,WR,4,NO,DAL,1,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Nick Toon,WR,4,NO,DAL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Robert Meachem,WR,5,NO,TB,4,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Victor Cruz,WR,3,NYG,HOU,6,5,83,0,0,61,18,21,0,0,0,24.7
2014,REG,2,Victor Cruz,WR,4,NYG,WAS,10,6,60,0,0,36,11,18,0,0,0,19.8
2014,REG,3,Rueben Randle,WR,4,NYG,WAS,10,8,80,0,0,27,9,11,0,0,0,16.9
2014,REG,4,Odell Beckham Jr,WR,5,NYG,ATL,5,4,80,0,0,15,9,11,0,0,0,14.4
2014,REG,5,Rueben Randle,WR,2,NYG,ARI,7,4,57,0,0,13,6,10,0,0,0,13.9
2014,REG,6,Rueben Randle,WR,5,NYG,ATL,10,4,40,0,0,18,3,8,0,0,0,13.3
2014,REG,7,Victor Cruz,WR,2,NYG,ARI,10,5,50,0,0,27,6,12,0,0,0,11
2014,REG,8,Preston Parker,WR,5,NYG,ATL,3,3,100,0,0,42,20,20,0,1,1,8.1
2014,REG,9,Rueben Randle,WR,3,NYG,HOU,10,5,50,0,0,9,3,5,0,0,0,7.7
2014,REG,10,Preston Parker,WR,3,NYG,HOU,4,3,75,0,0,13,8,11,0,0,0,6.3
2014,REG,11,Jerrel Jernigan,WR,1,NYG,DET,7,4,57,-2,0,9,4,6,1,0,0,6.3
2014,REG,12,Preston Parker,WR,4,NYG,WAS,5,3,60,0,0,12,6,10,0,0,0,5.9
2014,REG,13,Victor Cruz,WR,5,NYG,ATL,6,3,50,0,0,12,4,7,0,0,0,5.2
2014,REG,14,Victor Cruz,WR,1,NYG,DET,6,2,33,0,0,20,4,12,0,0,0,4.4
2014,REG,15,Preston Parker,WR,2,NYG,ARI,2,1,50,0,0,29,15,29,0,0,0,3.9
2014,REG,16,Jerrel Jernigan,WR,2,NYG,ARI,2,2,100,0,0,11,8,8,0,0,0,3.5
2014,REG,17,Rueben Randle,WR,1,NYG,DET,3,2,67,0,0,1,0,1,0,0,0,2.1
2014,REG,18,Preston Parker,WR,1,NYG,DET,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,19,Corey Washington,WR,1,NYG,DET,1,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Corey Washington,WR,2,NYG,ARI,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,J Talley,WR,3,NYG,HOU,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,22,Corey Washington,WR,3,NYG,HOU,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,J Talley,WR,4,NYG,WAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Corey Washington,WR,4,NYG,WAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,25,Corey Washington,WR,5,NYG,ATL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Jeremy Kerley,WR,3,NYJ,CHI,11,7,64,0,0,19,7,12,0,0,0,21.1
2014,REG,2,Eric Decker,WR,2,NYJ,GB,7,4,57,0,0,29,9,16,0,0,0,16.3
2014,REG,3,Eric Decker,WR,4,NYJ,DET,10,4,40,0,0,18,5,12,0,0,0,14.8
2014,REG,4,Eric Decker,WR,1,NYJ,OAK,6,5,83,0,0,24,12,15,0,0,0,12.4
2014,REG,5,Jeremy Kerley,WR,2,NYJ,GB,8,3,38,37,0,13,3,7,0,0,0,8.9
2014,REG,6,Jeremy Kerley,WR,1,NYJ,OAK,5,5,100,0,0,19,8,8,0,0,0,8.8
2014,REG,7,Greg Salas,WR,4,NYJ,DET,4,2,50,0,0,32,15,30,0,0,0,8
2014,REG,8,Greg Salas,WR,3,NYJ,CHI,3,2,67,0,0,51,19,28,0,0,0,7.6
2014,REG,9,Jeremy Kerley,WR,5,NYJ,LAC,6,3,50,0,0,11,4,8,0,0,0,5.4
2014,REG,10,David Nelson,WR,3,NYJ,CHI,7,3,43,0,0,8,2,5,0,2,0,4.5
2014,REG,11,Greg Salas,WR,5,NYJ,LAC,7,2,29,0,0,7,2,6,0,0,0,3.2
2014,REG,12,Eric Decker,WR,3,NYJ,CHI,1,1,100,0,0,19,19,19,0,0,0,2.9
2014,REG,13,David Nelson,WR,1,NYJ,OAK,1,1,100,0,0,17,17,17,0,0,0,2.7
2014,REG,14,Greg Salas,WR,1,NYJ,OAK,2,1,50,0,0,12,6,12,0,0,0,2.2
2014,REG,15,David Nelson,WR,5,NYJ,LAC,4,1,25,0,0,9,2,9,0,0,0,1.9
2014,REG,16,David Nelson,WR,4,NYJ,DET,1,1,100,0,0,7,7,7,0,0,0,1.7
2014,REG,17,David Nelson,WR,2,NYJ,GB,1,1,100,0,0,6,6,6,0,0,0,1.6
2014,REG,18,Jeremy Kerley,WR,4,NYJ,DET,3,1,33,0,0,3,1,3,0,0,0,1.3
2014,REG,19,Saalim Hakim,WR,1,NYJ,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Jalen Saunders,WR,1,NYJ,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Jalen Saunders,WR,2,NYJ,GB,0,0,0,0,0,0,0,0,0,1,0,0
2014,REG,22,Greg Salas,WR,2,NYJ,GB,2,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Saalim Hakim,WR,2,NYJ,GB,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Saalim Hakim,WR,3,NYJ,CHI,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,25,Walter Powell,WR,4,NYJ,DET,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,26,Saalim Hakim,WR,4,NYJ,DET,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,27,Saalim Hakim,WR,5,NYJ,LAC,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,28,Walter Powell,WR,5,NYJ,LAC,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,29,TJ Graham,WR,5,NYJ,LAC,1,0,0,0,0,0,0,0,0,0,0,0
2014,REG,30,Jalen Saunders,WR,3,NYJ,CHI,0,0,0,0,0,0,0,0,0,1,1,-1
2014,REG,1,James Jones,WR,2,OAK,HOU,14,9,64,0,0,42,8,12,0,2,1,28.2
2014,REG,2,Andre Holmes,WR,4,OAK,MIA,12,5,42,0,0,22,6,15,0,0,0,18.4
2014,REG,3,Rod Streater,WR,1,OAK,NYJ,7,5,71,0,0,17,7,9,0,0,0,15.6
2014,REG,4,James Jones,WR,4,OAK,MIA,6,6,100,0,0,30,14,14,0,0,0,14.3
2014,REG,5,James Jones,WR,1,OAK,NYJ,3,3,100,0,0,30,11,11,0,0,0,12.4
2014,REG,6,Andre Holmes,WR,2,OAK,HOU,7,5,71,0,0,15,6,9,0,0,0,9.5
2014,REG,7,James Jones,WR,3,OAK,NE,5,3,60,0,0,18,9,14,0,0,0,7.3
2014,REG,8,Rod Streater,WR,3,OAK,NE,3,3,100,0,0,14,11,11,0,0,0,6.2
2014,REG,9,Denarius Moore,WR,2,OAK,HOU,5,3,60,0,0,12,6,10,0,0,0,5.9
2014,REG,10,Denarius Moore,WR,3,OAK,NE,7,3,43,0,0,11,3,8,0,0,0,5.3
2014,REG,11,Vincent Brown,WR,4,OAK,MIA,4,3,75,0,0,14,6,7,0,0,0,5.2
2014,REG,12,Brice Butler,WR,4,OAK,MIA,3,2,67,0,0,15,10,15,0,0,0,5
2014,REG,13,Andre Holmes,WR,3,OAK,NE,2,1,50,0,0,29,15,29,0,0,0,3.9
2014,REG,14,Denarius Moore,WR,1,OAK,NYJ,8,2,25,0,0,8,1,4,0,0,0,2.8
2014,REG,15,Rod Streater,WR,2,OAK,HOU,3,1,33,0,0,6,2,6,0,0,0,1.6
2014,REG,16,Brice Butler,WR,2,OAK,HOU,2,1,50,0,0,-2,-1,-2,0,0,0,0.8
2014,REG,17,Andre Holmes,WR,1,OAK,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,18,Brice Butler,WR,3,OAK,NE,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,19,Vincent Brown,WR,3,OAK,NE,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Jeremy Maclin,WR,3,PHI,WAS,10,8,80,0,0,50,15,19,0,0,0,32.4
2014,REG,2,Jordan Matthews,WR,3,PHI,WAS,9,8,89,0,0,13,7,7,0,0,0,25.9
2014,REG,3,Jeremy Maclin,WR,1,PHI,JAX,10,4,40,0,0,68,10,24,0,0,0,19.7
2014,REG,4,Jeremy Maclin,WR,5,PHI,LAR,11,5,46,0,0,24,7,15,0,0,0,18.6
2014,REG,5,Jeremy Maclin,WR,2,PHI,IND,11,4,36,0,0,15,4,11,0,0,0,14.5
2014,REG,6,Riley Cooper,WR,5,PHI,LAR,5,4,80,0,0,14,7,8,0,0,0,13.3
2014,REG,7,Jeremy Maclin,WR,4,PHI,SF,16,5,31,0,0,22,4,14,0,0,0,11.8
2014,REG,8,Riley Cooper,WR,4,PHI,SF,8,6,75,0,0,12,7,9,0,1,1,10.4
2014,REG,9,Jordan Matthews,WR,5,PHI,LAR,7,4,57,0,0,12,5,9,0,0,0,7.5
2014,REG,10,Riley Cooper,WR,3,PHI,WAS,7,4,57,0,0,21,5,9,0,0,0,7.4
2014,REG,11,Riley Cooper,WR,1,PHI,JAX,7,4,57,0,0,13,4,7,0,0,0,6.9
2014,REG,12,Jordan Matthews,WR,4,PHI,SF,7,4,57,0,0,11,4,7,0,0,0,6.8
2014,REG,13,Jordan Matthews,WR,1,PHI,JAX,4,2,50,0,0,30,9,19,0,0,0,5.7
2014,REG,14,Jordan Matthews,WR,2,PHI,IND,4,1,25,0,0,17,4,17,0,0,0,2.7
2014,REG,15,Jeff Maehl,WR,3,PHI,WAS,1,1,100,0,0,15,15,15,0,0,0,2.5
2014,REG,16,Jeff Maehl,WR,1,PHI,JAX,1,1,100,0,0,12,12,12,0,0,0,2.2
2014,REG,17,Riley Cooper,WR,2,PHI,IND,3,1,33,0,0,8,3,8,0,0,0,1.8
2014,REG,18,Josh Huff,WR,5,PHI,LAR,1,1,100,0,0,4,4,4,0,0,0,1.4
2014,REG,19,Brad Smith,WR,1,PHI,JAX,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Brad Smith,WR,2,PHI,IND,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Jeff Maehl,WR,2,PHI,IND,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,22,Brad Smith,WR,3,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Brad Smith,WR,4,PHI,SF,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Jeff Maehl,WR,4,PHI,SF,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,25,Brad Smith,WR,5,PHI,LAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Antonio Brown,WR,4,PIT,TB,11,7,64,0,0,27,12,19,0,0,0,35.78
2014,REG,2,Antonio Brown,WR,3,PIT,CAR,10,10,100,0,0,30,9,9,0,0,0,31
2014,REG,3,Antonio Brown,WR,1,PIT,CLE,6,5,83,0,0,41,19,23,0,0,0,25.6
2014,REG,4,Antonio Brown,WR,2,PIT,BAL,12,7,58,10,0,27,8,13,2,0,0,17
2014,REG,5,Markus Wheaton,WR,1,PIT,CLE,7,6,86,0,0,40,14,16,0,0,0,15.7
2014,REG,6,Antonio Brown,WR,5,PIT,JAX,12,5,42,0,0,30,7,17,0,0,0,13.4
2014,REG,7,Markus Wheaton,WR,2,PIT,BAL,8,5,63,22,0,14,5,8,2,0,0,11
2014,REG,8,Markus Wheaton,WR,4,PIT,TB,6,4,67,-7,0,31,10,14,1,0,0,9
2014,REG,9,Markus Wheaton,WR,3,PIT,CAR,5,4,80,0,0,15,7,9,0,0,0,7.5
2014,REG,10,Justin Brown,WR,1,PIT,CLE,4,3,75,0,0,18,10,13,0,0,0,6.8
2014,REG,11,Justin Brown,WR,5,PIT,JAX,3,3,100,0,0,11,9,9,0,0,0,5.6
2014,REG,12,Lance Moore,WR,5,PIT,JAX,1,1,100,0,0,26,26,26,0,0,0,3.6
2014,REG,13,Justin Brown,WR,3,PIT,CAR,4,2,50,0,0,6,3,5,0,0,0,3
2014,REG,14,Markus Wheaton,WR,5,PIT,JAX,2,1,50,0,0,17,9,17,0,0,0,2.7
2014,REG,15,Lance Moore,WR,4,PIT,TB,1,1,100,0,0,12,12,12,0,0,0,2.2
2014,REG,16,Justin Brown,WR,4,PIT,TB,2,1,50,0,0,5,3,5,0,0,0,1.5
2014,REG,17,Darrius Heyward-Bey,WR,5,PIT,JAX,1,1,100,0,0,0,0,0,0,0,0,1
2014,REG,18,Justin Brown,WR,2,PIT,BAL,4,1,25,0,0,6,2,6,0,1,1,0.6
2014,REG,19,Darrius Heyward-Bey,WR,1,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Darrius Heyward-Bey,WR,2,PIT,BAL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Lance Moore,WR,3,PIT,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,22,Darrius Heyward-Bey,WR,3,PIT,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Darrius Heyward-Bey,WR,4,PIT,TB,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Percy Harvin,WR,1,SEA,GB,7,7,100,41,0,33,8,8,4,1,0,17
2014,REG,2,Ricardo Lockette,WR,1,SEA,GB,3,2,67,0,0,33,13,19,0,0,0,11.8
2014,REG,3,Percy Harvin,WR,3,SEA,DEN,9,7,78,0,0,11,5,6,0,0,0,11.2
2014,REG,4,Percy Harvin,WR,2,SEA,LAC,1,1,100,45,1,5,5,5,2,1,1,11
2014,REG,5,Ricardo Lockette,WR,3,SEA,DEN,1,1,100,0,0,39,39,39,0,0,0,10.9
2014,REG,6,Jermaine Kearse,WR,2,SEA,LAC,5,4,80,0,0,30,12,15,0,0,0,10.1
2014,REG,7,Doug Baldwin,WR,3,SEA,DEN,5,4,80,0,0,16,11,14,0,0,0,9.6
2014,REG,8,Doug Baldwin,WR,5,SEA,WAS,5,4,80,0,0,20,10,13,0,0,0,9
2014,REG,9,Jermaine Kearse,WR,5,SEA,WAS,2,1,50,0,0,15,8,15,0,0,0,8.5
2014,REG,10,Percy Harvin,WR,5,SEA,WAS,5,4,80,7,0,13,5,7,2,0,0,7.4
2014,REG,11,Doug Baldwin,WR,2,SEA,LAC,6,3,50,0,0,16,6,12,0,0,0,6.5
2014,REG,12,Jermaine Kearse,WR,3,SEA,DEN,2,2,100,0,0,12,11,11,0,0,0,4.88
2014,REG,13,Doug Baldwin,WR,1,SEA,GB,5,3,60,0,0,6,3,5,0,0,0,4.4
2014,REG,14,Bryan Walters,WR,3,SEA,DEN,5,2,40,0,0,11,4,11,0,0,0,4.2
2014,REG,15,Bryan Walters,WR,2,SEA,LAC,2,2,100,0,0,17,9,9,0,0,0,3.7
2014,REG,16,Jermaine Kearse,WR,1,SEA,GB,3,1,33,0,0,8,3,8,0,0,0,1.8
2014,REG,17,Paul Richardson,WR,3,SEA,DEN,1,1,100,0,0,7,7,7,0,0,0,1.7
2014,REG,18,Ricardo Lockette,WR,2,SEA,LAC,1,0,0,2,0,0,0,0,1,0,0,0.2
2014,REG,19,Paul Richardson,WR,1,SEA,GB,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Bryan Walters,WR,1,SEA,GB,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Paul Richardson,WR,2,SEA,LAC,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,22,Bryan Walters,WR,5,SEA,WAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Ricardo Lockette,WR,5,SEA,WAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Paul Richardson,WR,5,SEA,WAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Michael Crabtree,WR,3,SF,ARI,11,10,91,4,0,20,7,8,1,0,0,24.4
2014,REG,2,Steve Johnson,WR,3,SF,ARI,9,9,100,0,0,32,11,11,0,0,0,22.3
2014,REG,3,Michael Crabtree,WR,2,SF,CHI,9,7,78,0,0,24,9,12,0,0,0,21.2
2014,REG,4,Anquan Boldin,WR,1,SF,DAL,9,8,89,0,0,37,11,12,0,0,0,17.9
2014,REG,5,Anquan Boldin,WR,5,SF,KC,8,4,50,0,0,27,9,18,0,0,0,11.2
2014,REG,6,Anquan Boldin,WR,4,SF,PHI,7,5,71,0,0,23,9,12,0,0,0,11.2
2014,REG,7,Brandon Lloyd,WR,5,SF,KC,5,3,60,0,0,38,15,25,0,0,0,10.6
2014,REG,8,Anquan Boldin,WR,3,SF,ARI,6,6,100,0,0,7,6,6,0,0,0,9.6
2014,REG,9,Michael Crabtree,WR,4,SF,PHI,8,5,63,0,0,25,5,9,0,0,0,9.3
2014,REG,10,Steve Johnson,WR,4,SF,PHI,2,1,50,0,0,12,6,12,0,0,0,8.2
2014,REG,11,Steve Johnson,WR,5,SF,KC,2,1,50,0,0,9,5,9,0,0,0,7.9
2014,REG,12,Anquan Boldin,WR,2,SF,CHI,6,2,33,0,0,21,6,17,0,0,0,5.4
2014,REG,13,Steve Johnson,WR,1,SF,DAL,2,2,100,0,0,21,17,17,0,0,0,5.3
2014,REG,14,Brandon Lloyd,WR,4,SF,PHI,5,2,40,0,0,23,6,14,0,0,0,4.8
2014,REG,15,Steve Johnson,WR,2,SF,CHI,4,2,50,0,0,20,7,13,0,0,0,4.6
2014,REG,16,Michael Crabtree,WR,1,SF,DAL,4,2,50,0,0,13,6,13,0,0,0,4.5
2014,REG,17,Michael Crabtree,WR,5,SF,KC,4,1,25,0,0,16,4,16,0,0,0,2.6
2014,REG,18,Bruce Ellington,WR,4,SF,PHI,0,0,0,15,0,0,0,0,1,0,0,1.5
2014,REG,19,Brandon Lloyd,WR,3,SF,ARI,4,1,25,0,0,5,1,5,0,0,0,1.5
2014,REG,20,Bruce Ellington,WR,5,SF,KC,1,1,100,0,0,1,1,1,1,0,0,1.1
2014,REG,21,Bruce Ellington,WR,3,SF,ARI,1,0,0,1,0,0,0,0,1,0,0,0.1
2014,REG,22,Brandon Lloyd,WR,1,SF,DAL,1,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Bruce Ellington,WR,1,SF,DAL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Bruce Ellington,WR,2,SF,CHI,1,0,0,0,0,0,0,0,0,1,0,0
2014,REG,25,Kassim Osgood,WR,2,SF,CHI,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,26,Kassim Osgood,WR,3,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,27,Kassim Osgood,WR,4,SF,PHI,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,28,Kassim Osgood,WR,5,SF,KC,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Vincent Jackson,WR,5,TB,NO,12,8,67,0,0,34,12,18,0,0,0,25.4
2014,REG,2,Mike Evans,WR,4,TB,PIT,7,4,57,0,0,40,9,16,0,0,0,16.5
2014,REG,3,Louis Murphy,WR,4,TB,PIT,11,6,55,0,0,41,9,17,0,0,0,15.9
2014,REG,4,Louis Murphy,WR,5,TB,NO,7,3,43,0,0,20,5,12,0,1,0,12.5
2014,REG,5,Vincent Jackson,WR,4,TB,PIT,10,3,30,0,0,18,3,11,0,0,0,12.2
2014,REG,6,Chris Owusu,WR,1,TB,CAR,2,2,100,0,0,19,10,10,0,0,0,10
2014,REG,7,Vincent Jackson,WR,3,TB,ATL,9,2,22,0,0,12,2,8,0,0,0,9.5
2014,REG,8,Mike Evans,WR,3,TB,ATL,7,4,57,0,0,36,7,13,0,0,0,9.2
2014,REG,9,Vincent Jackson,WR,2,TB,LAR,7,4,57,0,0,20,7,13,0,0,0,9.1
2014,REG,10,Mike Evans,WR,2,TB,LAR,4,4,100,0,0,29,12,12,0,0,0,8.9
2014,REG,11,Mike Evans,WR,1,TB,CAR,9,5,56,0,0,11,4,7,0,0,0,8.7
2014,REG,12,Robert Herron,WR,5,TB,NO,1,1,100,0,0,9,9,9,0,0,0,7.9
2014,REG,13,Vincent Jackson,WR,1,TB,CAR,9,4,44,0,0,15,4,9,0,0,0,7.6
2014,REG,14,Russell Shepard,WR,4,TB,PIT,2,2,100,0,0,22,15,15,0,0,0,5
2014,REG,15,Robert Herron,WR,2,TB,LAR,3,2,67,0,0,8,4,7,0,0,0,3.3
2014,REG,16,Solomon Patton,WR,4,TB,PIT,0,0,0,19,0,0,0,0,1,0,0,1.9
2014,REG,17,Robert Herron,WR,3,TB,ATL,3,1,33,0,0,5,2,5,0,0,0,1.5
2014,REG,18,Solomon Patton,WR,1,TB,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,19,Russell Shepard,WR,1,TB,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Robert Herron,WR,1,TB,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,21,Solomon Patton,WR,2,TB,LAR,0,0,0,0,0,0,0,0,0,1,0,0
2014,REG,22,Chris Owusu,WR,2,TB,LAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,23,Russell Shepard,WR,2,TB,LAR,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,24,Solomon Patton,WR,3,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,25,Russell Shepard,WR,3,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,26,Chris Owusu,WR,3,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,27,Solomon Patton,WR,5,TB,NO,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,28,Russell Shepard,WR,5,TB,NO,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Kendall Wright,WR,5,TEN,CLE,8,6,75,43,0,16,6,8,2,0,0,27
2014,REG,2,Justin Hunter,WR,5,TEN,CLE,5,3,60,0,0,75,20,33,0,0,0,18.9
2014,REG,3,Kendall Wright,WR,1,TEN,KC,7,6,86,0,0,14,7,8,0,0,0,16.6
2014,REG,4,Nate Washington,WR,1,TEN,KC,6,4,67,0,0,19,10,15,0,0,0,9.9
2014,REG,5,Nate Washington,WR,5,TEN,CLE,7,4,57,0,0,20,8,14,0,0,0,9.7
2014,REG,6,Kendall Wright,WR,4,TEN,IND,8,5,63,0,0,18,7,11,0,1,1,9.5
2014,REG,7,Kendall Wright,WR,3,TEN,CIN,10,5,50,0,0,28,4,9,0,0,0,9.4
2014,REG,8,Justin Hunter,WR,1,TEN,KC,8,3,38,0,0,39,8,21,0,0,0,9.3
2014,REG,9,Justin Hunter,WR,3,TEN,CIN,7,3,43,0,0,19,5,12,0,0,0,6.7
2014,REG,10,Kendall Wright,WR,2,TEN,DAL,5,3,60,0,0,12,6,10,0,0,0,6.1
2014,REG,11,Justin Hunter,WR,2,TEN,DAL,6,2,33,0,0,23,4,13,0,0,0,4.6
2014,REG,12,Derek Hagan,WR,2,TEN,DAL,1,1,100,0,0,25,25,25,0,0,0,3.5
2014,REG,13,Nate Washington,WR,4,TEN,IND,4,1,25,0,0,20,5,20,0,0,0,3
2014,REG,14,Justin Hunter,WR,4,TEN,IND,5,1,20,0,0,12,2,12,0,0,0,2.2
2014,REG,15,Derek Hagan,WR,1,TEN,KC,1,1,100,0,0,9,9,9,0,0,0,1.9
2014,REG,16,Nate Washington,WR,2,TEN,DAL,6,1,17,0,0,1,0,1,0,0,0,1.1
2014,REG,17,Nate Washington,WR,3,TEN,CIN,3,0,0,0,0,0,0,0,0,0,0,0
2014,REG,18,Derek Hagan,WR,3,TEN,CIN,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,19,Derek Hagan,WR,4,TEN,IND,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,20,Derek Hagan,WR,5,TEN,CLE,0,0,0,0,0,0,0,0,0,0,0,0
2014,REG,1,Pierre Garcon,WR,3,WAS,PHI,16,11,69,0,0,43,9,13,0,0,0,33.8
2014,REG,2,DeSean Jackson,WR,5,WAS,SEA,11,5,46,0,0,60,14,31,0,0,0,29.7
2014,REG,3,DeSean Jackson,WR,3,WAS,PHI,11,5,46,0,0,81,11,23,0,0,0,25.7
2014,REG,4,Pierre Garcon,WR,1,WAS,HOU,12,10,83,0,0,15,6,8,0,0,0,17.7
2014,REG,5,Andre Roberts,WR,5,WAS,SEA,9,5,56,0,0,7,3,6,0,0,0,13.9
2014,REG,6,DeSean Jackson,WR,1,WAS,HOU,9,8,89,-9,0,17,7,8,1,0,0,13.3
2014,REG,7,Andre Roberts,WR,2,WAS,JAX,5,4,80,19,0,31,11,14,1,0,0,11.6
2014,REG,8,Ryan Grant,WR,2,WAS,JAX,8,5,63,0,0,21,7,11,0,0,0,10.7
