Year,Season,Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,YdsPTarget,YdsPRec,Rush,Fum,Lost,FantasyPts
2011,REG,20,Dane Sanzenbacher,WR,12,CHI,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,21,Devin Hester,WR,12,CHI,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Roy Williams,WR,13,CHI,KC,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Dane Sanzenbacher,WR,13,CHI,KC,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,24,Sam Hurd,WR,13,CHI,KC,2,0,0,0,0,0,0,0,0,0,0,0
2011,REG,25,Earl Bennett,WR,14,CHI,DEN,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,26,Devin Hester,WR,14,CHI,DEN,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,27,Dane Sanzenbacher,WR,14,CHI,DEN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,28,Sam Hurd,WR,14,CHI,DEN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,29,Devin Hester,WR,15,CHI,SEA,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Jerome Simpson,WR,11,CIN,BAL,13,8,62,0,0,47,12,19,0,0,0,26.2
2011,REG,2,AJ Green,WR,13,CIN,PIT,11,6,55,15,0,43,8,15,1,0,0,22.2
2011,REG,3,AJ Green,WR,15,CIN,LAR,9,6,67,0,0,55,13,19,0,0,0,20.5
2011,REG,4,AJ Green,WR,12,CIN,CLE,4,3,75,0,0,51,28,37,0,0,0,17
2011,REG,5,Andre Caldwell,WR,11,CIN,BAL,9,3,33,0,0,49,7,21,0,0,0,15.3
2011,REG,6,Jerome Simpson,WR,14,CIN,HOU,6,2,33,0,0,21,6,19,0,0,0,11.8
2011,REG,7,AJ Green,WR,14,CIN,HOU,7,5,71,0,0,36,8,12,0,0,0,10.9
2011,REG,8,Andrew Hawkins,WR,11,CIN,BAL,8,4,50,0,0,19,6,12,0,0,0,8.7
2011,REG,9,Andre Caldwell,WR,12,CIN,CLE,3,3,100,0,0,16,8,8,0,0,0,5.4
2011,REG,10,Andrew Hawkins,WR,12,CIN,CLE,3,2,67,0,0,19,9,14,0,0,0,4.7
2011,REG,11,Andrew Hawkins,WR,14,CIN,HOU,1,1,100,4,0,22,22,22,1,0,0,3.6
2011,REG,12,Jerome Simpson,WR,12,CIN,CLE,5,2,40,0,0,9,3,8,0,0,0,3.5
2011,REG,13,Jerome Simpson,WR,15,CIN,LAR,5,2,40,0,0,10,3,7,0,0,0,3.4
2011,REG,14,Andre Caldwell,WR,14,CIN,HOU,3,2,67,0,0,8,3,5,0,0,0,3
2011,REG,15,Andrew Hawkins,WR,15,CIN,LAR,2,1,50,8,0,10,5,10,1,0,0,2.8
2011,REG,16,Andrew Hawkins,WR,13,CIN,PIT,2,1,50,0,0,8,4,8,0,0,0,1.8
2011,REG,17,Ryan Whalen,WR,15,CIN,LAR,1,1,100,0,0,7,7,7,0,0,0,1.7
2011,REG,18,Brandon Tate,WR,11,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,19,Brandon Tate,WR,12,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,20,Jerome Simpson,WR,13,CIN,PIT,3,0,0,0,0,0,0,0,0,0,0,0
2011,REG,21,Andre Caldwell,WR,13,CIN,PIT,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Brandon Tate,WR,14,CIN,HOU,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Brandon Tate,WR,15,CIN,LAR,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,24,Brandon Tate,WR,13,CIN,PIT,0,0,0,0,0,0,0,0,0,1,1,-1
2011,REG,1,Greg Little,WR,15,CLE,ARI,9,5,56,0,0,76,15,26,0,0,0,27.1
2011,REG,2,Greg Little,WR,12,CLE,CIN,13,5,39,13,0,19,4,11,1,0,0,18
2011,REG,3,Jordan Norwood,WR,12,CLE,CIN,5,4,80,0,0,36,14,17,0,0,0,16.9
2011,REG,4,Joshua Cribbs,WR,11,CLE,JAX,3,3,100,2,0,13,7,7,1,0,0,11.2
2011,REG,5,Greg Little,WR,11,CLE,JAX,8,5,63,0,0,22,7,12,0,0,0,10.9
2011,REG,6,Mohamed Massaquoi,WR,14,CLE,PIT,7,3,43,0,0,25,6,15,0,0,0,7.4
2011,REG,7,Mohamed Massaquoi,WR,15,CLE,ARI,5,3,60,0,0,29,8,14,0,0,0,7.2
2011,REG,8,Jordan Norwood,WR,11,CLE,JAX,2,1,50,0,0,51,26,51,0,0,0,6.1
2011,REG,9,Joshua Cribbs,WR,14,CLE,PIT,2,2,100,3,0,25,19,19,1,0,0,6.1
2011,REG,10,Jordan Norwood,WR,13,CLE,BAL,5,3,60,0,0,11,6,10,0,0,0,5.9
2011,REG,11,Jordan Norwood,WR,15,CLE,ARI,6,3,50,0,0,8,4,7,0,0,0,5.1
2011,REG,12,Greg Little,WR,13,CLE,BAL,7,3,43,0,0,8,3,6,0,0,0,4.8
2011,REG,13,Greg Little,WR,14,CLE,PIT,6,2,33,0,0,17,4,13,0,0,0,4.5
2011,REG,14,Jordan Norwood,WR,14,CLE,PIT,4,2,50,0,0,14,5,11,0,1,0,4.1
2011,REG,15,Mohamed Massaquoi,WR,11,CLE,JAX,2,2,100,0,0,13,10,10,0,0,0,3.9
2011,REG,16,Joshua Cribbs,WR,12,CLE,CIN,4,1,25,2,0,8,2,8,1,0,0,2
2011,REG,17,Mohamed Massaquoi,WR,13,CLE,BAL,5,1,20,0,0,7,1,7,0,0,0,1.7
2011,REG,18,Joshua Cribbs,WR,15,CLE,ARI,1,1,100,0,0,3,3,3,0,0,0,1.3
2011,REG,19,Carlton Mitchell,WR,11,CLE,JAX,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,20,Mohamed Massaquoi,WR,12,CLE,CIN,3,0,0,0,0,0,0,0,0,0,0,0
2011,REG,21,Carlton Mitchell,WR,12,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Joshua Cribbs,WR,13,CLE,BAL,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Carlton Mitchell,WR,13,CLE,BAL,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,24,Carlton Mitchell,WR,14,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,25,Carlton Mitchell,WR,15,CLE,ARI,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Laurent Robinson,WR,12,DAL,MIA,12,7,58,0,0,22,7,11,0,0,0,26.9
2011,REG,2,Laurent Robinson,WR,14,DAL,NYG,5,4,80,0,0,74,27,34,0,0,0,26.7
2011,REG,3,Dez Bryant,WR,13,DAL,ARI,14,8,57,0,0,24,6,11,0,1,0,22.6
2011,REG,4,Miles Austin,WR,14,DAL,NYG,7,4,57,5,0,23,9,16,1,0,0,16.8
2011,REG,5,Miles Austin,WR,15,DAL,TB,8,5,63,0,0,19,7,11,0,0,0,16.3
2011,REG,6,Dez Bryant,WR,11,DAL,WAS,8,3,38,0,0,26,9,23,0,0,0,15.8
2011,REG,7,Dez Bryant,WR,15,DAL,TB,4,4,100,0,0,16,10,10,0,0,0,14
2011,REG,8,Laurent Robinson,WR,11,DAL,WAS,11,4,36,0,0,10,3,9,0,0,0,13.4
2011,REG,9,Dez Bryant,WR,14,DAL,NYG,2,1,50,0,0,50,25,50,0,0,0,12
2011,REG,10,Laurent Robinson,WR,15,DAL,TB,3,3,100,0,0,11,10,10,0,0,0,11.9
2011,REG,11,Laurent Robinson,WR,13,DAL,ARI,6,4,67,0,0,36,12,18,0,0,0,11.2
2011,REG,12,Dez Bryant,WR,12,DAL,MIA,6,3,50,0,0,18,6,12,0,0,0,6.5
2011,REG,13,Kevin Ogletree,WR,13,DAL,ARI,5,3,60,0,0,11,5,8,0,0,0,5.5
2011,REG,14,Jesse Holley,WR,13,DAL,ARI,2,2,100,0,0,18,16,16,0,0,0,5.1
2011,REG,15,Jesse Holley,WR,11,DAL,WAS,1,1,100,0,0,17,17,17,0,0,0,2.7
2011,REG,16,Kevin Ogletree,WR,11,DAL,WAS,2,1,50,0,0,12,6,12,0,0,0,2.2
2011,REG,17,Kevin Ogletree,WR,15,DAL,TB,1,1,100,0,0,4,4,4,0,0,0,1.4
2011,REG,18,Jesse Holley,WR,12,DAL,MIA,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,19,Kevin Ogletree,WR,12,DAL,MIA,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,20,Jesse Holley,WR,14,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,21,Kevin Ogletree,WR,14,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Jesse Holley,WR,15,DAL,TB,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Demaryius Thomas,WR,13,DEN,MIN,7,4,57,0,0,42,21,36,0,0,0,33.4
2011,REG,2,Demaryius Thomas,WR,15,DEN,NE,13,7,54,0,0,39,9,17,0,0,0,21.6
2011,REG,3,Demaryius Thomas,WR,14,DEN,CHI,13,7,54,5,0,16,6,11,1,0,0,21.3
2011,REG,4,Eric Decker,WR,12,DEN,LAC,6,3,50,0,0,39,11,22,0,0,0,15.5
2011,REG,5,Matt Willis,WR,14,DEN,CHI,8,4,50,0,0,23,9,19,0,0,0,11.5
2011,REG,6,Eric Decker,WR,14,DEN,CHI,7,3,43,0,0,23,5,11,0,0,0,6.3
2011,REG,7,Demaryius Thomas,WR,11,DEN,NYJ,6,2,33,0,0,28,6,19,0,0,0,5.7
2011,REG,8,Eddie Royal,WR,11,DEN,NYJ,4,3,75,10,0,8,4,5,1,0,0,5.5
2011,REG,9,Eric Decker,WR,13,DEN,MIN,4,2,50,0,0,17,6,13,0,0,0,4.5
2011,REG,10,Eric Decker,WR,15,DEN,NE,2,1,50,0,0,22,11,22,0,0,0,3.2
2011,REG,11,Matt Willis,WR,12,DEN,LAC,3,2,67,0,0,14,4,6,0,0,0,3.2
2011,REG,12,Matt Willis,WR,15,DEN,NE,2,1,50,0,0,15,8,15,0,0,0,2.5
2011,REG,13,Matt Willis,WR,13,DEN,MIN,1,1,100,0,0,12,12,12,0,1,0,2.2
2011,REG,14,Eddie Royal,WR,13,DEN,MIN,1,1,100,0,0,7,7,7,0,0,0,1.7
2011,REG,15,Eddie Royal,WR,12,DEN,LAC,2,0,0,1,0,0,0,0,1,0,0,0.1
2011,REG,16,Eric Decker,WR,11,DEN,NYJ,5,0,0,0,0,0,0,0,0,0,0,0
2011,REG,17,Matt Willis,WR,11,DEN,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,18,Demaryius Thomas,WR,12,DEN,LAC,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,19,DeMarco Cosby,WR,13,DEN,MIN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,20,DeMarco Cosby,WR,14,DEN,CHI,0,0,0,0,0,0,0,0,0,1,0,0
2011,REG,21,Eddie Royal,WR,15,DEN,NE,2,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,DeMarco Cosby,WR,15,DEN,NE,0,0,0,0,0,0,0,0,0,1,1,-1
2011,REG,1,Calvin Johnson,WR,15,DET,OAK,14,9,64,0,0,51,15,24,0,0,0,45.4
2011,REG,2,Nate Burleson,WR,15,DET,OAK,11,7,64,0,0,39,7,12,0,0,0,21.1
2011,REG,3,Nate Burleson,WR,11,DET,CAR,7,7,100,0,0,16,9,9,0,0,0,19.3
2011,REG,4,Titus Young,WR,14,DET,MIN,7,4,57,0,0,57,12,22,0,0,0,18.7
2011,REG,5,Calvin Johnson,WR,12,DET,GB,8,4,50,0,0,23,6,12,0,0,0,14.9
2011,REG,6,Nate Burleson,WR,13,DET,NO,8,5,63,0,0,47,12,19,0,0,0,14.3
2011,REG,7,Calvin Johnson,WR,11,DET,CAR,8,5,63,0,0,30,11,18,0,0,0,13.9
2011,REG,8,Titus Young,WR,15,DET,OAK,10,5,50,4,0,13,2,4,1,0,0,13.5
2011,REG,9,Calvin Johnson,WR,13,DET,NO,8,6,75,0,0,22,9,12,0,0,0,12.9
2011,REG,10,Nate Burleson,WR,12,DET,GB,7,5,71,11,0,15,6,8,1,0,0,10
2011,REG,11,Titus Young,WR,11,DET,CAR,3,2,67,0,0,11,5,7,0,0,0,9.4
2011,REG,12,Titus Young,WR,13,DET,NO,2,2,100,11,0,49,30,30,1,0,0,9.1
2011,REG,13,Calvin Johnson,WR,14,DET,MIN,4,3,75,11,0,14,7,10,1,0,0,7
2011,REG,14,Nate Burleson,WR,14,DET,MIN,6,3,50,1,0,14,4,8,1,0,0,5.6
2011,REG,15,Rashied Davis,WR,11,DET,CAR,2,2,100,0,0,15,14,14,0,0,0,4.7
2011,REG,16,Titus Young,WR,12,DET,GB,3,1,33,0,0,13,4,13,0,0,0,4.3
2011,REG,17,Stefan Logan,WR,15,DET,OAK,1,1,100,5,0,19,19,19,1,0,0,3.4
2011,REG,18,Rashied Davis,WR,13,DET,NO,1,1,100,0,0,22,22,22,0,0,0,3.2
2011,REG,19,Maurice Stovall,WR,11,DET,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,20,Stefan Logan,WR,12,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,21,Maurice Stovall,WR,12,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Rashied Davis,WR,12,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Stefan Logan,WR,13,DET,NO,0,0,0,0,0,0,0,0,1,0,0,0
2011,REG,24,Maurice Stovall,WR,13,DET,NO,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,25,Stefan Logan,WR,14,DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,26,Maurice Stovall,WR,14,DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,27,Rashied Davis,WR,14,DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,28,Maurice Stovall,WR,15,DET,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,29,Rashied Davis,WR,15,DET,OAK,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,30,Stefan Logan,WR,11,DET,CAR,0,0,0,-2,0,0,0,0,1,0,0,-0.2
2011,REG,1,Jordy Nelson,WR,11,GB,TB,7,6,86,0,0,40,18,21,0,0,0,33.3
2011,REG,2,Greg Jennings,WR,13,GB,NYG,14,7,50,0,0,20,7,13,0,0,0,22.4
2011,REG,3,Donald Driver,WR,13,GB,NYG,4,4,100,0,0,13,9,9,0,0,0,19.4
2011,REG,4,James Jones,WR,12,GB,DET,4,3,75,0,0,65,24,31,0,0,0,18.4
2011,REG,5,Greg Jennings,WR,12,GB,DET,5,5,100,0,0,31,15,15,0,0,0,18.4
2011,REG,6,Jordy Nelson,WR,14,GB,OAK,7,3,43,0,0,37,12,27,0,0,0,17.1
2011,REG,7,Jordy Nelson,WR,13,GB,NYG,4,4,100,0,0,33,24,24,0,0,0,13.4
2011,REG,8,Donald Driver,WR,14,GB,OAK,6,4,67,0,0,28,13,19,0,0,0,11.5
2011,REG,9,Donald Driver,WR,11,GB,TB,5,4,80,0,0,35,14,18,0,0,0,11.2
2011,REG,10,Randall Cobb,WR,15,GB,KC,4,4,100,4,0,16,13,13,1,0,0,9.7
2011,REG,11,Donald Driver,WR,15,GB,KC,4,2,50,0,0,5,2,4,0,0,0,8.7
2011,REG,12,Jordy Nelson,WR,12,GB,DET,6,4,67,0,0,15,4,7,0,0,0,6.6
2011,REG,13,Randall Cobb,WR,14,GB,OAK,2,2,100,0,0,26,23,23,0,0,0,6.5
2011,REG,14,James Jones,WR,14,GB,OAK,3,2,67,0,0,21,10,15,0,0,0,4.9
2011,REG,15,Jordy Nelson,WR,15,GB,KC,4,2,50,0,0,22,7,15,0,0,0,4.9
2011,REG,16,Randall Cobb,WR,12,GB,DET,4,2,50,0,0,12,5,11,0,0,0,4.1
2011,REG,17,Greg Jennings,WR,14,GB,OAK,5,2,40,0,0,12,4,10,0,0,0,4
2011,REG,18,James Jones,WR,15,GB,KC,4,2,50,0,0,9,4,9,0,0,0,3.7
2011,REG,19,Greg Jennings,WR,11,GB,TB,6,2,33,0,0,4,1,3,0,0,0,2.6
2011,REG,20,Donald Driver,WR,12,GB,DET,2,1,50,0,0,15,8,15,0,0,0,2.5
2011,REG,21,Randall Cobb,WR,11,GB,TB,1,1,100,0,0,11,11,11,0,0,0,2.1
2011,REG,22,James Jones,WR,11,GB,TB,3,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Randall Cobb,WR,13,GB,NYG,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,24,James Jones,WR,13,GB,NYG,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Kevin Walter,WR,14,HOU,CIN,10,6,60,0,0,19,8,13,0,0,0,19.6
2011,REG,2,Andre Johnson,WR,13,HOU,ATL,9,4,44,0,0,50,11,24,0,0,0,13.7
2011,REG,3,Jacoby Jones,WR,14,HOU,CIN,6,3,50,0,0,18,7,13,0,0,0,6.9
2011,REG,4,Kevin Walter,WR,15,HOU,CAR,4,2,50,0,0,19,7,13,0,0,0,4.6
2011,REG,5,Bryant Johnson,WR,15,HOU,CAR,4,2,50,0,0,18,6,12,0,0,0,4.3
2011,REG,6,Andre Johnson,WR,12,HOU,JAX,3,2,67,0,0,14,7,11,0,0,0,4.2
2011,REG,7,Kevin Walter,WR,12,HOU,JAX,2,2,100,0,0,8,8,8,0,0,0,3.5
2011,REG,8,Jacoby Jones,WR,15,HOU,CAR,2,1,50,0,0,24,12,24,0,0,0,3.4
2011,REG,9,Kevin Walter,WR,13,HOU,ATL,4,1,25,0,0,12,3,12,0,0,0,2.2
2011,REG,10,Jacoby Jones,WR,12,HOU,JAX,2,1,50,0,0,10,5,10,0,0,0,2
2011,REG,11,Derrick Mason,WR,12,HOU,JAX,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,12,Bryant Johnson,WR,12,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,13,Jacoby Jones,WR,13,HOU,ATL,2,0,0,0,0,0,0,0,0,0,0,0
2011,REG,14,Bryant Johnson,WR,13,HOU,ATL,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,15,Derrick Mason,WR,14,HOU,CIN,3,0,0,0,0,0,0,0,0,0,0,0
2011,REG,16,Bryant Johnson,WR,14,HOU,CIN,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,17,Jeff Maehl,WR,15,HOU,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Pierre Garcon,WR,13,IND,NE,12,9,75,0,0,40,13,17,0,0,0,39
2011,REG,2,Reggie Wayne,WR,12,IND,CAR,7,5,71,0,0,56,17,24,0,0,0,26.2
2011,REG,3,Austin Collie,WR,13,IND,NE,8,7,88,0,0,23,9,10,0,0,0,14
2011,REG,4,Reggie Wayne,WR,15,IND,TEN,3,3,100,0,0,18,11,11,0,0,0,12.3
2011,REG,5,Reggie Wayne,WR,13,IND,NE,6,5,83,0,0,15,9,11,0,0,0,10.5
2011,REG,6,Pierre Garcon,WR,14,IND,BAL,12,5,42,0,0,12,4,9,0,0,0,9.6
2011,REG,7,Reggie Wayne,WR,14,IND,BAL,8,4,50,0,0,12,5,10,0,0,0,8.1
2011,REG,8,Pierre Garcon,WR,12,IND,CAR,8,3,38,2,0,15,4,11,2,0,0,6.6
2011,REG,9,Austin Collie,WR,14,IND,BAL,5,4,80,0,0,9,5,6,0,0,0,6.5
2011,REG,10,Austin Collie,WR,12,IND,CAR,7,3,43,0,0,12,4,9,0,0,0,5.8
2011,REG,11,Pierre Garcon,WR,15,IND,TEN,4,2,50,8,0,17,6,12,1,1,1,4.2
2011,REG,12,Anthony Gonzalez,WR,12,IND,CAR,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,13,Anthony Gonzalez,WR,13,IND,NE,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,14,Anthony Gonzalez,WR,15,IND,TEN,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,15,Austin Collie,WR,15,IND,TEN,2,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Chastin West,WR,15,JAX,ATL,7,3,43,0,0,16,5,13,0,0,0,12.8
2011,REG,2,Jarett Dillard,WR,14,JAX,TB,6,5,83,0,0,22,8,9,0,0,0,9.5
2011,REG,3,Jason Hill,WR,11,JAX,CLE,7,3,43,0,0,28,7,16,0,0,0,7.9
2011,REG,4,Cecil Shorts,WR,13,JAX,LAC,1,1,100,0,0,5,5,5,0,0,0,7.5
2011,REG,5,Jarett Dillard,WR,12,JAX,HOU,5,3,60,0,0,21,6,10,0,0,0,6
2011,REG,6,Taylor Price,WR,15,JAX,ATL,3,2,67,0,0,21,13,20,0,0,0,5.9
2011,REG,7,Jarett Dillard,WR,11,JAX,CLE,3,3,100,0,0,19,10,10,0,0,0,5.9
2011,REG,8,Mike Thomas,WR,11,JAX,CLE,11,3,27,0,0,9,2,8,0,0,0,5.3
2011,REG,9,Kassim Osgood,WR,14,JAX,TB,6,3,50,0,0,12,4,8,0,0,0,5.3
2011,REG,10,Jason Hill,WR,12,JAX,HOU,4,3,75,0,0,5,3,4,0,0,0,4.2
2011,REG,11,Mike Thomas,WR,13,JAX,LAC,6,2,33,0,0,13,4,11,0,0,0,4.1
2011,REG,12,Chastin West,WR,14,JAX,TB,4,2,50,0,0,11,5,10,0,0,0,3.9
2011,REG,13,Cecil Shorts,WR,12,JAX,HOU,3,1,33,0,0,25,8,25,0,0,0,3.5
2011,REG,14,Chastin West,WR,11,JAX,CLE,3,2,67,0,0,9,5,7,0,0,0,3.4
2011,REG,15,Jarett Dillard,WR,13,JAX,LAC,7,2,29,0,0,7,2,7,0,0,0,3.4
2011,REG,16,Mike Thomas,WR,12,JAX,HOU,5,2,40,0,0,6,2,6,0,0,0,3.1
2011,REG,17,Jarett Dillard,WR,15,JAX,ATL,3,2,67,0,0,8,4,6,0,1,1,2.2
2011,REG,18,Mike Thomas,WR,14,JAX,TB,1,1,100,0,0,2,2,2,0,0,0,1.2
2011,REG,19,Kassim Osgood,WR,11,JAX,CLE,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,20,Chastin West,WR,12,JAX,HOU,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,21,Kassim Osgood,WR,12,JAX,HOU,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Chastin West,WR,13,JAX,LAC,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Kassim Osgood,WR,13,JAX,LAC,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,24,Cecil Shorts,WR,14,JAX,TB,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,25,Kassim Osgood,WR,15,JAX,ATL,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Dwayne Bowe,WR,11,KC,NE,9,7,78,0,0,28,10,12,0,0,0,15.7
2011,REG,2,Dwayne Bowe,WR,12,KC,PIT,11,7,64,0,0,25,6,10,0,0,0,13.9
2011,REG,3,Steve Breaston,WR,11,KC,NE,8,6,75,0,0,25,9,12,0,0,0,13.3
2011,REG,4,Dwayne Bowe,WR,14,KC,NYJ,10,6,60,0,0,21,7,12,0,0,0,12.9
2011,REG,5,Jerheme Urban,WR,14,KC,NYJ,6,2,33,7,0,24,5,14,1,0,0,11.5
2011,REG,6,Steve Breaston,WR,15,KC,GB,6,4,67,25,0,16,8,13,1,0,0,11.5
2011,REG,7,Steve Breaston,WR,13,KC,CHI,7,5,71,0,0,19,6,8,0,0,0,9.1
2011,REG,8,Dwayne Bowe,WR,13,KC,CHI,9,4,44,0,0,14,5,12,0,1,0,8.9
2011,REG,9,Dwayne Bowe,WR,15,KC,GB,5,4,80,0,0,15,10,12,0,0,0,8.9
2011,REG,10,Steve Breaston,WR,12,KC,PIT,8,4,50,0,0,18,6,11,0,0,0,8.4
2011,REG,11,Steve Breaston,WR,14,KC,NYJ,6,4,67,0,0,18,7,11,0,0,0,8.4
2011,REG,12,Jonathan Baldwin,WR,14,KC,NYJ,6,2,33,0,0,18,5,14,0,0,0,4.8
2011,REG,13,Jonathan Baldwin,WR,12,KC,PIT,2,2,100,0,0,20,13,13,0,0,0,4.6
2011,REG,14,Jonathan Baldwin,WR,11,KC,NE,6,3,50,0,0,10,3,5,0,0,0,4.6
2011,REG,15,Terrance Copper,WR,15,KC,GB,3,2,67,0,0,10,7,10,0,0,0,4
2011,REG,16,Jonathan Baldwin,WR,15,KC,GB,4,1,25,0,0,17,4,17,0,0,0,2.7
2011,REG,17,Terrance Copper,WR,13,KC,CHI,2,1,50,0,0,10,5,10,0,0,0,2
2011,REG,18,Jonathan Baldwin,WR,13,KC,CHI,4,1,25,0,0,7,2,7,0,0,0,1.7
2011,REG,19,Jerheme Urban,WR,13,KC,CHI,1,1,100,0,0,1,1,1,0,0,0,1.1
2011,REG,20,Jeremy Horne,WR,11,KC,NE,1,0,0,5,0,0,0,0,1,0,0,0.5
2011,REG,21,Terrance Copper,WR,11,KC,NE,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,22,Jerheme Urban,WR,11,KC,NE,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,23,Terrance Copper,WR,12,KC,PIT,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,24,Jeremy Horne,WR,12,KC,PIT,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,25,Jerheme Urban,WR,12,KC,PIT,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,26,Jeremy Horne,WR,13,KC,CHI,1,0,0,0,0,0,0,0,0,0,0,0
2011,REG,27,Terrance Copper,WR,14,KC,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,28,Jeremy Horne,WR,15,KC,GB,0,0,0,0,0,0,0,0,0,0,0,0
2011,REG,1,Vincent Jackson,WR,11,LAC,CHI,9,7,78,0,0,47,18,24,0,0,0,32.5
2011,REG,2,Malcom Floyd,WR,13,LAC,JAX,4,4,100,0,0,52,27,27,0,0,0,23.8
2011,REG,3,Malcom Floyd,WR,15,LAC,BAL,6,5,83,0,0,28,16,19,0,0,0,20.6
2011,REG,4,Vincent Jackson,WR,13,LAC,JAX,5,4,80,0,0,35,14,18,0,0,0,17.2
2011,REG,5,Patrick Crayton,WR,14,LAC,BUF,3,3,100,0,0,26,12,12,0,0,0,12.7
2011,REG,6,Vincent Jackson,WR,15,LAC,BAL,6,3,50,9,0,58,14,28,1,0,0,12.3
2011,REG,7,Vincent Jackson,WR,14,LAC,BUF,9,5,56,0,0,17,6,11,0,0,0,10.5
2011,REG,8,Vincent Brown,WR,13,LAC,JAX,2,1,50,0,0,22,11,22,0,0,0,9.2
2011,REG,9,Vincent Brown,WR,12,LAC,DEN,10,3,30,0,0,30,5,17,0,0,0,8
2011,REG,10,Malcom Floyd,WR,14,LAC,BUF,2,2,100,0,0,15,15,15,0,0,0,4.9
2011,REG,11,Vincent Jackson,WR,12,LAC,DEN,3,2,67,0,0,15,8,13,0,0,0,4.5
2011,REG,12,Vincent Brown,WR,15,LAC,BAL,1,1,100,0,0,13,13,13,0,0,0,2.3
2011,REG,13,Patrick Crayton,WR,12,LAC,DEN,2,1,50,0,0,11,6,11,0,0,0,2.1
2011,REG,14,Vincent Brown,WR,11,LAC,CHI,4,1,25,0,0,8,2,8,0,0,0,1.8
