"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"21947-34071","WR","Nick","Nick Williams","Williams","4.5","1","4500","ATL@SEA","ATL","SEA","","","",""
"21947-28570","TE","Nick","Nick Vannett","Vannett","1.8","5","4500","ATL@SEA","SEA","ATL","","","",""
"21947-29725","TE","Levine","Levine Toilolo","Toilolo","1.8799999237060547","5","4500","ATL@SEA","ATL","SEA","","","",""
"21947-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","PHI@DAL","PHI","DAL","IR","Hamstring","",""
"21947-29477","TE","Connor","Connor Hamlett","Hamlett","8.199999809265137","1","4500","PHI@DAL","DAL","PHI","","","",""
"21947-29357","RB","Kenjon","Kenjon Barner","Barner","1.150000015894572","6","4500","PHI@DAL","PHI","DAL","","","",""
"21947-25267","WR","Mack","Mack Hollins","Hollins","5.540000152587891","5","4500","PHI@DAL","PHI","DAL","","","",""
"21947-29624","RB","Tre","Tre Madden","Madden","3.75","2","4500","ATL@SEA","SEA","ATL","IR","Calf","",""
"21947-56248","WR","Noah","Noah Brown","Brown","1.7999999523162842","1","4500","PHI@DAL","DAL","PHI","","","",""
"21947-30652","WR","Tanner","Tanner McEvoy","McEvoy","1.2600000381469727","5","4500","ATL@SEA","SEA","ATL","","","",""
"21947-43973","RB","Keith","Keith Smith","Smith","1.2999999523162842","2","4500","PHI@DAL","DAL","PHI","","","",""
"21947-6742","TE","Brent","Brent Celek","Celek","1.7833333015441895","6","4500","PHI@DAL","PHI","DAL","","","",""
"21947-30297","TE","Trey","Trey Burton","Burton","4.085714340209961","7","4500","PHI@DAL","PHI","DAL","","","",""
"21947-29540","RB","Terron","Terron Ward","Ward","2.299999952316284","1","4500","ATL@SEA","ATL","SEA","","","",""
"21947-38634","WR","Ryan","Ryan Switzer","Switzer","0.08888889021343654","9","4500","PHI@DAL","DAL","PHI","","","",""
"21947-22123","TE","James","James Hanna","Hanna","3.1000000635782876","3","4500","PHI@DAL","DAL","PHI","","","",""
"21947-32235","WR","Marcus","Marcus Johnson","Johnson","0.6400000095367432","5","4500","PHI@DAL","PHI","DAL","","","",""
"21947-79980","TE","Eric","Eric Saubert","Saubert","0","0","4500","ATL@SEA","ATL","SEA","","","",""
"21947-11504","WR","Andre","Andre Roberts","Roberts","0.18888889418707955","9","4500","ATL@SEA","ATL","SEA","","","",""
"21947-33137","WR","Justin","Justin Hardy","Hardy","4.983333269755046","6","4500","ATL@SEA","ATL","SEA","","","",""
"21947-39930","WR","Reggie","Reggie Davis","Davis","0","0","4500","ATL@SEA","ATL","SEA","","","",""
"21947-38523","TE","Geoff","Geoff Swaim","Swaim","1.75","2","4500","PHI@DAL","DAL","PHI","Q","Knee","",""
"21947-29949","WR","Marvin","Marvin Hall","Hall","5.25","2","4500","ATL@SEA","ATL","SEA","","","",""
"21947-12530","D","Dallas","Dallas Cowboys","Cowboys","7.222222222222222","9","4300","PHI@DAL","DAL","PHI","","","",""
"21947-12525","D","Atlanta","Atlanta Falcons","Falcons","6.444444444444445","9","4200","ATL@SEA","ATL","SEA","","","",""
